,A,TagR1
R2,,0.2559355553621786
xmin,,-2.125942202
xmid,,
xmax,,1.9879229550000002
ystart,,-16.568737207852287
yend,,12.816390066366756
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.4990804297,0.133828097
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.4990804297,-0.133828097
AB569_EDTA_NaNO2:NaNO2:1,-15.7046005412,-0.271000381
AB569_EDTA_NaNO2:NaNO2:2,-16.1216225344,-0.41386817200000003
AB569_EDTA_NaNO2:EDTA:1,-16.2333416953,-0.439422941
AB569_EDTA_NaNO2:EDTA:2,-16.5110864536,-0.528945666
AB569_EDTA_NaNO2:EDTA:3,-16.2842282885,-0.243234834
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-20.274662618,-0.37710358400000005
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-20.0271990168,-0.4392412
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.2388019201,0.019919231000000003
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.2388019201,-0.019919231000000003
Anthranilate_metabolism_GntR_AntP:antP:1,3.9620220205,0.15348769
Anthranilate_metabolism_GntR_AntP:antP:2,4.336776555,-0.13967646
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.2019961996,0.032408628
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.2019961996,-0.032408628
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-2.6699444768,-0.358811368
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-1.5596035318,0.119404728
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.4303411226,-0.526907542
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.0302976566,-0.807935497
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-15.7327104329,-0.7344858320000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-13.1287468122,-0.692491776
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-15.7648688862,-0.7434510710000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-15.3625995869,-0.659335236
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.4140315567,-0.668285144
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.49240866520000004,-0.10386993500000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.2208768208,0.058649574
Catabolise_Nucleic_Acids:L_asp:1,4.8063142608,-0.079293415
Catabolise_Nucleic_Acids:L_asp:2,15.0625444108,0.12033587500000001
Catabolise_Nucleic_Acids:DNA_1:1,0.039344998400000004,-0.005482341
Catabolise_Nucleic_Acids:DNA_1:2,-0.4668674412,0.091166758
Catabolise_Nucleic_Acids:DNA_1:3,0.4275224427,-0.085684416
Catabolite_repression:del_hfq_crc_wt:1,0.2421895739,-0.021259417000000003
Catabolite_repression:del_hfq_crc_wt:2,-0.2421895739,0.021259417000000003
Catabolite_repression:delHfq:1,-2.8883333545000003,-0.30503705000000003
Catabolite_repression:delHfq:2,-2.5852182147000002,-0.228985923
Catabolite_repression:deldcrc:1,-4.1428212209,-0.32695134
Catabolite_repression:deldcrc:2,-5.5708693888,-0.579023559
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.0108901037,0.056929903000000004
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.19159476790000002,0.154065052
