,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,5.37224408845,0.07574399648681951,2.0,0.0,5.425803182,5.0,5.3186849949,,
1,U01-Set001__USA300 LAC CA-MHB Control,5.9056931682,0.02395612536988388,2.0,1.0,5.8887536295,6.0,5.9226327069,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,5.9133504627,0.06886878954587866,2.0,2.0,5.8646528746,7.0,5.9620480508,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,5.9891963287,0.024698497970411536,2.0,3.0,6.0066608041,8.0,5.9717318533,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,6.3961543329,0.018399367742122807,2.0,4.0,6.3831440152,9.0,6.4091646506,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,6.5921142728,0.10236839261891256,2.0,13.0,6.6644996574,14.0,6.5197288882,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,7.1099710076000004,0.4508305484852913,2.0,15.0,7.4287563456,18.0,6.7911856696,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,7.245045741649999,0.13758058462790312,2.0,16.0,7.1477615773,19.0,7.342329906,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,7.3220356761,0.11752489667904341,2.0,17.0,7.4051383275,20.0,7.2389330247,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,6.79926509245,0.20460415102684704,2.0,34.0,6.6545881098,38.0,6.9439420751,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,6.88724693175,0.033076655000753026,2.0,35.0,6.8638582047,39.0,6.9106356588,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,6.7281444919,0.062022277634514754,2.0,36.0,6.772000865,40.0,6.6842881188,,
