,BSU_misc_RNA_63
M9exp_1,12.306
M9exp_2,12.168
M9exp_3,12.109000000000002
M9tran_1,11.5134
M9tran_2,11.1516
M9tran_3,11.5795
M9stat_1,9.6039
M9stat_2,9.4872
M9stat_3,9.0469
MG-0.1_1,12.1638
MG-0.1_2,10.6588
MG-0.1_3,13.2795
MG-0.2_2,11.815
MG-0.2_3,12.3902
MG+5_1,12.1075
MG+5_2,11.8696
MG+5_3,12.7145
MG+10_1,12.7497
MG+10_2,12.6889
MG+10_3,10.4356
MG+15_1,12.1541
MG+15_2,13.2329
MG+15_3,12.7391
MG+25_1,12.4895
MG+25_2,11.8129
MG+25_3,13.2121
MG+45_1,12.3481
MG+45_2,11.6032
MG+45_3,13.0509
MG+60_2,11.4443
MG+60_3,12.3464
MG+90_2,11.42
MG+90_3,12.3605
MG+120_1,11.0282
MG+120_2,11.8484
MG+120_3,11.7397
MG+150_1,11.6307
MG+150_3,11.9257
GM-0.1_1,11.5474
GM-0.1_2,12.0027
GM-0.1_3,12.0921
GM-0.2_1,11.2033
GM-0.2_2,12.3975
GM-0.2_3,11.6734
GM+5_1,11.5475
GM+5_2,11.7396
GM+5_3,12.5189
GM+10_2,11.995
GM+10_3,11.5008
GM+15_1,12.5806
GM+15_2,12.1604
GM+15_3,12.6427
GM+25_1,13.0816
GM+25_2,12.9963
GM+25_3,11.5694
GM+45_1,12.6167
GM+45_2,10.4876
GM+45_3,10.6076
GM+60_1,12.5417
GM+60_2,10.5505
GM+60_3,10.9262
GM+90_1,12.2176
GM+90_2,12.7907
GM+90_3,11.7862
GM+120_1,10.887
GM+120_3,12.0719
GM+150_1,11.9245
GM+150_2,10.7312
GM+150_3,12.0243
BT_1,9.4267
BT_2,8.6292
B36_1,8.724
B36_2,8.5896
B60_1,9.1699
B60_2,9.9723
S0_1,9.9962
S0_2,10.7803
S0_3,10.2864
S1_1,13.0603
S1_2,12.958
S1_3,13.2633
S2_1,12.2037
S2_2,11.4813
S2_3,10.2287
S3_1,10.8099
S3_2,10.8628
S4_1,10.2476
S4_2,9.4441
S4_3,8.9487
S5_1,9.2006
S5_2,9.6013
S5_3,9.9525
S6_1,8.1944
S6_2,7.6396
S6_3,8.5862
S6/t_1,9.4482
S6/t_2,7.5396
S6_4,9.198
S6_5,9.1574
S6_6,9.4768
S7_4,10.3275
S7_5,10.4413
S7_6,10.4321
S8_4,10.0492
S8_5,10.0373
G135_1,14.2008
G135_3,12.4481
G150_1,13.295
G150_2,14.3782
G150_3,13.6971
G180_1,14.0951
G180_2,13.9078
G180_3,14.167
T-5.40H_1,11.5206
T-4.40H_1,10.7581
T-3.40H_1,11.28
T-2.40H_1,11.2136
T-1.40H_1,11.3365
T-1.10H_1,11.3606
T-0.40H_1,10.9075
T0.0H_1,11.0071
T0.30H_1,10.2005
T1.0H_1,9.537
T1.30H_1,9.9501
T2.0H_1,9.8337
T2.30H_1,10.4191
T3.0H_1,9.7788
T3.30H_1,9.7612
T4.0H_1,10.186
T5.0H_1,9.2347
LBexp_1,14.7014
LBexp_2,14.3932
LBexp_3,13.8938
LBtran_1,13.9137
LBtran_2,13.8666
LBtran_3,13.3422
LBstat_1,11.4834
LBstat_2,11.1806
LBstat_3,10.8322
LBGexp_1,15.1045
LBGexp_2,13.4317
LBGexp_3,14.1879
LBGtran_2,11.464
LBGtran_3,13.9104
LBGstat_1,11.5556
LBGstat_2,11.5961
LBGstat_3,11.8074
Mt0_1,13.4328
Mt0_3,14.4089
M0t45_1,13.7882
M0t45_2,12.4281
M0t45_3,14.4213
M0t90_1,10.9279
M0t90_2,12.3866
