,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.6027189583514463,2.0,0.0,-0.4261866626,1.0,0.4261866626,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,-7.13467941655,0.8326369021126294,2.0,2.0,-6.5459162168,3.0,-7.7234426163,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,-9.283423690333334,0.5778577356719831,3.0,4.0,-9.2485483694,5.0,-9.8779292382,6.0,-8.7237934634,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,-13.51824576205,0.815762408871343,2.0,7.0,-14.0950768932,8.0,-12.9414146309,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.5748915745339959,2.0,9.0,-0.4065097308,10.0,0.4065097308,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,1.6799586868,0.15961958957684405,2.0,11.0,1.792826781,12.0,1.5670905926,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.009967059272396753,2.0,13.0,0.0070477752,14.0,-0.0070477752,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.7114314188499999,1.8971248373239078,4.0,15.0,2.7925959948,16.0,1.8378229172,17.0,-1.0551903479,18.0,-0.7295028887,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,13.237404367775,1.1398366515872873,4.0,19.0,14.0877801501,20.0,11.6736759061,21.0,14.0813491557,22.0,13.1068122592,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.22682643696666663,1.0959823080417184,3.0,23.0,-0.6815100002000001,24.0,-0.0821376444,25.0,1.4441269555,,,,,,,,,,
10,Catabolise_Nucleic_Acids__L_asp,7.066518769,3.8744807092681874,2.0,26.0,4.3268471859,27.0,9.8061903521,,,,,,,,,,,,
11,Catabolise_Nucleic_Acids__DNA_1,3.700743415417188e-17,2.033549470991546,3.0,28.0,1.5706314165,29.0,-2.2969906621,30.0,0.7263592456,,,,,,,,,,
12,Catabolite_repression__del_hfq_crc_wt,0.0,1.4464714430876944,2.0,31.0,-1.0228097662,32.0,1.0228097662,,,,,,,,,,,,
13,Catabolite_repression__delHfq,3.9065893533500002,0.048311580314186704,2.0,33.0,3.8724279073,34.0,3.9407507994,,,,,,,,,,,,
14,Catabolite_repression__deldcrc,1.3220957763499999,0.2559768388110652,2.0,35.0,1.1410928178,36.0,1.5030987349,,,,,,,,,,,,
15,Diallyl_disulphide_treatment__PAO1_ctrl_wt,0.0,1.0310557837027545,3.0,37.0,0.8176142532,38.0,0.3406635058,39.0,-1.158277759,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_DDS,-4.5547097295666665,1.0774258107241768,3.0,40.0,-4.0140513679,41.0,-5.795406253,42.0,-3.8546715678,,,,,,,,,,
17,Dispersed_cells__PAO1_dispersed_wt,0.0,1.3351800067816428,2.0,43.0,-0.9441148369000001,44.0,0.9441148369000001,,,,,,,,,,,,
18,Dispersed_cells__PyhjH_dispersed,-5.50916658865,0.08142920218270365,2.0,45.0,-5.5667457297,46.0,-5.4515874476,,,,,,,,,,,,
19,Dispersed_cells__PA01_Planktonic,-16.7599549519,0.85970260132412,2.0,47.0,-16.1520534127,48.0,-17.3678564911,,,,,,,,,,,,
20,Dispersed_cells__PAO1_Biofilm,-7.48664131005,0.3813156728571479,2.0,49.0,-7.217010412,50.0,-7.7562722081,,,,,,,,,,,,
21,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_Doxorubicin,-2.7551216917,0.9543815821930093,3.0,51.0,-3.2542862976,52.0,-3.3564037884,53.0,-1.6546749891,,,,,,,,,,
22,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_wt,0.0,1.0566186908339947,3.0,54.0,1.2192916701,55.0,-0.571712667,56.0,-0.6475790031,,,,,,,,,,
23,Farnesol_treatment__RNA of 0-1F_L,3.333326207647739e-11,1.1477098499607692,3.0,57.0,-0.9704303605000001,58.0,-0.2964091452,59.0,1.2668395058,,,,,,,,,,
24,Farnesol_treatment__RNA of 6-F_L1,-0.5327654155333333,0.11193831284717015,3.0,60.0,-0.41114992910000003,61.0,-0.5556595599,62.0,-0.6314867576000001,,,,,,,,,,
25,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.14228127119807352,2.0,63.0,-0.1006080517,64.0,0.1006080517,,,,,,,,,,,,
26,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,-0.6779691569499999,0.24464246412645074,2.0,65.0,-0.8509575023,66.0,-0.5049808116,,,,,,,,,,,,
