,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,2.44886975985,0.10480185994772599,2.0,0.0,2.5229758657,5.0,2.374763654
1,U01-Set001__USA300 LAC CA-MHB Control,1.77561208905,1.4126731651106446,2.0,1.0,2.7745228637,6.0,0.7767013144
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,2.7922471168,0.21068484854580588,2.0,2.0,2.6432704317,7.0,2.9412238019
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,1.0244726062,0.06678597088371185,2.0,3.0,0.9772477933,8.0,1.0716974191
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,2.3409402576,0.011612299610847398,2.0,4.0,2.3491513934,9.0,2.3327291218
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,2.8331935207,0.20158485944769175,2.0,13.0,2.6906514996,14.0,2.9757355417999998
9,U01-Set001__USA300 LAC RPMI+10%LB Control,3.73405161785,0.16401527850629272,2.0,15.0,3.6180753022000003,18.0,3.8500279335
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,4.1976083111,0.15512220617647032,2.0,16.0,4.307296275,19.0,4.0879203472
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,3.4992646055,0.10668827001405529,2.0,17.0,3.4238246063,20.0,3.5747046047
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,1.78465427625,0.10646121823874843,2.0,34.0,1.8599337256,38.0,1.7093748269
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,1.9880143569500002,0.08328999553811728,2.0,35.0,1.9291194363000002,39.0,2.0469092776
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,1.31441272235,0.4795703248397179,2.0,36.0,0.9753052936000001,40.0,1.6535201511
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,2.6635318046,0.010277226287952546,2.0,37.0,2.670798901,41.0,2.6562647082
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,3.4533493648,0.09517251084351556,2.0,42.0,3.5206464926,45.0,3.386052237
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,3.7515477476,0.5537823522819436,2.0,43.0,3.359964491,46.0,4.1431310042
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,3.6423419961,0.04719802820162056,2.0,44.0,3.6089679503000003,47.0,3.6757160419
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,4.03683508295,0.17320939525495518,2.0,56.0,4.1593126209,57.0,3.914357545
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,4.281804032,0.18264297152303577,2.0,58.0,4.4109521157,59.0,4.1526559483
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,3.9397264267,0.13472352865877488,2.0,60.0,3.844462506,61.0,4.0349903474
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,3.305863805,0.11391005537358895,2.0,62.0,3.2253172324,63.0,3.3864103776
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.0,0.0,2.0,64.0,0.0,65.0,0.0
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.0,0.0,2.0,66.0,0.0,67.0,0.0
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,0.0,0.0,2.0,68.0,0.0,69.0,0.0
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,0.0,0.0,2.0,70.0,0.0,71.0,0.0
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,1.76246487235,0.26282856605920435,2.0,72.0,1.9483127337,73.0,1.5766170110000002
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,2.198594789,0.37585505014395443,2.0,74.0,2.4643644437,75.0,1.9328251343
38,ICA-Set002__USA300 LAC CA-MHB Control,1.3577759292,0.09373493023045124,2.0,76.0,1.2914953244,77.0,1.424056534
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,3.4038055955499997,0.20761601522708312,2.0,78.0,3.2569989033,79.0,3.5506122878
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,2.4125904655,0.09793168916270242,2.0,80.0,2.343342304,81.0,2.481838627
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.0,0.0,2.0,82.0,0.0,83.0,0.0
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,0.0,0.0,2.0,84.0,0.0,85.0,0.0
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,0.0,0.0,2.0,86.0,0.0,87.0,0.0
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,0.0,0.0,2.0,88.0,0.0,89.0,0.0
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,90.0,0.0,91.0,0.0
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,92.0,0.0,93.0,0.0
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,0.5797823271,0.1845715187188519,2.0,94.0,0.7102940996,96.0,0.44927055460000004
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,2.55478455235,0.45465849487474297,2.0,95.0,2.2332924475,97.0,2.8762766572
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,0.0,0.0,2.0,98.0,0.0,99.0,0.0
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,0.0,0.0,2.0,100.0,0.0,101.0,0.0
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,0.0,0.0,2.0,102.0,0.0,103.0,0.0
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,104.0,0.0,105.0,0.0
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,0.0,0.0,2.0,106.0,0.0,107.0,0.0
