,A,virS
R2,,0.09419679614211895
xmin,,-3.6530705991
xmid,,
xmax,,3.5966022778999998
ystart,,-5.310404212120448
yend,,1.950761714041549
AX:AX_10_MIC:1,0.2163849675,0.2504735408
AX:AX_10_MIC:2,-0.06895396250000001,0.6703255218
AX:AX_30_MIC:1,2.5844781361,0.5571475183
AX:AX_30_MIC:2,2.6884854585999998,0.9228168096
AX:QZ_10_MIC:1,0.1895575063,0.0596979066
AX:QZ_10_MIC:2,0.1420062524,0.473815276
AX:QZ_30_MIC:1,0.9248936778,0.0360520264
AX:QZ_30_MIC:2,1.1347148249,0.12576796540000001
AX:wt:1,0.5635714708,0.09166149920000001
AX:wt:2,-0.5635714708,-0.09166149920000001
ITM_04:00h_clinic_ctrl:1,-0.4811895389,-1.6480198207
ITM_04:00h_clinic_ctrl:2,-0.8345156681,-1.6800298900000001
ITM_04:00h_h37rv_control:1,0.0494225582,-0.23220200370000002
ITM_04:00h_h37rv_control:2,-0.3045431536,0.174502341
ITM_04:00h_h37rv_control:3,0.2551205954,0.0576996627
ITM_04:06h_clinic_delam:1,1.1609973655,0.22486310950000002
ITM_04:06h_clinic_delam:2,0.9183226293000001,0.2142542144
ITM_04:06h_clinic_delam:3,0.7025861395,0.1313176805
ITM_04:06h_clinic_DMSO:1,-0.20039188,-1.2062367751
ITM_04:06h_clinic_DMSO:2,-0.9689289815000001,-1.4691973628000001
ITM_04:06h_clinic_DMSO:3,-0.1260416665,-1.2161396639
ITM_04:06h_h37rv_delam:1,2.6870209649,0.671820634
ITM_04:06h_h37rv_delam:2,2.835511095,0.6815232463
ITM_04:06h_h37rv_delam:3,1.7035032973000002,1.0828634164
ITM_04:06h_h37rv_DMSO:1,2.5659753772,-0.3583715165
ITM_04:06h_h37rv_DMSO:2,2.3739410314000002,-0.5521788519
ITM_04:06h_h37rv_DMSO:3,1.6368800009000002,-0.44517571050000004
ITM_04:24h_clinic_delam:1,0.0678386844,0.1694941166
ITM_04:24h_clinic_delam:2,-0.0289048833,0.2346663638
ITM_04:24h_clinic_delam:3,0.5400419033,0.0765795502
ITM_04:24h_clinic_DMSO:1,-0.6835885852,-1.4876637937
ITM_04:24h_clinic_DMSO:2,0.6484174614,-1.7072389079999999
ITM_04:24h_clinic_DMSO:3,0.3307082717,-1.6962114216000002
ITM_04:24h_h37rv_delam:1,2.3150591194,0.028804502200000002
ITM_04:24h_h37rv_delam:2,2.4934798153,0.0426481377
ITM_04:24h_h37rv_delam:3,2.5626828348,0.1577177375
ITM_04:24h_h37rv_DMSO:1,4.6288100975,-1.7304555433000002
ITM_04:24h_h37rv_DMSO:2,3.7075693742,-1.6544639822
JSF:DMSO:1,0.6482064055,-0.0819041903
JSF:DMSO:2,-0.020950701500000002,-0.0864381239
JSF:DMSO:3,-0.3575490827,0.0387890882
JSF:DMSO:4,-0.2697066213,0.12955322600000002
JSF:JSF_2019:1,-1.2924055791,1.5101325402999999
JSF:JSF_2019:2,-1.4917789328,1.5854384848
JSF:JSF_2019:3,-1.1237847664,1.5130762051
JSF:JSF_2019:4,-1.1812262238,1.4791918076
JSF:JSF_2026:1,-6.0053409273,0.4095241532
JSF:JSF_2026:2,-6.0671232104,0.6307305815
JSF:JSF_2026:3,-5.8773909888,0.5982646783000001
JSF:JSF_2026:4,-6.0732578095,0.5517075173
MTS1338:over_expression:1,0.8731559786,0.5324974205
MTS1338:over_expression:2,-0.8731559786,-0.5324974205
PAS:control:1,0.2203165806,0.06999706800000001
PAS:control:2,0.4196480352,-0.39836893170000004
PAS:control:3,-0.6399646158,0.3283718637
PAS:treated:1,-1.1204125978,0.052424749400000005
PAS:treated:2,-0.9112083374000001,0.0698641086
PAS:treated:3,-1.3194688063,0.0352223094
THP-1:24h_THP_B_enriched:1,1.1995509281,0.3368744627
THP-1:24h_THP_B_enriched:2,-1.1995509281,-0.3368744627
aminoimidazoles:02h_treated:1,-1.7971978372000001,0.9989026751000001
aminoimidazoles:02h_treated:2,-1.6889732457000002,1.0742919477
aminoimidazoles:24h_treated:1,-0.2263546962,0.6671398392
aminoimidazoles:24h_treated:2,-0.027081943600000002,0.7990742926000001
aminoimidazoles:untreated:1,-0.087881069,0.0764286306
aminoimidazoles:untreated:2,0.1590260829,-0.028559291
aminoimidazoles:untreated:3,-0.0711450139,-0.047869339600000005
antibiotic:ctrl_24h:1,0.9924147469000001,0.10017018200000001
antibiotic:ctrl_24h:2,1.1301881313,0.6709634114
antibiotic:ctrl_24h:3,0.1168574467,0.0634551208
antibiotic:ctrl_4h:1,0.5868863594,0.22095919560000002
antibiotic:ctrl_4h:2,-0.2732432372,-0.0520228364
