,A,prpR
R2,,0.0038963738865805952
xmin,,-3.7419428143999998
xmid,,
xmax,,4.9496242113
ystart,,-0.333219536398229
yend,,1.0468971602744355
2AA:WT:1.0,0.36378166300000003,0.21560236330000002
2AA:WT:2.0,-0.5014446907,-0.2565340497
2AA:WT:3.0,0.23290128370000002,0.5467475070000001
2AA:WT:4.0,-0.0952382561,-0.5058158206
2AA:del_ridA:1.0,0.49039952280000004,0.7253388152
2AA:del_ridA:2.0,-0.021430313700000002,0.3601603491
2AA:del_ridA:3.0,0.7142971588,0.6373790366000001
2AA:del_ridA:4.0,0.6212310032,0.4903450475
GC_MS:WT:1.0,-0.3037548165,-0.0404529787
GC_MS:WT:2.0,0.2608932737,0.0716579506
GC_MS:WT:3.0,0.0428615428,-0.0312049719
GC_MS:del_slyA:1.0,1.1561512332000001,0.5298848719
GC_MS:del_slyA:2.0,1.7964402989,0.48005607770000003
Rho:WT:1.0,-0.031735141200000004,0.1487826699
Rho:WT:2.0,0.23218277280000002,-0.2179792854
Rho:WT:3.0,-0.20044763170000002,0.0691966155
Rho:rho_Y80C:1.0,2.1717719379,-0.7136187208
Rho:rho_Y80C:2.0,1.4872631451,-1.2484171757
Rho:rho_Y80C:3.0,1.3176490339,-0.9285322484
Rho:rho_K130Q:1.0,1.3145617297,-0.9199383164
Rho:rho_K130Q:2.0,1.1025797741,-0.8549636109000001
Rho:rho_K130Q:3.0,1.6431060181000001,-0.8866512814
flagella:WT:1.0,0.3994346159,-0.0376706391
flagella:WT:2.0,-0.3994346159,0.0376706391
flagella:del_rfaL:1.0,-6.5310839219,0.3629101628
flagella:del_rfaL:2.0,-4.9422901778,0.2582761422
flagella:del_rfaG:1.0,-3.0130694003,-0.5868782909
flagella:del_rfaG:2.0,-2.8049607994,-0.8827573575000001
flagella:del_rfaD:1.0,-4.2304107862,0.1977912592
flagella:del_rfaD:2.0,-3.5726490387,-0.10595838140000001
nusG:WT_OD08:1.0,0.5816473612,-1.0951207298
nusG:WT_OD08:2.0,-0.5816473612,1.0951207298
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-0.40900485210000004,-0.051898599100000005
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-1.2747714551,-1.042106988
omv:spi2_ind_highOD_intracellularRNAs:1.0,0.24170816620000002,0.43644089
omv:spi1_ind_highOD_intracellularRNAs:1.0,4.3211798349,1.3535671362000001
omv:spi2_ind_highOD_intracellularRNAs:2.0,-0.0578054369,0.4535684714
omv:spi2_ind_highOD_intracellularRNAs:3.0,-1.3667655175,-0.0248825207
omv:controlPCN_highOD_intracellularRNAs:1.0,3.5962381088,1.9664114788
omv:controlPCN_highOD_intracellularRNAs:2.0,3.8475419929,1.9242814303
omv:controlPCN_highOD_intracellularRNAs:3.0,3.1205818005,1.7890649474
omv:spi1_ind_highOD_intracellularRNAs:2.0,3.4512361137,1.516517022
omv:spi1_ind_highOD_intracellularRNAs:3.0,4.5023627158,1.6672608143
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.841692859,0.8920320890000001
omv:controlPCN_lowOD_intracellularRNAs:2.0,-1.3664606296000001,-1.3546492924
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-0.9321655613000001,-0.5585767528
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.5247677706,0.4626172034
sv5015:STM1625:1.0,0.2287947579,-0.2538050837
sv5015:STM1625:2.0,0.3619770573,-0.38238146500000003
sv5015:STM1625:3.0,-0.4889554578,-0.4140201276
sv5015:STM0581:1.0,1.0184386253,0.792850944
sv5015:STM0581:2.0,1.1818288556,0.6323029921000001
sv5015:STM0581:3.0,1.9463134627,0.6255579325
sv5015:WT:1.0,-0.33116112400000003,-0.44904462500000003
sv5015:WT:2.0,0.38307422080000003,0.3447384049
sv5015:WT:3.0,-0.0519130967,0.1043062201
tomato:tomato_root:1.0,-10.3277900069,1.944272124
tomato:tomato_root:2.0,-11.4542794565,1.7210813656
tomato:tomato_root:3.0,-10.3525981395,1.2214271649
tomato:LB:1.0,0.0154740968,-0.1776937389
tomato:LB:2.0,-0.0154740968,0.1776937389
AcrB_efflux_virulence:AcrB_D408A:1.0,-0.18457371120000002,-0.0075631092
AcrB_efflux_virulence:AcrB_D408A:2.0,-0.9016116833000001,0.7121020891000001
AcrB_efflux_virulence:AcrB_D408A:3.0,-0.4429924642,-0.09948025760000001
AcrB_efflux_virulence:WT:1.0,-0.2987126909,0.0224970209
AcrB_efflux_virulence:WT:2.0,-0.3072587947,-0.035462374000000005
