,BSU__misc_RNA_13
LBexp_1,13.8075
LBexp_2,13.8246
LBexp_3,13.2807
LBtran_1,14.0481
LBtran_2,13.5493
LBtran_3,12.9106
LBstat_1,12.7761
LBstat_2,12.493500000000001
LBstat_3,11.8323
LBGexp_1,14.218
LBGexp_2,13.8191
LBGexp_3,13.9768
LBGtran_2,11.7869
LBGtran_3,13.6961
LBGstat_1,12.439
LBGstat_2,12.11
LBGstat_3,12.468
S0_1,13.8415
S0_2,13.7095
S0_3,14.4073
S1_1,14.9545
S1_2,14.862400000000001
S1_3,14.8421
S2_1,14.707
S2_2,14.2195
S2_3,14.6136
S3_1,14.8816
S3_2,15.2127
S4_1,16.011
S4_2,16.1809
S4_3,16.3232
S5_1,15.7255
S5_2,15.6923
S5_3,16.3944
S6_1,15.7644
S6_2,13.5589
S6_3,15.4174
S6/t_1,15.8381
S6/t_2,12.9832
S6_4,15.7299
S6_5,16.2912
S6_6,16.3651
S7_4,16.2438
S7_5,15.8424
S7_6,15.9905
S8_4,15.7703
S8_5,14.5591
G135_1,13.5462
G135_3,12.0662
G150_1,13.2491
G150_2,13.988
G150_3,14.0002
G180_1,13.9303
G180_2,13.9557
G180_3,13.5924
C30_1,14.102
C30_2,14.5504
C90_1,14.4949
C90_2,14.965
BI_1,14.9792
BI_2,14.6232
BC_2,15.1124
BC/t_1,14.9631
BC/t_2,15.457
BC_1,14.9027
Sw_1,15.5602
Sw_2,15.5391
BT_1,15.1276
BT_2,14.4898
B36_1,16.4554
B36_2,16.3993
B60_1,16.3342
B60_2,16.4526
M9exp_1,15.0106
M9exp_2,14.6218
M9exp_3,14.3986
M9tran_1,14.0901
M9tran_2,13.8948
M9tran_3,14.3849
M9stat_1,14.7259
M9stat_2,14.3871
M9stat_3,14.3009
M+G_1,13.2665
M+G_2,13.7203
M+G_3,13.7712
Glu_1,14.4879
Glu_2,13.9826
Glu_3,14.3161
Fru_1,14.4239
Fru_2,13.897
Fru_3,13.736
Mal_1,12.7956
Mal_2,13.1849
Mal_3,13.5952
G+S_2,14.5618
G+S_3,14.9897
Pyr_1,14.7086
Pyr_2,14.9956
Pyr_3,14.7048
Gly_1,14.251
Gly_2,14.2848
Gly_3,12.6264
Glucon_1,13.8534
Glucon_2,14.5079
Glucon_3,13.176
aero_1,15.2228
aero_2,13.2025
aero_3,14.7012
nit_1,15.0379
nit_2,14.9729
nit_3,14.8471
ferm_1,14.7419
ferm_2,13.8993
ferm_3,14.918800000000001
T-5.40H_1,15.1467
T-4.40H_1,14.8308
T-3.40H_1,14.6467
T-2.40H_1,14.1655
T-1.40H_1,13.9829
T-1.10H_1,13.8439
T-0.40H_1,14.2444
T0.0H_1,13.6974
T0.30H_1,14.0295
T1.0H_1,13.5217
T1.30H_1,14.1778
T2.0H_1,14.1262
T2.30H_1,14.8289
T3.0H_1,14.6825
T3.30H_1,15.113
T4.0H_1,14.8932
T5.0H_1,14.4021
HPh_1,15.1465
HPh_2,15.0604
HPh_3,15.457
LPh_1,15.0015
LPh_2,15.4621
LPh_3,15.0058
LPhT_1,14.3969
LPhT_2,14.3342
LPhT_3,14.0917
SMMPr_1,13.9133
SMMPr_2,13.7688
SMMPr_3,13.9741
HiTm_1,13.6543
HiTm_2,13.3556
HiTm_3,14.2715
LoTm_1,16.2184
LoTm_2,16.3081
LoTm_3,16.1337
HiOs_1,15.0402
HiOs_2,14.7905
HiOs_3,14.3116
BMM_1,14.4136
BMM_2,13.8037
BMM_3,14.112
Heat_1,13.7137
Heat_2,13.7427
Heat_3,13.2054
Cold_1,14.434
Cold_2,13.4667
Cold_3,13.0475
Etha_1,14.582
Etha_2,13.4382
Etha_3,14.1578
SMM_1,14.2494
SMM_2,14.3203
SMM_3,14.1285
Salt_1,13.8026
Salt_2,13.0921
Salt_3,13.600200000000001
Mt0_1,13.8062
Mt0_3,13.7603
M0t45_1,13.8852
M0t45_2,13.3207
M0t45_3,13.8497
M0t90_1,12.2261
M0t90_2,13.6242
M0t90_3,13.0804
M40t45_1,13.0924
M40t45_2,13.773
M40t45_3,14.3216
M40t90_1,12.5175
M40t90_2,13.112
M40t90_3,13.4583
dia0_1,13.846
dia0_2,13.8654
dia0_3,14.1524
dia5_1,13.4336
dia5_2,13.657399999999999
dia5_3,14.0438
dia15_1,14.2941
dia15_2,14.5366
dia15_3,13.8979
Diami_1,14.7491
Diami_2,14.5623
Diami_3,14.8905
Paraq_1,14.9256
Paraq_2,15.1618
Paraq_3,12.2058
H2O2_1,13.1406
H2O2_2,14.4847
H2O2_3,14.1081
Oxctl_1,14.3499
Oxctl_2,14.2214
Oxctl_3,14.6776
GM-0.1_1,14.6118
GM-0.2_1,14.4156
GM+5_1,14.381
GM+15_1,14.6869
GM+25_1,14.8994
GM+45_1,15.0266
GM+60_1,14.6953
GM+90_1,14.5983
GM+120_1,13.5757
GM+150_1,14.1549
GM-0.1_2,14.461500000000001
GM-0.2_2,15.1528
GM+5_2,14.545
GM+10_2,14.774000000000001
GM+15_2,14.8965
GM+25_2,15.1838
GM+45_2,13.8413
GM+60_2,14.0823
GM+90_2,14.3713
GM+150_2,13.7451
GM-0.1_3,15.1018
GM-0.2_3,14.9818
GM+5_3,15.0637
GM+10_3,13.9724
GM+15_3,14.8986
GM+25_3,14.9783
GM+45_3,13.9218
GM+60_3,14.0767
GM+90_3,14.1418
GM+120_3,13.3254
GM+150_3,13.9014
MG-0.1_1,14.6083
MG+5_1,14.8462
MG+10_1,14.9454
MG+15_1,13.9559
MG+25_1,14.5003
MG+45_1,14.6968
MG+120_1,13.5478
MG+150_1,13.9196
MG-0.1_2,13.6131
MG-0.2_2,14.5851
MG+5_2,14.4821
MG+10_2,14.7438
MG+15_2,14.8663
MG+25_2,14.2647
MG+45_2,13.8103
MG+60_2,14.4981
MG+90_2,13.7366
MG+120_2,14.7037
MG-0.1_3,15.0806
MG-0.2_3,14.9628
MG+5_3,13.9726
MG+10_3,13.8612
MG+15_3,14.7373
MG+25_3,14.5722
MG+45_3,14.6594
MG+60_3,14.655
MG+90_3,14.7705
MG+120_3,14.1566
MG+150_3,14.380700000000001
