,A,RpoN
R2,,0.030934338078399626
xmin,,-1.49753466
xmid,,
xmax,,2.15362591
ystart,,4.093886329341478
yend,,-5.698733349228284
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-1.0896827049,0.050849741000000004
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,1.0896827049,-0.050849741000000004
AB569_EDTA_NaNO2:NaNO2:1,6.8577860118,0.46954274100000004
AB569_EDTA_NaNO2:NaNO2:2,7.1063150122,0.506129956
AB569_EDTA_NaNO2:EDTA:1,9.9328054683,-0.583864814
AB569_EDTA_NaNO2:EDTA:2,9.1942080847,-0.497361092
AB569_EDTA_NaNO2:EDTA:3,7.6933134167,-0.568083262
AB569_EDTA_NaNO2:NaNO2_EDTA:1,8.9864217537,0.070809974
AB569_EDTA_NaNO2:NaNO2_EDTA:2,10.2916116017,-0.018285353
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.1478788388,-0.077468517
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.1478788388,0.077468517
Anthranilate_metabolism_GntR_AntP:antP:1,1.6810859893,-0.397528417
Anthranilate_metabolism_GntR_AntP:antP:2,1.1176351076,-0.192421586
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.2227116261,0.135977451
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.2227116261,-0.135977451
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-1.0984384888,-0.5438604920000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,2.6443568637,-0.732086502
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,1.5548562732,-0.640474143
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,2.3458559119,-0.917637388
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-7.1397633869,1.674559687
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-6.0097901342,2.110937363
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-6.7214556554,2.15362591
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-6.7592309083,2.048013638
