,0
name,Glyoxylate
TF,Crp+ArcA+ppGpp+Cra+IclR+IHF
regulator,"<a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120011235&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">Crp</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120011345&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">ArcA</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK125258878&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">ppGpp</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120013112&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">Cra</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120011897&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">IclR</a> and <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK125257183&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">IHF</a>"
function,Glyxoylate cycle; alternate to TCA cycle
category,Energy Metabolism
has_venn,True
scatter,5
exp_var,0.0020848833793986055
precision,1.0
recall,1.0
