,name,x,y,cog,color,link
meta,start,0.09273349227596596,,,,
PA0001,dnaA,483,-0.0075241615,"Replication, recombination and repair",#1e90ff,
PA0002,dnaN,2056,-0.009939517,"Replication, recombination and repair",#1e90ff,
PA0003,recF,3169,-0.0070797608,"Replication, recombination and repair",#1e90ff,
PA0004,gyrB,4275,-0.0058618787,"Replication, recombination and repair",#1e90ff,
PA0005,lptA,7018,0.0151567381,Lipid transport and metabolism,#87cefa,
PA0006,PA0006,7803,0.0044315427,Carbohydrate transport and metabolism,#ffc0cb,
PA0007,PA0007,8671,-0.0058343225,Energy production and conversion,#708090,
PA0008,glyS,10434,0.0036157881,"Translation, ribosomal structure and biogenesis",#daa520,
PA0009,glyQ,12488,-0.0045197323,"Translation, ribosomal structure and biogenesis",#daa520,
PA0010,tag,13540,0.0033217572000000003,"Replication, recombination and repair",#1e90ff,
PA0011,PA0011,14235,-0.0027804955,Cell wall/membrane/envelope biogenesis,#c71585,
PA0012,PA0012,15207,0.0023709609,Function unknown,#0000ff,
PA0013,PA0013,15620,0.005809347800000001,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0014,PA0014,16335,-0.0022961535,No COG annotation,#00bfbf,
PA0015,PA0015,16900,-0.0051527728,Cell motility,#da70d6,
PA0016,trkA,17366,0.0037537452000000002,Inorganic ion transport and metabolism,#8b4513,
PA0017,PA0017,18767,0.011118169800000001,"Translation, ribosomal structure and biogenesis",#daa520,
PA0018,fmt,20068,-0.0012795182,"Translation, ribosomal structure and biogenesis",#daa520,
PA0019,def,21067,-0.0026414706,"Translation, ribosomal structure and biogenesis",#daa520,
PA0020,PA0020,21712,-0.0038533252,Function unknown,#0000ff,
PA0021,PA0021,22872,-0.006228792,"Replication, recombination and repair",#1e90ff,
PA0022,PA0022,24001,0.0178976538,"Translation, ribosomal structure and biogenesis",#daa520,
PA0023,qor,24568,-0.0021914752,Energy production and conversion,#708090,
PA0024,hemF,25736,0.0015305202000000001,Coenzyme transport and metabolism,#d3d3d3,
PA0025,aroE,26711,0.0012917144000000001,Amino acid transport and metabolism,#ff0000,
PA0026,plcB,27646,0.0157546859,No COG annotation,#00bfbf,
PA0027,PA0027,28613,0.0028577877,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0028,PA0028,29896,-0.0004026575,No COG annotation,#00bfbf,
PA0029,PA0029,30502,0.006633321100000001,Inorganic ion transport and metabolism,#8b4513,
PA0030,PA0030,32060,-0.0006943911000000001,Amino acid transport and metabolism,#ff0000,
PA0031,betC,33000,0.0059045501,Inorganic ion transport and metabolism,#8b4513,
PA0032,PA0032,34624,-0.0089602944,Transcription,#000000,
PA0032a,PA0032a,35549,-0.0063886849,"Secondary metabolites biosynthesis, transport, and catabolism",#00ff00,
PA0033,PA0033,35905,0.0017620041,Signal transduction mechanisms,#f4a460,
PA0034,PA0034,36278,0.0049311967,Transcription,#000000,
PA0035,trpA,37087,0.028302751900000003,Amino acid transport and metabolism,#ff0000,
PA0036,trpB,37890,0.012063814,Amino acid transport and metabolism,#ff0000,
PA0037,trpI,39202,-0.0183726565,Transcription,#000000,
PA0038,PA0038,40190,-0.006637751000000001,Function unknown,#0000ff,
PA0039,PA0039,40589,-0.0148460247,Function unknown,#0000ff,
PA0040,PA0040,41113,-0.0009218216000000001,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0041,PA0041,42914,0.015173455700000001,"Intracellular trafficking, secretion, and vesicular transport",#40e0d0,
PA0041a,PA0041a,54121,0.0026549121,"Replication, recombination and repair",#1e90ff,
PA0042,PA0042,56546,0.0033460574,No COG annotation,#00bfbf,
PA0043,PA0043,57212,0.0161299568,Function unknown,#0000ff,
PA0044,exoT,58786,-0.0047891089,Function unknown,#0000ff,
PA0045,PA0045,60656,-0.0130650105,Cell wall/membrane/envelope biogenesis,#c71585,
PA0046,PA0046,61373,-0.0225105406,Function unknown,#0000ff,
PA0047,PA0047,61879,0.010379806,Function unknown,#0000ff,
PA0048,PA0048,62403,0.0140370805,Transcription,#000000,
PA0049,PA0049,63068,-0.0394392269,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0050,PA0050,65339,0.0008786245,No COG annotation,#00bfbf,
PA0051,phzH,66303,-0.009315112700000001,Amino acid transport and metabolism,#ff0000,
PA0052,PA0052,68188,0.0014252669,"Replication, recombination and repair",#1e90ff,
PA0054,PA0054,69543,-0.0231154377,"Translation, ribosomal structure and biogenesis",#daa520,
PA0055,PA0055,70130,-0.0152423123,Function unknown,#0000ff,
PA0056,PA0056,70702,0.0059166358,Transcription,#000000,
PA0057,PA0057,71730,0.0090215374,Function unknown,#0000ff,
PA0058,PA0058,72680,0.014736054200000001,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0059,osmC,73468,-0.008254684600000001,"Post-translational modification, protein turnover,and chaperones",#add8e6,
PA0060,PA0060,74034,0.0051617197,Function unknown,#0000ff,
PA0061,PA0061,74279,-0.0008642690000000001,No COG annotation,#00bfbf,
PA0062,PA0062,74773,-0.0162161186,No COG annotation,#00bfbf,
PA0063,PA0063,75281,0.010069061,Function unknown,#0000ff,
PA0064,PA0064,76416,-0.0051383749,No COG annotation,#00bfbf,
PA0065,PA0065,77432,0.0020699297,Function unknown,#0000ff,
PA0066,PA0066,78090,0.0052977312,Function unknown,#0000ff,
