,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,-1.003558797,0.17180394564473894,2.0,0.0,-0.8820750620000001,5.0,-1.125042532,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.13427064981710612,2.0,1.0,-0.09494368700000001,6.0,0.09494368700000001,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,-1.6036361605,0.9909852969082674,2.0,2.0,-2.304368584,7.0,-0.902903737,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,-0.6185293025,0.26574020430787926,2.0,3.0,-0.8064360030000001,8.0,-0.430622602,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,3.4164189445,0.44467209177710837,2.0,4.0,3.101988293,9.0,3.730849596,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,5.283279492428481,2.0,10.0,3.7358427560000003,29.0,-3.7358427560000003,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,-11.05100284,5.929782872346424,2.0,11.0,-15.24399252,30.0,-6.8580131600000005,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,-9.627231136,0.8135373317092209,2.0,12.0,-9.051973372,31.0,-10.2024889,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,5.2140753285,0.5416062731817651,2.0,13.0,4.83110186,14.0,5.597048797,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,3.4768103239999997,8.20347439500748,2.0,15.0,9.277542698,18.0,-2.32392205,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,6.883068997500001,1.2097169257302454,2.0,16.0,6.027669956,19.0,7.738468039,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,8.190122706,1.108815108072275,2.0,17.0,8.974173388,20.0,7.406072024,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,-0.8253300040000001,0.517950679790437,2.0,21.0,-0.45908356600000005,24.0,-1.1915764420000001,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,3.6012401575000004,0.5802721263844755,2.0,22.0,3.190925802,25.0,4.011554513,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,4.2519271295,2.2393026267446636,2.0,23.0,2.6685010570000003,26.0,5.835353202,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-11.027721695,0.9097948458654086,2.0,27.0,-11.6710438,28.0,-10.38439959,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-4.7991078174999995,1.2320709653471134,2.0,32.0,-5.670313552,33.0,-3.927902083,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,17.309720409999997,1.2147441699804493,2.0,34.0,16.45076657,38.0,18.16867425,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,16.479731620000003,0.07815857727635066,2.0,35.0,16.42446516,39.0,16.53499808,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,16.318379245,1.419383227121418,2.0,36.0,15.31472374,40.0,17.32203475,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,14.55500332,0.9415479213518617,2.0,37.0,15.22077824,41.0,13.8892284,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,17.15089576,0.9362900450325874,2.0,42.0,17.8129528,45.0,16.48883872,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,17.859364470000003,1.1483322061166632,2.0,43.0,18.67135796,46.0,17.04737098,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,16.569486355000002,0.03291606815160749,2.0,44.0,16.59276153,47.0,16.54621118,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,-10.190144933,3.674351818038298,2.0,48.0,-7.591985846,52.0,-12.78830402,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,-7.240592486,6.961593220389909,2.0,49.0,-2.318002712,53.0,-12.16318226,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,-8.6698148555,2.0201200193597795,2.0,50.0,-7.241374291,54.0,-10.09825542,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,-7.2980441215,3.681714416783659,2.0,51.0,-9.901409352,55.0,-4.694678891,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,15.07555442,0.3826061879169361,2.0,56.0,15.34609785,57.0,14.80501099,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,15.586332044999999,0.5516334807954484,2.0,58.0,15.19626827,59.0,15.97639582,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,14.379606225,0.7208381372678835,2.0,60.0,14.88931576,61.0,13.869896690000001,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,12.947570985,3.731491007019348,2.0,62.0,15.58613358,63.0,10.30900839,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,-28.24687961,0.7633771650361145,2.0,64.0,-27.70709044,65.0,-28.78666878,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,-19.425058325000002,12.217637314272666,2.0,66.0,-10.78588413,67.0,-28.06423252,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,-25.857945015,2.0642168818558173,2.0,68.0,-24.39832326,69.0,-27.31756677,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,-30.06585886,2.5845833311529964,2.0,70.0,-28.23828246,71.0,-31.89343526,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,1.0814686335,2.688715639679924,2.0,72.0,2.982677695,73.0,-0.819740428,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,6.883077046,0.12420304731433517,2.0,74.0,6.795252229,75.0,6.970901863,,
38,ICA-Set002__USA300 LAC CA-MHB Control,0.7144021730000003,11.237735653822883,2.0,76.0,8.660681259,77.0,-7.231876913,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,5.786506042,0.583865203933154,2.0,78.0,5.373650997,79.0,6.199361087,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,6.338203078,0.49916658189547436,2.0,80.0,5.985239003,81.0,6.691167153,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.392979907,1.615066044316033,2.0,82.0,1.535004059,83.0,-0.749044245,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,6.2556539220000005,2.0431049926798313,2.0,84.0,7.700347317,85.0,4.810960527,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,-2.040669755,5.100644625339108,2.0,86.0,-5.647370158,87.0,1.566030648,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,9.27159611,1.2853765572362919,2.0,88.0,8.36269763,89.0,10.18049459,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,4.695634908815902,2.0,90.0,3.320315286,91.0,-3.320315286,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,-2.058632189,8.420216107967475,2.0,92.0,3.89535972,93.0,-8.012624098,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,-0.018666549999999837,3.082325930098809,2.0,94.0,2.160867017,96.0,-2.198200117,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,-4.6018802585,0.975965302357829,2.0,95.0,-3.911768575,97.0,-5.291991942,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,-2.0057905975,3.3833056012919958,2.0,98.0,0.38656773600000005,99.0,-4.398148931,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,-6.6393082905,2.040966720865406,2.0,100.0,-8.082489699,101.0,-5.196126882,,
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,-2.1400319309999998,2.7575638685405046,2.0,102.0,-0.19013982000000001,103.0,-4.089924042,,
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,4.376546556,0.6370719076460897,2.0,104.0,4.827024422,105.0,3.92606869,,
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,-9.353056478,4.365612498893015,2.0,106.0,-6.266102276,107.0,-12.44001068,,
