,A,dpiA
R2,,0.3842872273773381
xmin,,-3.0899272752
xmid,,1.3323659837100217
xmax,,3.3268539822
ystart,,-0.08578840934746523
yend,,25.432337600945324
2AA:WT:1.0,0.617846024,0.1587485172
2AA:WT:2.0,0.20650050900000003,0.1253574345
2AA:WT:3.0,-0.617232711,-0.0808854255
2AA:WT:4.0,-0.2071138219,-0.2032205262
2AA:del_ridA:1.0,-0.6893846677000001,0.2346801524
2AA:del_ridA:2.0,-0.44761507180000004,0.3126658098
2AA:del_ridA:3.0,-0.49456179400000005,0.1527500635
2AA:del_ridA:4.0,-0.4684113147,-0.0062239581
GC_MS:WT:1.0,-0.2650339053,0.1654247556
GC_MS:WT:2.0,0.2536109549,-0.0664072181
GC_MS:WT:3.0,0.0114229504,-0.0990175375
GC_MS:del_slyA:1.0,-0.7872518862000001,-0.1583154334
GC_MS:del_slyA:2.0,0.1237318463,-0.7520819755
Rho:WT:1.0,-0.1670687382,-0.1651189854
Rho:WT:2.0,0.1959521767,0.0915039653
Rho:WT:3.0,-0.0288834385,0.0736150202
Rho:rho_Y80C:1.0,0.0858504271,-0.0228116924
Rho:rho_Y80C:2.0,-0.1400914486,0.2195191971
Rho:rho_Y80C:3.0,-0.0388947214,0.1314830917
Rho:rho_K130Q:1.0,0.9328108107,0.2967197634
Rho:rho_K130Q:2.0,0.8432794658,0.4274570616
Rho:rho_K130Q:3.0,0.6875954553,0.43705306530000004
flagella:WT:1.0,-0.3714229913,-0.0116223434
flagella:WT:2.0,0.3714229913,0.0116223434
flagella:del_rfaL:1.0,1.2697331393,-0.10924472730000001
flagella:del_rfaL:2.0,-0.15832869630000002,-0.1663221164
flagella:del_rfaG:1.0,2.1768849,1.7371292826
flagella:del_rfaG:2.0,2.6140184878,1.7210021271
flagella:del_rfaD:1.0,26.4152389915,2.6751504312
flagella:del_rfaD:2.0,23.0598707435,2.309981854
nusG:WT_OD08:1.0,0.1619234172,0.0205215705
nusG:WT_OD08:2.0,-0.1619234172,-0.0205215705
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-0.19782933700000002,-1.0542223685
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-0.6166801126,-0.2581245427
omv:spi2_ind_highOD_intracellularRNAs:1.0,-1.0674220294,-0.5603673202
omv:spi1_ind_highOD_intracellularRNAs:1.0,1.3082896753,-0.38502323600000005
omv:spi2_ind_highOD_intracellularRNAs:2.0,-1.1494461153,-0.1430812832
omv:spi2_ind_highOD_intracellularRNAs:3.0,-0.5535942758,-0.21068179
omv:controlPCN_highOD_intracellularRNAs:1.0,1.5327178587999999,1.0386460091
omv:controlPCN_highOD_intracellularRNAs:2.0,2.0144477906,0.8176871432
omv:controlPCN_highOD_intracellularRNAs:3.0,1.8116783151,0.4521251834
omv:spi1_ind_highOD_intracellularRNAs:2.0,1.4064975425,-0.0664216956
omv:spi1_ind_highOD_intracellularRNAs:3.0,1.0338240862,-0.0660205844
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.0626049536,0.225447415
omv:controlPCN_lowOD_intracellularRNAs:2.0,-0.11317753820000001,-0.4529705409
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-1.0339692004,-0.5023569492000001
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.050572584600000005,0.2275231258
sv5015:STM1625:1.0,-1.8836027737,0.8636324824
sv5015:STM1625:2.0,-1.1556273093,0.48406373620000004
sv5015:STM1625:3.0,-2.0631718146,0.45574199740000004
sv5015:STM0581:1.0,-0.8665092816000001,0.2673226121
sv5015:STM0581:2.0,-0.19882575360000002,0.16665195970000002
sv5015:STM0581:3.0,-0.3618731845,-0.0079246879
sv5015:WT:1.0,0.4911623774,-0.1731835917
sv5015:WT:2.0,-0.9788554981,0.146447397
sv5015:WT:3.0,0.48769312070000004,0.0267361947
tomato:tomato_root:1.0,9.4355127488,1.7143782536
tomato:tomato_root:2.0,9.6517886273,1.841355142
tomato:tomato_root:3.0,9.018489129,2.0439582172
tomato:LB:1.0,-2.6370692613999998,-0.6023615117000001
tomato:LB:2.0,2.6370692613999998,0.6023615117000001
AcrB_efflux_virulence:AcrB_D408A:1.0,1.0285107067,0.2561280527
AcrB_efflux_virulence:AcrB_D408A:2.0,0.6052575142000001,0.3391563453
AcrB_efflux_virulence:AcrB_D408A:3.0,-0.016474834100000002,0.057416619200000005
AcrB_efflux_virulence:WT:1.0,0.32918761420000003,-0.06884860300000001
AcrB_efflux_virulence:WT:2.0,-0.2193197905,0.09156427240000001
AcrB_efflux_virulence:WT:3.0,-0.1098678237,-0.0227156694
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,6.3039137459,0.41208617070000003
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-4.766461578,0.0986125581
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-5.4312293911000005,0.18225748690000002
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,-7.1148027093,-0.6756431031
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-4.0130085654,-0.12316520800000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-5.8049879691,-0.3909499892
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,-3.2760181388,0.2098211355
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,3.8214637737,0.07706764540000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,9.3830428115,1.5692666369000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-6.3650086805,-0.7343797494000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-5.0896533973,0.0260300637
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-5.1227800822,0.39933977870000004
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-5.9715078561,0.0327812793
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-5.6630974391,0.037141659300000004
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-1.5167325775,-0.08614557020000001
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-2.1627322433,0.3060263941
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,6.6995765395,1.2950464741
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-1.4882824737,-0.15326287930000002
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,1.5304603124,0.5764697804000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-3.8331696736,-0.0180182127
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,3.057559823,0.0041638223
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-0.9279432740000001,-0.5780786948000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,-5.8481848141,-0.9194709278000001
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,6.7761280881,1.4975496226
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-3.8301600202,-0.2149273377
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-4.7609652573,-0.3134100568
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-4.5552175479,-0.1635009349
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,-0.29361214700000005,-0.0912079657
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-6.3133556674,0.1202223813
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-2.7656508394,-0.0747648778
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-4.7568211663,-0.1905000467
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-4.9862268818,-0.1254400329
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-4.3821740415,-0.0647537551
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-7.5302180357,-0.1610683289
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,-0.4154940555,-0.6970614593000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-4.746485111,0.2731984368
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-4.1828673009,0.4412833044
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-4.7439635676,-0.2476491223
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-5.9097805619,-0.1069006121
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,-3.7597037464,-0.5774025035
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,2.6127776257,-0.15055795600000002
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-0.7382063581,0.2231547525
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-6.3553470046000005,-0.0543540974
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-4.0908954608,0.2228163847
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-0.7555479255,1.2983692497
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-0.6011073437000001,0.3966934667
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:1.0,-5.5473445581,-0.9179483468
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:2.0,-4.9826922377,-0.4247572658
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_0:3.0,-5.3045598836,-0.4682628949
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:1.0,-5.022760025,-0.3887070671
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:2.0,-2.0784931234,0.0890592042
Chlortetracycline_florfenicol_MDR:1306_Florfenicol_16:3.0,-3.9671724580000003,0.1581674475
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:2.0,-5.5718014461,-0.7443964876
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:3.0,-3.9691739595,-0.7121302887000001
OPG:del_opgGH:1.0,3.6132265756,1.0092450278
OPG:del_opgGH:2.0,2.6879590044,0.6675240687
OPG:del_opgGH:3.0,3.15164914,0.4672301787
OPG:del_opgGH_pBK16:1.0,1.0047963835,0.012825198500000001
OPG:del_opgGH_pBK16:2.0,0.8360468616000001,0.0732231217
OPG:del_opgGH_pBK16:3.0,0.9878284644,0.3178748709
OPG:WT:1.0,0.1354959397,0.051360490700000004
OPG:WT:2.0,-0.1252528158,-0.1697155071
OPG:WT:3.0,-0.0102431238,0.1183550164
PinT:pinT+_1h:1.0,-0.6571486799,-0.4704422527
PinT:pinT+_1h:2.0,0.6571486799,0.4704422527
cold_shock_protein:WT_RNAseq:1.0,0.2370328343,-0.1427278632
