,A,QscR
R2,,0.019312922567739532
xmin,,-3.621061903
xmid,,
xmax,,4.724823638
ystart,,-10.497743223978997
yend,,1.9121652676091996
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.8980704132,0.375077622
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.8980704132,-0.375077622
AB569_EDTA_NaNO2:NaNO2:1,4.53261726,2.030175415
AB569_EDTA_NaNO2:NaNO2:2,5.5188042657,2.20123457
AB569_EDTA_NaNO2:EDTA:1,3.6834027256,0.431663501
AB569_EDTA_NaNO2:EDTA:2,3.2729714679,0.397127516
AB569_EDTA_NaNO2:EDTA:3,3.4519397564,0.46840505800000004
AB569_EDTA_NaNO2:NaNO2_EDTA:1,5.8279707366,2.107723639
AB569_EDTA_NaNO2:NaNO2_EDTA:2,5.8158687198,2.259724898
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.1782578263,0.133581648
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.1782578263,-0.133581648
Anthranilate_metabolism_GntR_AntP:antP:1,-1.0081430005,0.06880906
Anthranilate_metabolism_GntR_AntP:antP:2,-0.6886635178,-0.003921188
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.0794526924,-0.008755199
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.0794526924,0.008755199
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.7865455897,-0.399354272
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.17193388680000002,-0.337558411
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.011768576,0.603284942
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.5413912697000001,0.788672326
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-4.891394433,-3.621061903
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-2.9414595995,-3.383921969
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-4.4162503001,-3.352085676
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-4.5744116877,-3.5214461200000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.4495471196,0.8692683680000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.45929408450000003,0.408898831
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,2.2890572113,0.01699436
Catabolise_Nucleic_Acids:L_asp:1,-9.240590989,-0.8929120190000001
Catabolise_Nucleic_Acids:L_asp:2,-7.9218613433,-1.922678764
Catabolise_Nucleic_Acids:DNA_1:1,-0.090672496,0.18543656600000002
Catabolise_Nucleic_Acids:DNA_1:2,-1.1908149456000001,0.016633215
Catabolise_Nucleic_Acids:DNA_1:3,1.2814874416,-0.202069781
Catabolite_repression:del_hfq_crc_wt:1,-0.4861636848,-0.07607973700000001
Catabolite_repression:del_hfq_crc_wt:2,0.4861636848,0.07607973700000001
Catabolite_repression:delHfq:1,-11.5454211933,-0.384984637
Catabolite_repression:delHfq:2,-13.3532991101,-0.47373542500000004
Catabolite_repression:deldcrc:1,-11.0631762715,4.724823638
Catabolite_repression:deldcrc:2,-9.9589705464,4.231619822
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.9092067005000001,-0.232707723
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-1.9208187248000002,-0.023195565
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,1.0116120243,0.255903288
Diallyl_disulphide_treatment:PAO1_DDS:1,-11.0171991174,-3.433686773
Diallyl_disulphide_treatment:PAO1_DDS:2,-11.7665030347,-3.375581526
Diallyl_disulphide_treatment:PAO1_DDS:3,-11.1058413419,-3.009295299
Dispersed_cells:PAO1_dispersed_wt:1,2.0853842013,-0.175843562
Dispersed_cells:PAO1_dispersed_wt:2,-2.0853842013,0.175843562
Dispersed_cells:PyhjH_dispersed:1,-13.1680007631,-0.679828557
Dispersed_cells:PyhjH_dispersed:2,-16.6580522959,-1.15039701
Dispersed_cells:PA01_Planktonic:1,-1.2828414004,-0.593027143
Dispersed_cells:PA01_Planktonic:2,-3.1534346872,-0.07874291
Dispersed_cells:PAO1_Biofilm:1,10.3988547389,0.935924513
Dispersed_cells:PAO1_Biofilm:2,11.732326992,1.555849205
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-1.897007641,1.114198508
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,0.0579063695,0.89943532
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-0.1836139917,1.030064297
