,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,1.2700633583134495,2.0,0.0,-0.8980704132,1.0,0.8980704132,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,5.02571076285,0.6973395192485262,2.0,2.0,4.53261726,3.0,5.5188042657,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,3.4694379833,0.20577437955873873,3.0,4.0,3.6834027256,5.0,3.2729714679,6.0,3.4519397564,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,5.8219197282,0.008557418145313604,2.0,7.0,5.8279707366,8.0,5.8158687198,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.2520946355526074,2.0,9.0,-0.1782578263,10.0,0.1782578263,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,-0.84840325915,0.2259061086671403,2.0,11.0,-1.0081430005,12.0,-0.6886635178,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.11236307515913772,2.0,13.0,-0.0794526924,14.0,0.0794526924,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.37202554255000003,1.1524574535250942,4.0,15.0,1.7865455897,16.0,0.17193388680000002,17.0,-1.011768576,18.0,0.5413912697000001,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-4.2058790050749995,0.86578678188322,4.0,19.0,-4.891394433,20.0,-2.9414595995,21.0,-4.4162503001,22.0,-4.5744116877,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,1.0659661384666668,1.059239151544464,3.0,23.0,0.4495471196,24.0,0.45929408450000003,25.0,2.2890572113,,,,,,,,,,
10,Catabolise_Nucleic_Acids__L_asp,-8.58122616615,0.932482675026203,2.0,26.0,-9.240590989,27.0,-7.9218613433,,,,,,,,,,,,
11,Catabolise_Nucleic_Acids__DNA_1,-7.401486830834377e-17,1.2386427651211052,3.0,28.0,-0.090672496,29.0,-1.1908149456000001,30.0,1.2814874416,,,,,,,,,,
12,Catabolite_repression__del_hfq_crc_wt,0.0,0.6875392765774385,2.0,31.0,-0.4861636848,32.0,0.4861636848,,,,,,,,,,,,
13,Catabolite_repression__delHfq,-12.449360151699999,1.2783627345266897,2.0,33.0,-11.5454211933,34.0,-13.3532991101,,,,,,,,,,,,
14,Catabolite_repression__deldcrc,-10.51107340895,0.7807913560432186,2.0,35.0,-11.0631762715,36.0,-9.9589705464,,,,,,,,,,,,
15,Diallyl_disulphide_treatment__PAO1_ctrl_wt,-7.401486830834377e-17,1.6642656466869614,3.0,37.0,0.9092067005000001,38.0,-1.9208187248000002,39.0,1.0116120243,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_DDS,-11.296514497999999,0.40942799057115303,3.0,40.0,-11.0171991174,41.0,-11.7665030347,42.0,-11.1058413419,,,,,,,,,,
17,Dispersed_cells__PAO1_dispersed_wt,0.0,2.9491786202370447,2.0,43.0,2.0853842013,44.0,-2.0853842013,,,,,,,,,,,,
18,Dispersed_cells__PyhjH_dispersed,-14.9130265295,2.4678391055333835,2.0,45.0,-13.1680007631,46.0,-16.6580522959,,,,,,,,,,,,
19,Dispersed_cells__PA01_Planktonic,-2.2181380438,1.3227091979383123,2.0,47.0,-1.2828414004,48.0,-3.1534346872,,,,,,,,,,,,
20,Dispersed_cells__PAO1_Biofilm,11.065590865450002,0.9429072726911142,2.0,49.0,10.3988547389,50.0,11.732326992,,,,,,,,,,,,
21,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_Doxorubicin,-0.6742384210666668,1.0658125750481762,3.0,51.0,-1.897007641,52.0,0.0579063695,53.0,-0.1836139917,,,,,,,,,,
22,Doxorubicin_treatment__PAO1 _wspFpelApslBCD_wt,0.0,1.0399716371796164,3.0,54.0,-1.1770251648,55.0,0.38235772020000003,56.0,0.7946674446,,,,,,,,,,
23,Farnesol_treatment__RNA of 0-1F_L,3.33333360913457e-11,1.473197471765259,3.0,57.0,0.5083538928,58.0,1.151701082,59.0,-1.6600549747,,,,,,,,,,
24,Farnesol_treatment__RNA of 6-F_L1,-4.2092496339,1.2720360189011823,3.0,60.0,-5.644801604,61.0,-3.7606734617,62.0,-3.222273836,,,,,,,,,,
25,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.5012834989436862,2.0,63.0,-0.3544609614,64.0,0.3544609614,,,,,,,,,,,,
26,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,-1.6800508231,1.4706926079183589,2.0,65.0,-2.7199875392,66.0,-0.640114107,,,,,,,,,,,,
27,Glucose_uptake_defective_mutants__PAO1_glu_wt,-2.5000002068509275e-11,3.6871433931733506,4.0,67.0,0.9418488046000001,68.0,-2.9056302780000003,70.0,4.8242268675,71.0,-2.8604453942,,,,,,,,
28,Glucose_uptake_defective_mutants__PAO1_delglucose_60min,11.239870816949999,1.4740719495023706,2.0,69.0,12.2821970884,72.0,10.1975445455,,,,,,,,,,,,
29,HapZ_SagS_mutant__PA_HapZ_SagS_wt,-2.3129646346357427e-18,0.03383501398017366,3.0,73.0,0.0171227407,76.0,0.0218510775,77.0,-0.0389738182,,,,,,,,,,
