,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,ALE__GalactoseA5,0.24875647474999998,0.39432068171107004,2.0,0.0,-0.0300703532499999,1.0,0.5275833027499999,,,,
1,ALE__GalactoseA6,0.7928086347499999,0.26026222332528964,2.0,2.0,0.6087754517499999,3.0,0.9768418177499998,,,,
2,ALE__GalactoseA8,0.47098364174999996,0.27709684055244294,2.0,4.0,0.6669206967499999,5.0,0.27504658675,,,,
3,ALE__IL_Control,-1.0408340855860843e-16,0.3689822354756077,4.0,6.0,0.4357698377499999,7.0,-0.2254874602500001,8.0,-0.37495073725,9.0,0.1646683597499998
4,ALE__IL_TEOH_OAc,-0.51464649575,0.5062422324663887,2.0,10.0,-0.87261381125,11.0,-0.15667918025,,,,
5,ALE__IL_TEA_HS,0.2911393332499999,0.4804242648188915,2.0,12.0,0.6308505887499998,13.0,-0.04857192225,,,,
6,ALE__IL_Mixed,0.53113975325,0.4203254945473215,2.0,14.0,0.8283547607500001,15.0,0.2339247457499997,,,,
7,ALE__IL_PP5350,-0.1105167357500001,0.15962310715023761,2.0,16.0,0.0023538457499998,17.0,-0.22338731725,,,,
8,ALE__IL_T8,-0.2741541782500001,0.10555581417951192,2.0,18.0,-0.3487934102500001,19.0,-0.1995149462500001,,,,
9,ALE__IL_T9,0.38499045175,0.11476446296247732,2.0,20.0,0.3038397217499999,21.0,0.4661411817500001,,,,
10,ALE__IL_Control2,-0.005344959250000142,0.37992200491869765,2.0,22.0,-0.2739903852500001,23.0,0.2633004667499998,,,,
11,ALE__IL_Glc+Ace,-0.023430378749999897,0.01666013792178878,2.0,24.0,-0.0352108752499999,25.0,-0.0116498822499999,,,,
12,ALE__XyloseA1,0.36859111924999993,9.119626867647298e-05,2.0,26.0,0.3685266337499999,27.0,0.36865560475,,,,
13,ALE__XyloseA2,0.75045523025,0.3161454188360043,2.0,28.0,0.5269066607500001,29.0,0.97400379975,,,,
14,ALE__XyloseA3,0.6572513172499999,0.029525036466157367,2.0,30.0,0.6363739637499999,31.0,0.6781286707499998,,,,
15,ALE__XyloseA4,0.8293047877499999,0.14737165414414014,2.0,32.0,0.93351228375,33.0,0.7250972917499998,,,,
16,Aromatic__Coumarate,0.031060083333333367,0.3186297564842031,3.0,34.0,-0.3316099493333332,35.0,0.1587503676666667,36.0,0.2660398316666666,,
17,Aromatic__Coumarate+ferulate,-0.13189105733333326,0.034738193330824875,3.0,37.0,-0.1414236023333333,38.0,-0.1608677843333332,39.0,-0.0933817853333333,,
18,Aromatic__Ferulate,0.391095299,0.059703145003952206,3.0,40.0,0.3333602386666666,41.0,0.3873367256666667,42.0,0.4525889326666666,,
19,Aromatic__Glucose,6.47630097698008e-17,0.2266000785487085,3.0,43.0,0.1114870356666667,44.0,-0.2607449233333332,45.0,0.1492578876666667,,
20,Bioreactor1__24h,0.0,0.6718505876903306,2.0,46.0,-0.4750701065,47.0,0.4750701065,,,,
21,Bioreactor2__S_0min,-1.3415194880887307e-16,0.09946552533969553,3.0,48.0,0.0129579373333331,60.0,-0.1053094276666667,72.0,0.0923514903333332,,
22,Bioreactor2__S_15min,-0.4546047550000001,0.1837998606166645,3.0,49.0,-0.3020925976666667,61.0,-0.6586787516666668,73.0,-0.4030429156666668,,
23,Bioreactor2__P1_15min,-0.34863332866666674,0.06893901558381994,3.0,50.0,-0.2935797936666667,62.0,-0.3263663306666667,74.0,-0.4259538616666668,,
24,Bioreactor2__P3_15min,-0.18041691733333343,0.05884258958422886,3.0,51.0,-0.2446835596666667,63.0,-0.1291838746666668,75.0,-0.1673833176666668,,
25,Bioreactor2__P5_15min,-0.4506857383333334,0.19861734079758875,3.0,52.0,-0.5130945976666668,64.0,-0.2283590996666668,76.0,-0.6106035176666668,,
26,Bioreactor2__S_1h,-0.39276164066666674,0.18302184082503742,3.0,53.0,-0.3984205916666667,65.0,-0.2069759506666667,77.0,-0.5728883796666668,,
27,Bioreactor2__S_3h,-0.3655075623333335,0.18185807458153902,3.0,54.0,-0.1912597106666668,66.0,-0.5541234776666668,78.0,-0.3511394986666668,,
28,Bioreactor2__S_9h,-0.24522214933333344,0.269990822877238,3.0,55.0,-0.4709775016666667,67.0,0.0538568563333331,79.0,-0.3185458026666667,,
29,Bioreactor2__S_25h,-0.31434713266666675,0.22053303953066036,3.0,56.0,-0.3866934636666668,68.0,-0.4896197706666668,80.0,-0.0667281636666667,,
30,Bioreactor2__P1_25h,-0.20512764866666675,0.05375439333505403,3.0,57.0,-0.2438264736666667,69.0,-0.1437504416666667,81.0,-0.2278060306666668,,
31,Bioreactor2__P3_25h,-0.3481542966666667,0.10535991592119545,3.0,58.0,-0.4573792626666667,70.0,-0.2471398526666668,82.0,-0.3399437746666668,,
32,Bioreactor2__P5_25h,-0.14496384566666676,0.06136618448448706,3.0,59.0,-0.2111420386666668,71.0,-0.1338097366666667,83.0,-0.0899397616666667,,
33,Carbon__Citrate,0.8900366586666667,0.41155957724240017,3.0,84.0,0.683156522,85.0,1.363992236,86.0,0.6229612179999999,,
34,Carbon__Ferulate,1.0091151576666666,0.2543638540858548,3.0,87.0,0.884151803,88.0,0.8414032419999999,89.0,1.301790428,,
35,Carbon__Glucose,0.0,0.2929597078002694,2.0,90.0,0.207153796,91.0,-0.207153796,,,,
36,Carbon__Serine,0.8815740066666665,0.1614577724157172,3.0,92.0,1.048053572,93.0,0.871011786,94.0,0.725656662,,
37,Carbon2__Glucose,3.23815048849004e-17,0.09269046668470457,3.0,95.0,0.0996836113333333,96.0,-0.0160941266666666,97.0,-0.0835894846666666,,
38,Carbon2__Coumarate,0.2888090923333333,0.17882800545470517,3.0,98.0,0.4314975463333333,99.0,0.0881997913333333,100.0,0.3467299393333333,,
39,Crc__Control,-2.0122792321330962e-16,0.1199705536095259,2.0,101.0,-0.0848319920000002,102.0,0.0848319919999998,,,,
40,Crc__Del_crc,-0.4602046120000003,0.19585431180225654,2.0,103.0,-0.3217147000000002,104.0,-0.5986945240000003,,,,
41,Crc__Del_crcZ_crcY,-0.1876672705000002,0.17171834259070168,2.0,105.0,-0.0662440660000003,106.0,-0.3090904750000001,,,,
42,FinR__Control,0.0,0.3418919964853303,3.0,107.0,0.387077962,108.0,-0.126321976,109.0,-0.260755986,,
43,FinR__Del_finR,-0.1615971176666667,0.14810729826410887,3.0,110.0,-0.038520935,111.0,-0.1203005760000001,112.0,-0.325969842,,
44,FleQ__Del_fleQ,0.027187241999999973,0.3574676565661947,3.0,113.0,-0.372738971,114.0,0.13867779,115.0,0.3156229069999999,,
45,FleQ__OE_wspR,0.478861978,0.3444221263749541,3.0,116.0,0.083906271,117.0,0.6359159120000001,119.0,0.7167637509999999,,
46,FleQ__Control,-2.7755575615628914e-17,0.3418917475313331,3.0,118.0,-0.260755621,120.0,0.3870777259999999,121.0,-0.126322105,,
47,Fuel__Butanol,-3.5987135995,0.15003537559345137,2.0,122.0,-3.492622568,123.0,-3.704804631,,,,
48,Fuel__Control,4.510281037539698e-16,0.03288605853981343,2.0,124.0,-0.0232539549999994,125.0,0.0232539550000003,,,,
49,Fuel__Isopentanol,-3.9013695399999997,0.21909067360383447,2.0,126.0,-4.056290041,127.0,-3.746449039,,,,
50,Glycolaldehyde__Glycolaldehyde,0.5171198199999999,0.049746634364011104,2.0,128.0,0.5522960024999999,130.0,0.4819436374999999,,,,
51,Glycolaldehyde__Control,-4.85722573273506e-17,0.15686071672778648,2.0,129.0,-0.1109172765,131.0,0.1109172764999999,,,,
52,HNS_protein__Control_ex,2.498001805406602e-16,0.2025088923057894,2.0,132.0,-0.1431954109999997,147.0,0.1431954110000002,,,,
53,HNS_protein__Del_turB_ex,0.29580256350000034,0.1815918230688335,2.0,133.0,0.4242073730000002,134.0,0.1673977540000004,,,,
54,HNS_protein__WT_pCAR1_ex,1.1206433114999999,0.2467243309521795,2.0,135.0,1.295103759,140.0,0.9461828639999998,,,,
55,HNS_protein__WT_pCAR1_Del_turA_ex,2.3377392605000002,0.046437397255475195,2.0,136.0,2.304903062,138.0,2.3705754590000003,,,,
56,HNS_protein__WT_pCAR1_Del_turA_st,2.0767287225000004,0.30485502930445,2.0,137.0,1.861163664,139.0,2.2922937810000006,,,,
57,HNS_protein__WT_pCAR1_Del_turB_ex,1.5838728700000004,0.11123575263698289,2.0,141.0,1.5052173150000003,143.0,1.6625284250000003,,,,
58,HNS_protein__WT_pCAR1_Del_turB_st,2.3928835410000002,0.1605635344204782,2.0,142.0,2.2793479770000005,146.0,2.506419105,,,,
59,HNS_protein__WT_pCAR1_Del_pmr_ex,2.062800036,0.341625332166445,2.0,144.0,1.821234447,145.0,2.304365625,,,,
60,HNS_protein__WT_Del_turA_ex,0.060963011500000386,0.5072329074516073,2.0,148.0,0.4196308400000004,149.0,-0.2977048169999996,,,,
61,Mobile_gene__2737_exp,1.5265566588595902e-16,0.2246676285909999,4.0,150.0,0.2827974642500002,151.0,-0.0169472807499997,152.0,0.00091595925,153.0,-0.2667661427499999
62,Mobile_gene__2737_reg,0.04329256825000018,0.08787358163098141,4.0,154.0,-0.0195584627499998,155.0,0.0512220602500002,156.0,0.1646787932500002,157.0,-0.0231721177499999
63,Mobile_gene__3227_exp,0.21876780250000016,0.17745279528413566,4.0,158.0,0.4728548572500002,159.0,0.1196349632500002,160.0,0.0777472922500002,161.0,0.20483409725
64,Mobile_gene__3227_reg,0.058485876750000165,0.3266909199493346,4.0,162.0,0.2451484452500003,163.0,0.2710533322500001,164.0,0.1421205142500001,165.0,-0.4243787847499998
65,Mobile_gene__mfsR_exp,-1.1639781472499997,0.335018189335541,2.0,166.0,-0.92708451375,167.0,-1.4008717807499995,,,,
66,Mobile_gene2__Condition1,-0.2329876442500003,1.0397170873772787,2.0,168.0,-0.9681786472500002,169.0,0.5022033587499997,,,,
67,Mobile_gene2__Condition2,-3.7470027081099033e-16,0.28169114401630097,4.0,170.0,-0.4048042182500002,171.0,0.1769721337499996,172.0,0.0219639317499997,173.0,0.2058681527499994
68,Muconate__CJ522_fructose,-0.4162894006666667,0.24448345841763341,3.0,174.0,-0.2476569236666668,175.0,-0.3045330066666668,176.0,-0.6966782716666667,,
69,Muconate__CJ522_fructose_glucose,-0.1357242763333335,0.38628256653270887,3.0,177.0,-0.1203276236666668,178.0,-0.5294749676666668,179.0,0.2426297623333331,,
70,Muconate__CJ522_fructose_glucose_gluconate,0.23022605099999982,0.1073517329942976,3.0,180.0,0.1643505503333331,181.0,0.1722258643333332,182.0,0.3541017383333331,,
71,Muconate__CJ522_glucose_gluconate,-0.15882964900000016,0.38972283045905615,3.0,183.0,-0.0059927836666668,184.0,-0.6018057906666667,185.0,0.1313096273333331,,
72,Muconate__CJ522_gluconate,0.21517909433333324,0.05041246753796696,3.0,186.0,0.1902594243333333,187.0,0.2731984993333332,188.0,0.1820793593333332,,
73,Muconate__CJ522_glucose,0.02515966199999987,0.08542761304409803,3.0,189.0,0.0502585403333333,190.0,0.0952262733333331,191.0,-0.0700058276666668,,
74,Muconate__GB032_fructose,-0.21465379766666678,0.15685833039665223,3.0,192.0,-0.1970878846666668,193.0,-0.0673178416666668,194.0,-0.3795556666666667,,
75,Muconate__GB032_fructose_glucose,-0.6857023096666667,0.2802868912944358,3.0,195.0,-1.0082806116666667,196.0,-0.5471765226666668,197.0,-0.5016497946666668,,
76,Muconate__GB032_fructose_glucose_gluconate,-0.20737884700000012,0.2672427339097198,3.0,198.0,-0.3219935866666668,199.0,0.0980540453333331,200.0,-0.3981969996666668,,
77,Muconate__GB032_glucose_gluconate,-0.26058203266666674,0.2829775183610895,3.0,201.0,-0.0075077316666667,202.0,-0.2081182766666667,203.0,-0.5661200896666668,,
78,Muconate__GB032_gluconate,-0.18870974433333335,0.16485721538306003,3.0,204.0,-0.0136268586666667,205.0,-0.2115411506666666,206.0,-0.3409612236666668,,
79,Muconate__GB032_glucose,0.29087602499999987,0.18437222288512964,3.0,207.0,0.1852016883333331,208.0,0.5037688633333333,209.0,0.1836575233333333,,
80,Muconate__GB045_fructose,-0.14038883000000016,0.2813125752007662,3.0,210.0,-0.2640453176666668,211.0,-0.3386924176666668,212.0,0.1815712453333331,,
81,Muconate__GB045_fructose_glucose,-0.1450132781666667,0.09841282300139804,2.0,213.0,-0.2146016526666667,214.0,-0.0754249036666667,,,,
82,Muconate__GB045_fructose_glucose_gluconate,0.09939651533333323,0.30996496946578816,3.0,215.0,-0.2501489506666667,216.0,0.2075227353333333,217.0,0.3408157613333331,,
83,Muconate__GB045_glucose_gluconate,0.3029340676666665,0.21039755493695397,3.0,218.0,0.0827650533333332,219.0,0.5019642603333332,220.0,0.3240728893333331,,
84,Muconate__GB045_gluconate,-0.11869970133333341,0.242500482551386,3.0,221.0,-0.1928594186666667,222.0,-0.3154611056666667,223.0,0.1522214203333332,,
85,Muconate__GB045_glucose,0.43823862733333313,0.04301757643321468,3.0,224.0,0.4204031123333331,225.0,0.4873052663333332,226.0,0.4070075033333331,,
86,Muconate__GB062_fructose,-0.17343440066666674,0.41556243276920884,3.0,227.0,-0.5193581676666668,228.0,0.2875286913333332,229.0,-0.2884737256666667,,
87,Muconate__GB062_fructose_glucose,-0.1911483226666668,0.3526258156880862,3.0,230.0,-0.5023024216666668,231.0,0.1918761073333332,232.0,-0.2630186536666667,,
88,Muconate__GB062_fructose_glucose_gluconate,0.2693020323333332,0.2271770153718422,3.0,233.0,0.0725601073333332,234.0,0.5179356233333332,235.0,0.2174103663333333,,
89,Muconate__GB062_glucose_gluconate,0.28804945333333326,0.2930787181607869,3.0,236.0,0.3841751813333331,237.0,0.5209937393333333,238.0,-0.0410205606666667,,
90,Muconate__GB062_gluconate,0.009535382666666627,0.2529188326798672,3.0,239.0,-0.2448940916666667,240.0,0.2609160083333333,241.0,0.0125842313333333,,
91,Muconate__GB062_glucose,0.10674344966666661,0.35043189303642386,3.0,242.0,0.2789803513333333,243.0,0.3377264793333332,244.0,-0.2964764816666667,,
92,Muconate__KT2440_fructose,0.35821864266666664,0.43793361750898396,3.0,245.0,0.8330113943333333,246.0,-0.0298918186666667,247.0,0.2715363523333332,,
93,Muconate__KT2440_fructose_glucose,0.018812608666666564,0.27863933210857234,3.0,248.0,0.2111514223333332,249.0,0.1460133273333332,250.0,-0.3007269236666667,,
94,Muconate__KT2440_fructose_glucose_gluconate,0.048027305999999825,0.5411233777294339,3.0,251.0,0.2265392473333332,252.0,-0.5597984526666668,253.0,0.4773411233333331,,
95,Muconate__KT2440_glucose_gluconate,-0.26819817966666676,0.5219948002567185,3.0,254.0,0.0320146843333333,255.0,-0.8709443676666668,256.0,0.0343351443333332,,
96,Muconate__KT2440_gluconate,0.0254439973333333,0.2212685402272183,3.0,257.0,0.2550589763333333,258.0,0.0076802503333333,259.0,-0.1864072346666667,,
97,Muconate__KT2440_glucose,-5.551115123125783e-17,0.55437046411991,3.0,260.0,-0.3901019416666668,261.0,0.6345870533333333,262.0,-0.2444851116666667,,
98,Multistress__Control,-2.1973164029039557e-16,0.4949267983694223,3.0,263.0,0.4655340896666664,264.0,-0.5198402833333334,265.0,0.0543061936666664,,
99,Multistress__NaCl_7min,-0.8245731393333334,0.21623404504798482,3.0,266.0,-1.0705792353333334,268.0,-0.7385553963333334,270.0,-0.6645847863333335,,
100,Multistress__NaCl_60min,2.046844629333333,0.18137292518769685,3.0,267.0,2.0971990136666667,269.0,1.8456149876666663,271.0,2.1977198866666665,,
101,Multistress__Imipenem_7min,-0.7762238180000001,0.3702443646886999,3.0,272.0,-0.3547202703333334,274.0,-0.9250727723333336,276.0,-1.0488784113333334,,
102,Multistress__Imipenem_60min,-0.5177859176666669,0.8239274289275932,3.0,273.0,-1.4428733093333337,275.0,0.1371542346666665,277.0,-0.2476386783333335,,
103,Multistress__H2O2_7min,-0.6493100130000001,0.4970510431057436,3.0,278.0,-0.0816725243333333,280.0,-1.0066168553333334,282.0,-0.8596406593333334,,
104,Multistress__H2O2_60min,0.21564546266666643,0.15758289491407976,3.0,279.0,0.1985550106666664,281.0,0.0673044046666664,283.0,0.3810769726666665,,
105,Myristic_acid__Control,-6.47630097698008e-17,0.20366592491989888,3.0,284.0,-0.1667813783333334,285.0,-0.0601982653333333,286.0,0.2269796436666665,,
106,Myristic_acid__Myristic_acid,0.5440436629999998,0.07012835417833249,3.0,287.0,0.5506675956666666,288.0,0.6106250346666665,289.0,0.4708383586666665,,
107,Phase__WT_Tr,0.027586777499999937,1.164690848336759,4.0,290.0,-1.038105857,291.0,-0.919179833,294.0,1.11271635,295.0,0.9549164499999998
108,Phase__WT_Ex,-2.498001805406602e-16,0.07208486802299906,2.0,292.0,0.0509716989999997,293.0,-0.0509716990000002,,,,
109,Phase__WT_St,1.8821782314999997,0.1514104635234075,2.0,296.0,1.9892415969999997,297.0,1.775114866,,,,
110,RelA__Control,3.23815048849004e-17,0.1826251843128023,3.0,298.0,0.2106805220000001,299.0,-0.113229886,300.0,-0.097450636,,
111,RelA__Del_relA,-0.13987366699999992,0.3366372600043134,3.0,301.0,-0.0493951919999999,302.0,-0.5125039230000001,303.0,0.1422781140000002,,
112,RelA__Del_relA_lignin,-0.053021958,0.3583074302183202,3.0,304.0,0.069503949,305.0,0.2279500460000001,306.0,-0.4565198690000001,,
113,Zn__Zn_ion,0.234116845666667,0.16976154663509999,3.0,307.0,0.2321221170000003,308.0,0.0653614530000004,309.0,0.4048669670000002,,
114,Zn__Control,2.6830389761774615e-16,0.04297132389621402,3.0,310.0,0.0363644990000002,311.0,0.0110538940000002,312.0,-0.0474183929999996,,
115,ZnO__Control,0.0,0.5506500197136104,2.0,313.0,0.389368363,314.0,-0.389368363,,,,
116,ZnO__Nano,0.34247508833333323,0.37068951426283436,3.0,315.0,0.4514836940000002,316.0,0.6464377419999998,317.0,-0.0704961710000002,,
117,ZnO__Zn_ion,0.16625610700000001,0.4762684979677376,3.0,318.0,0.3385791090000003,319.0,0.5323780009999997,320.0,-0.3721887889999999,,
