,A,AcoR
R2,,0.499249101429021
xmin,,-3.692930661
xmid,,
xmax,,3.437999036
ystart,,-6.89309678700109
yend,,6.082234841999467
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.036871044000000006,0.042275665000000004
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.036871044000000006,-0.042275665000000004
AB569_EDTA_NaNO2:NaNO2:1,0.710955542,1.875986369
AB569_EDTA_NaNO2:NaNO2:2,1.360064917,2.171987413
AB569_EDTA_NaNO2:EDTA:1,0.7740871420000001,0.790118828
AB569_EDTA_NaNO2:EDTA:2,1.267552453,0.647016895
AB569_EDTA_NaNO2:EDTA:3,2.142644137,0.452938135
AB569_EDTA_NaNO2:NaNO2_EDTA:1,1.799077959,2.14809608
AB569_EDTA_NaNO2:NaNO2_EDTA:2,2.475825101,2.293325933
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.101754036,-0.052311059
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.101754036,0.052311059
Anthranilate_metabolism_GntR_AntP:antP:1,0.976712655,-0.342154414
Anthranilate_metabolism_GntR_AntP:antP:2,-0.18055494100000002,-0.089887904
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.203197557,-0.245240759
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.203197557,0.245240759
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.10314419100000001,-0.354679375
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.19559198200000003,-0.043552622000000006
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-2.211689182,-0.36591542800000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-1.390639517,-0.009717287
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-8.729472682,-3.267569456
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-7.809407444,-3.261625182
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-8.526742717,-3.168774309
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-8.931687004,-3.391851603
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-1.311441136,0.050326915
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.511010756,0.141654841
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.49755488200000003,0.257094038
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.021041094,0.2050241
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.021041094,-0.2050241
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.405941264,-0.345921496
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-1.556209458,-0.308786221
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,0.21893183200000002,0.540326937
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-1.2916337580000001,0.6456130010000001
Catabolite_repression:del_hfq_crc_wt:1,0.567393252,-0.022036834
Catabolite_repression:del_hfq_crc_wt:2,-0.567393252,0.022036833000000002
Catabolite_repression:delHfq:1,4.496937369,2.458745008
Catabolite_repression:delHfq:2,2.833409257,2.315408931
Catabolite_repression:deldcrc:1,10.18715991,3.437999036
Catabolite_repression:deldcrc:2,9.019499834,3.031844782
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.18378201200000002,0.23426115
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.861538113,0.051331071000000006
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.677756101,-0.28559222100000003
Diallyl_disulphide_treatment:PAO1_DDS:1,-0.512729066,-1.605795383
Diallyl_disulphide_treatment:PAO1_DDS:2,0.073051325,-1.206140501
Diallyl_disulphide_treatment:PAO1_DDS:3,-1.12472855,-0.8450943940000001
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.17167241300000002,0.043534023000000005
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.17167241300000002,-0.043534023000000005
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.82493117,0.020898216
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,0.22460320800000003,-0.140180723
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,1.108348211,0.133830096
HapZ_SagS_mutant:delHapZp:1,-6.400279309,-0.9432835030000001
HapZ_SagS_mutant:delHapZp:2,-6.932651017,-0.839340999
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,-1.469036633,-0.286154948
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.36068842100000004,0.152324853
HapZ_SagS_mutants:delHApZ:1,-1.926406611,-0.909488955
HapZ_SagS_mutants:delHApZ:2,-1.521822022,-0.658686635
HapZ_SagS_mutants:delHApZ:3,-2.109821505,-0.8163749290000001
HapZ_SagS_mutants:delSagS:1,-5.3112237780000005,-1.708140368
HapZ_SagS_mutants:delSagS:2,-5.533620813,-1.6750780650000001
