,A,AtsR
R2,,0.7203367947823966
xmin,,-3.763355106
xmid,,-1.6821284445914655
xmax,,4.731980615
ystart,,-8.84673102261032
yend,,22.69017265667364
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.495485347,-0.122855852
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.495485347,0.122855852
AB569_EDTA_NaNO2:NaNO2:1,6.920173406,0.984770703
AB569_EDTA_NaNO2:NaNO2:2,8.189002473,0.914885346
AB569_EDTA_NaNO2:EDTA:1,1.26481554,1.000629743
AB569_EDTA_NaNO2:EDTA:2,0.646252763,0.23505534200000003
AB569_EDTA_NaNO2:EDTA:3,1.915355301,0.153324022
AB569_EDTA_NaNO2:NaNO2_EDTA:1,8.607342241,0.948730802
AB569_EDTA_NaNO2:NaNO2_EDTA:2,9.384817417,0.808073306
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.24446914,-0.052589782
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.24446914,0.052589782
Anthranilate_metabolism_GntR_AntP:antP:1,0.670537092,0.777903016
Anthranilate_metabolism_GntR_AntP:antP:2,1.6669454680000002,0.7544856080000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.347764518,-0.048254293000000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.347764518,0.048254292000000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-1.52073986,-0.541668326
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.000752239,0.017055956
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.67393817,-0.29319621
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,1.010943731,-0.203437522
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-13.89696694,-3.763355106
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-10.79650624,-3.005357082
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-13.61570992,-3.613059061
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-13.09997093,-3.686115902
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,1.269425966,-0.03710914
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.571806595,0.155512739
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,1.212533103,0.41625369100000004
