,A,torR
R2,,0.015451130900976495
xmin,,-5.1893400887
xmid,,-0.6670120063602439
xmax,,3.8478829621
ystart,,-0.7410430511593322
yend,,1.5180759825261938
2AA:WT:1.0,-0.0811090145,0.3131077835
2AA:WT:2.0,0.6875682408,-0.1840769874
2AA:WT:3.0,-1.1833907785,-0.13235392170000002
2AA:WT:4.0,0.5769315522,0.0033231256000000003
2AA:del_ridA:1.0,-0.29373028630000003,0.039353505000000004
2AA:del_ridA:2.0,-1.0419386754,-0.0944374147
2AA:del_ridA:3.0,-0.6168933688,-0.1489640409
2AA:del_ridA:4.0,-0.5792459379,0.037863517900000004
GC_MS:WT:1.0,0.1740382863,-0.0077128696
GC_MS:WT:2.0,-0.1464126922,0.013319547400000001
GC_MS:WT:3.0,-0.0276255941,-0.0056066779
GC_MS:del_slyA:1.0,0.1226104725,-0.0264545516
GC_MS:del_slyA:2.0,0.7086157338,-0.2441134852
Rho:WT:1.0,0.4013811537,0.09077014630000001
Rho:WT:2.0,-0.5679166256,-0.0868426186
Rho:WT:3.0,0.1665354719,-0.0039275277
Rho:rho_Y80C:1.0,-0.971409351,0.2988302625
Rho:rho_Y80C:2.0,-1.8390583114,-0.8716358453
Rho:rho_Y80C:3.0,-1.5600974411,-0.7574404085
Rho:rho_K130Q:1.0,-1.5611151654,0.2922353642
Rho:rho_K130Q:2.0,-1.1301697691,0.47534561270000003
Rho:rho_K130Q:3.0,-1.6825328341999999,0.23686929180000002
flagella:WT:1.0,-0.4377644022,-0.0395261203
flagella:WT:2.0,0.4377644022,0.0395261203
flagella:del_rfaL:1.0,0.0968396579,0.505995771
flagella:del_rfaL:2.0,1.7073919869,0.37663495890000004
flagella:del_rfaG:1.0,-0.44213868310000004,0.2242381047
flagella:del_rfaG:2.0,0.4014682238,-0.1369678171
flagella:del_rfaD:1.0,-0.4297934538,0.4320721421
flagella:del_rfaD:2.0,-0.9644521904000001,0.07909599860000001
nusG:WT_OD08:1.0,0.0838126963,0.11277729610000001
nusG:WT_OD08:2.0,-0.0838126963,-0.11277729610000001
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-0.5956171943,0.5321606353
omv:spi2_ind_lowOD_intracellularRNAs:2.0,0.9019451508,0.23385899000000002
omv:spi2_ind_highOD_intracellularRNAs:1.0,1.5773382478,0.011861342700000001
omv:spi1_ind_highOD_intracellularRNAs:1.0,-0.3792600068,0.5369351813000001
omv:spi2_ind_highOD_intracellularRNAs:2.0,0.32602957180000003,0.37478396610000003
omv:spi2_ind_highOD_intracellularRNAs:3.0,-0.5666358031000001,-0.19851307240000002
omv:controlPCN_highOD_intracellularRNAs:1.0,2.0536127167,1.135482013
omv:controlPCN_highOD_intracellularRNAs:2.0,2.5801717621,1.3534484612
omv:controlPCN_highOD_intracellularRNAs:3.0,2.7113575337,0.8404666493
omv:spi1_ind_highOD_intracellularRNAs:2.0,-0.9561940831,0.5777196266
omv:spi1_ind_highOD_intracellularRNAs:3.0,-0.4599512699,0.8616173957000001
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.5050605156,0.0867717771
omv:controlPCN_lowOD_intracellularRNAs:2.0,-1.1955120567,-0.2243058184
omv:spi2_ind_lowOD_intracellularRNAs:3.0,0.4798067207,0.2085447131
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.6904515410000001,0.1375340413
sv5015:STM1625:1.0,1.7770552002,0.31814299700000004
sv5015:STM1625:2.0,1.5097767368000001,0.2047599404
sv5015:STM1625:3.0,1.1039213577,-0.0544598816
sv5015:STM0581:1.0,-0.5201220196,0.5999948358
sv5015:STM0581:2.0,-0.0620420811,0.7168548303000001
sv5015:STM0581:3.0,0.37376945650000004,0.6704815085
sv5015:WT:1.0,-0.5048970701000001,-0.2044183929
sv5015:WT:2.0,0.4057834587,0.2025102476
sv5015:WT:3.0,0.09911361140000001,0.0019081453
tomato:tomato_root:1.0,1.8149261525,0.7864070529
tomato:tomato_root:2.0,1.7020385242,0.9160658416
tomato:tomato_root:3.0,1.2679697305,0.8158409077000001
tomato:LB:1.0,-0.7819418214,0.0696327289
tomato:LB:2.0,0.7819418214,-0.0696327289
AcrB_efflux_virulence:AcrB_D408A:1.0,-0.7997622022,0.071085348
AcrB_efflux_virulence:AcrB_D408A:2.0,0.06516956680000001,0.2656676262
AcrB_efflux_virulence:AcrB_D408A:3.0,-0.2048128897,0.36955302100000004
AcrB_efflux_virulence:WT:1.0,0.1611857653,0.1814848407
AcrB_efflux_virulence:WT:2.0,-0.09004438020000001,0.0156419702
AcrB_efflux_virulence:WT:3.0,-0.0711413851,-0.1971268108
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:1.0,1.8806205818000001,0.33225274730000004
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:1.0,-3.36660446,-0.7731468596000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:2.0,-3.245602288,-0.7766873387000001
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:1.0,0.7197068781,0.404172668
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_16:3.0,-3.3191622544,-0.7010295165
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:1.0,-2.8333806385,-0.349799756
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:1.0,-1.313525949,0.10724977100000001
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:2.0,1.5933959972,0.37113577340000004
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_0:3.0,0.7853464219,0.3778122746
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:2.0,-1.4137703999,0.0417741786
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:1.0,-2.5019014721,-0.4161295807
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:2.0,-2.9944414068,-0.6502687039
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:2.0,-2.759845319,-0.45321453100000003
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:1.0,-1.7834129275000001,-1.0697243809
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:1.0,-2.9491337101,-0.6886000289
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_16:2.0,-2.146195811,-0.9941752106
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:1.0,-0.3284851058,0.3133103144
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:2.0,-1.4868129703,-0.1941301826
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_0:3.0,-0.9303412718,0.192182188
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_16:3.0,-1.5690394195000001,-0.5163054986
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:1.0,-1.3201723863,-0.0653308937
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:1.0,-0.028026442500000002,0.0340512791
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:2.0,0.5310904326,0.3066906151
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_0:3.0,-0.5030639901,-0.3407418942
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:1.0,-2.8972672509,-1.1898608456
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:2.0,-2.7616847451,-1.3003432338
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_16:3.0,-2.3898438883,-1.4271917967
Chlortetracycline_florfenicol_MDR:1434_Florfenicol_0:1.0,0.3779164396,0.3878948571
Chlortetracycline_florfenicol_MDR:530_Chlortetracycline_32:2.0,-3.0219949385,-0.6492357244
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:1.0,-2.3450552994000002,-1.1240981411
Chlortetracycline_florfenicol_MDR:5317_Florfenicol_16:2.0,-2.1269683789,-1.4844284702000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:1.0,-3.6825231981,-1.4557760529000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:2.0,-3.6495229933999997,-1.0588890127
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:2.0,-1.6799851246,0.1312513278
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_0:3.0,0.35322703380000003,0.5431894085
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:1.0,-3.6314796713,-0.8695036175
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:2.0,-3.3247638014,-0.9231256829000001
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_32:3.0,-2.6792380167000003,-0.6430447303
Chlortetracycline_florfenicol_MDR:1306_Chlortetracycline_16:3.0,-4.0067836549,-1.6759984871
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:2.0,2.1202434702,0.32012456040000004
Chlortetracycline_florfenicol_MDR:1434_Chlortetracycline_0:3.0,0.5410159007,0.24763436390000002
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:1.0,-1.676498362,-1.3839086200000001
Chlortetracycline_florfenicol_MDR:530_Florfenicol_0:3.0,-0.4246769026,0.1950536104
Chlortetracycline_florfenicol_MDR:5317_Chlortetracycline_32:3.0,-1.4448189903,-0.41204450270000004
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:2.0,-1.6127452892,-1.6449937494
Chlortetracycline_florfenicol_MDR:530_Florfenicol_16:3.0,-1.6871242999,-1.5563694078
