,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,2AA__WT,2.7755575615628914e-17,0.8587961551987964,4.0,0.0,-0.0811090145,1.0,0.6875682408,2.0,-1.1833907785,3.0,0.5769315522
1,2AA__del_ridA,-0.6329520671,0.3084821401867529,4.0,4.0,-0.29373028630000003,5.0,-1.0419386754,6.0,-0.6168933688,7.0,-0.5792459379
2,GC_MS__WT,3.469446951953614e-18,0.16200181323810958,3.0,8.0,0.1740382863,9.0,-0.1464126922,10.0,-0.0276255941,,
3,GC_MS__del_slyA,0.41561310315,0.41436829407622466,2.0,11.0,0.1226104725,12.0,0.7086157338,,,,
4,Rho__WT,0.0,0.5056531358448147,3.0,13.0,0.4013811537,14.0,-0.5679166256,15.0,0.1665354719,,
5,Rho__rho_Y80C,-1.4568550345000002,0.44294235009899424,3.0,16.0,-0.971409351,17.0,-1.8390583114,18.0,-1.5600974411,,
6,Rho__rho_K130Q,-1.4579392562333335,0.29027605842704773,3.0,19.0,-1.5611151654,20.0,-1.1301697691,21.0,-1.6825328341999999,,
7,flagella__WT,0.0,0.6190923547153904,2.0,22.0,-0.4377644022,23.0,0.4377644022,,,,
8,flagella__del_rfaL,0.9021158224,1.1388324732916875,2.0,24.0,0.0968396579,25.0,1.7073919869,,,,
9,flagella__del_rfaG,-0.02033522965000001,0.5965201645247985,2.0,26.0,-0.44213868310000004,27.0,0.4014682238,,,,
10,flagella__del_rfaD,-0.6971228221000001,0.3780608182704922,2.0,28.0,-0.4297934538,29.0,-0.9644521904000001,,,,
11,nusG__WT_OD08,0.0,0.11852905180651732,2.0,30.0,0.0838126963,31.0,-0.0838126963,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,0.2620448924,0.7721647523448425,3.0,32.0,-0.5956171943,33.0,0.9019451508,45.0,0.4798067207,,
13,omv__spi2_ind_highOD_intracellularRNAs,0.44557733883333334,1.076974899514901,3.0,34.0,1.5773382478,36.0,0.32602957180000003,37.0,-0.5666358031000001,,
14,omv__spi1_ind_highOD_intracellularRNAs,-0.5984684532666668,0.3124155720589318,3.0,35.0,-0.3792600068,41.0,-0.9561940831,42.0,-0.4599512699,,
15,omv__controlPCN_highOD_intracellularRNAs,2.4483806708333336,0.3481145355706008,3.0,38.0,2.0536127167,39.0,2.5801717621,40.0,2.7113575337,,
16,omv__controlPCN_lowOD_intracellularRNAs,-3.333329908391155e-11,1.0394850967191585,3.0,43.0,0.5050605156,44.0,-1.1955120567,46.0,0.6904515410000001,,
17,sv5015__STM1625,1.4635844315666666,0.33893596633697753,3.0,47.0,1.7770552002,48.0,1.5097767368000001,49.0,1.1039213577,,
18,sv5015__STM0581,-0.0694648814,0.44699196439564715,3.0,50.0,-0.5201220196,51.0,-0.0620420811,52.0,0.37376945650000004,,
19,sv5015__WT,-2.312964634635743e-17,0.4633598896726222,3.0,53.0,-0.5048970701000001,54.0,0.4057834587,55.0,0.09911361140000001,,
20,tomato__tomato_root,1.5949781357333332,0.2887676868621829,3.0,56.0,1.8149261525,57.0,1.7020385242,58.0,1.2679697305,,
21,tomato__LB,0.0,1.1058327288106005,2.0,59.0,-0.7819418214,60.0,0.7819418214,,,,
22,AcrB_efflux_virulence__AcrB_D408A,-0.3131351750333334,0.44252347890393845,3.0,61.0,-0.7997622022,62.0,0.06516956680000001,63.0,-0.2048128897,,
23,AcrB_efflux_virulence__WT,0.0,0.13991057503794227,3.0,64.0,0.1611857653,65.0,-0.09004438020000001,66.0,-0.0711413851,,
24,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_0,1.419787666966667,0.5679007488822033,3.0,67.0,1.8806205818000001,74.0,1.5933959972,75.0,0.7853464219,,
25,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_16,-3.3104563341333333,0.06096905930836193,3.0,68.0,-3.36660446,69.0,-3.245602288,71.0,-3.3191622544,,
26,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_0,1.1269887496666668,0.8648114368157688,3.0,70.0,0.7197068781,106.0,2.1202434702,107.0,0.5410159007,,
27,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_32,-2.3460149826,0.7813242113275884,3.0,72.0,-2.8333806385,79.0,-2.759845319,110.0,-1.4448189903,,
28,Chlortetracycline_florfenicol_MDR__530_Florfenicol_0,-1.0506577504999999,0.544427455164839,3.0,73.0,-1.313525949,76.0,-1.4137703999,109.0,-0.4246769026,,
29,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_16,-2.3551274328000003,0.72394728420585,3.0,77.0,-2.5019014721,78.0,-2.9944414068,86.0,-1.5690394195000001,,
30,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_32,-2.4027039329999997,0.8758097390337708,2.0,80.0,-1.7834129275000001,95.0,-3.0219949385,,,,
31,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_16,-2.54766476055,0.5677628333252898,2.0,81.0,-2.9491337101,82.0,-2.146195811,,,,
32,Chlortetracycline_florfenicol_MDR__530_Chlortetracycline_0,-0.9152131159666667,0.579312097442709,3.0,83.0,-0.3284851058,84.0,-1.4868129703,85.0,-0.9303412718,,
33,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_0,-0.8823101590333332,1.0850255378637828,3.0,87.0,-1.3201723863,100.0,-1.6799851246,101.0,0.35322703380000003,,
34,Chlortetracycline_florfenicol_MDR__5317_Florfenicol_0,0.0,0.5176465527818156,3.0,88.0,-0.028026442500000002,89.0,0.5310904326,90.0,-0.5030639901,,
35,Chlortetracycline_florfenicol_MDR__1434_Florfenicol_16,-2.6829319614333333,0.2627187049479145,3.0,91.0,-2.8972672509,92.0,-2.7616847451,93.0,-2.3898438883,,
36,Chlortetracycline_florfenicol_MDR__1434_Florfenicol_0,0.33335664993333336,0.261000676940972,3.0,94.0,0.3779164396,119.0,0.569208838,120.0,0.0529446722,,
37,Chlortetracycline_florfenicol_MDR__5317_Florfenicol_16,-2.23601183915,0.15421074037364166,2.0,96.0,-2.3450552994000002,97.0,-2.1269683789,,,,
38,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_16,-3.7796099487999997,0.19742890602687205,3.0,98.0,-3.6825231981,99.0,-3.6495229933999997,105.0,-4.0067836549,,
39,Chlortetracycline_florfenicol_MDR__1306_Chlortetracycline_32,-3.2118271631333335,0.4860628101244409,3.0,102.0,-3.6314796713,103.0,-3.3247638014,104.0,-2.6792380167000003,,
40,Chlortetracycline_florfenicol_MDR__530_Florfenicol_16,-1.6587893170333334,0.04022768963538975,3.0,108.0,-1.676498362,111.0,-1.6127452892,112.0,-1.6871242999,,
41,Chlortetracycline_florfenicol_MDR__1306_Florfenicol_0,-1.5786397327666668,0.4611321263443498,3.0,113.0,-1.4617036104,114.0,-1.1872330387,115.0,-2.0869825492,,
42,Chlortetracycline_florfenicol_MDR__1306_Florfenicol_16,-3.526220892733333,0.22717033566396438,3.0,116.0,-3.2772245407,117.0,-3.579255974,118.0,-3.7221821635,,
43,OPG__del_opgGH,0.8735978568,0.7541672123913618,3.0,121.0,1.7384264602,122.0,0.5296244919,123.0,0.35274261830000003,,
44,OPG__del_opgGH_pBK16,0.040017116033333335,0.2701277975545815,3.0,124.0,-0.0199915054,125.0,-0.1950601664,126.0,0.3351030199,,
45,OPG__WT,0.0,0.21435202366452663,3.0,127.0,-0.0963430802,128.0,-0.1492754103,129.0,0.2456184905,,
46,PinT__pinT+_1h,0.0,0.46555582630334263,2.0,130.0,-0.32919768180000003,131.0,0.32919768180000003,,,,
47,cold_shock_protein__WT_RNAseq,9.25185853854297e-18,0.25150314570080223,3.0,132.0,-0.1190600643,133.0,0.28892566880000004,134.0,-0.16986560450000002,,
48,cold_shock_protein__DeltaCspCE_RNAseq,-0.7931449192333333,0.26865250961689,3.0,135.0,-0.9335077116,136.0,-0.4833849643,137.0,-0.9625420818,,
