,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.3544220246049139,2.0,0.0,0.25061421700000003,1.0,-0.25061421700000003,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,-0.7199634,0.2266429360655789,2.0,2.0,-0.880224157,3.0,-0.559702643,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,2.303266946,0.3609663053825924,3.0,4.0,2.44217399,5.0,1.8934822640000002,6.0,2.574144584,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,0.4323130915,0.020585140585944815,2.0,7.0,0.417757199,8.0,0.446868984,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.1712113647062606,2.0,9.0,0.121064717,10.0,-0.121064717,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,1.7614134825,0.36288730546384673,2.0,11.0,1.504813408,12.0,2.018013557,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.21226941106141317,2.0,13.0,-0.15009714,14.0,0.15009714,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.8855734295,0.6269877988635251,4.0,15.0,1.623921937,16.0,1.17741637,17.0,0.466298031,18.0,0.27465738,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-3.9891462530000004,0.3183815289309892,4.0,19.0,-4.384463162,20.0,-3.621854447,21.0,-4.054282174,22.0,-3.895985229,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.24264326833333336,0.19912006359225623,3.0,23.0,0.172775323,24.0,0.467281359,25.0,0.08787312300000001,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.1814151319334575,2.0,26.0,-0.12827987,27.0,0.12827987,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,-2.8207691500000003,0.23086631799240565,2.0,28.0,-2.657522011,29.0,-2.984016289,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,-1.6359961565,0.15870183045295191,2.0,30.0,-1.523777016,31.0,-1.748215297,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,6.593550292611308,2.0,32.0,4.6623441240000005,33.0,-4.6623441240000005,,,,,,,,,,,,
14,Catabolite_repression__delHfq,6.5466462015,0.19660942476992424,2.0,34.0,6.6856700589999996,35.0,6.407622344,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,0.8189729524999998,10.47937007627862,2.0,36.0,-6.591060691,37.0,8.229006596,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,0.0,0.2779708339724094,3.0,38.0,0.028605832,39.0,0.262561788,40.0,-0.29116762,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,-4.986866485,0.44936696056152925,3.0,41.0,-5.50154586,42.0,-4.786619012,43.0,-4.672434583,,,,,,,,,,
