,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,0.3758115415,0.07834972026012013,2.0,0.0,0.32040992300000004,5.0,0.43121316
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.4648951286372617,2.0,1.0,-0.32873049800000004,6.0,0.32873049800000004
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,-0.0322987105,0.00646267667286648,2.0,2.0,-0.027728908,7.0,-0.036868513000000006
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,-0.12419822500000001,0.02513464652421598,2.0,3.0,-0.106425346,8.0,-0.14197110400000001
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,2.802531169,0.02040270915771883,2.0,4.0,2.7881042750000002,9.0,2.816958063
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,1.042351531070315,2.0,10.0,-0.7370538360000001,29.0,0.7370538360000001
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,2.346231104,0.3699023739541759,2.0,11.0,2.607791581,30.0,2.084670627
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,1.942832316,1.8026135329392732,2.0,12.0,3.217472569,31.0,0.668192063
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,10.3595042145,0.6218067584675069,2.0,13.0,10.79918799,14.0,9.919820439
9,U01-Set001__USA300 LAC RPMI+10%LB Control,14.827047285,1.7178582461925773,2.0,15.0,16.0417565,18.0,13.61233807
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,18.026885909999997,0.4758714086086918,2.0,16.0,18.36337781,19.0,17.69039401
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,17.147222205,0.9951483053510077,2.0,17.0,16.44354609,20.0,17.85089832
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,12.163929504999999,1.0448345209761027,2.0,21.0,12.90273908,24.0,11.42511993
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,10.4165806,0.3977430672183043,2.0,22.0,10.69782742,25.0,10.13533378
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,8.6332376165,0.6138162100095809,2.0,23.0,9.067271221,26.0,8.199204012
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-3.1640293359999996,1.2889925217101565,2.0,27.0,-4.075484689,28.0,-2.252573983
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,1.367252567,0.7101476090462265,2.0,32.0,1.869402757,33.0,0.865102377
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-1.2932849595000002,0.9525185168918782,2.0,34.0,-1.9668172620000002,38.0,-0.619752657
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-0.9518057870000001,0.206271281623476,2.0,35.0,-0.805949965,39.0,-1.097661609
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-0.9972428355,0.693303559721719,2.0,36.0,-0.507003187,40.0,-1.487482484
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,-0.8617426025000001,0.24920257475725133,2.0,37.0,-0.6855297720000001,41.0,-1.037955433
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,12.718014225000001,0.6474589230098455,2.0,42.0,12.26019163,45.0,13.17583682
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,13.697038835,0.050925158629612846,2.0,43.0,13.73304836,46.0,13.66102931
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,12.924706369999999,1.4110515505532566,2.0,44.0,11.92694225,47.0,13.92247049
24,U01-Set003__USA300 TCH1516 CA-MHB Control,-0.60084871,0.6132138589767059,2.0,48.0,-1.034456388,52.0,-0.167241032
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.059767947499999974,0.5007044083298006,2.0,49.0,-0.29428353500000004,53.0,0.41381943
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.6616564465,0.5225897252461961,2.0,50.0,1.031183185,54.0,0.29212970800000004
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,-1.1948026765000002,1.2263123796450122,2.0,51.0,-2.061936476,55.0,-0.327668877
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,17.257226009999997,0.0927221626838039,2.0,56.0,17.19166154,57.0,17.32279048
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,17.327652360000002,0.1682790395537258,2.0,58.0,17.20866111,59.0,17.44664361
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,4.559942620499999,0.8931787536250196,2.0,60.0,5.191515374,61.0,3.928369867
