,A,rbsR
R2,,0.07315215448136048
xmin,,-4.5501276327
xmid,,-2.024992874501808
xmax,,4.6084982238
ystart,,-4.117283595519177
yend,,3.030668472093814
2AA:WT:1.0,0.5573869352,0.0777986533
2AA:WT:2.0,0.42120699450000004,-0.1623678194
2AA:WT:3.0,-0.6735088692,0.1290366407
2AA:WT:4.0,-0.3050850606,-0.0444674746
2AA:del_ridA:1.0,-0.313214431,0.116950515
2AA:del_ridA:2.0,-0.24067712670000002,-0.3501068955
2AA:del_ridA:3.0,-0.2926869691,0.09978289550000001
2AA:del_ridA:4.0,-0.6182499528000001,0.0759736687
GC_MS:WT:1.0,0.287891098,0.1400822452
GC_MS:WT:2.0,0.1012256767,-0.0110406223
GC_MS:WT:3.0,-0.3891167746,-0.1290416229
GC_MS:del_slyA:1.0,4.052079792,-0.0961217184
GC_MS:del_slyA:2.0,4.4724293951,-0.014882726700000001
Rho:WT:1.0,-0.3224338257,0.186988086
Rho:WT:2.0,0.3597354571,-0.1546117492
Rho:WT:3.0,-0.0373016313,-0.0323763368
Rho:rho_Y80C:1.0,-1.7771134868,-0.0537213733
Rho:rho_Y80C:2.0,-2.2530895766,-0.2121418504
Rho:rho_Y80C:3.0,-2.1311087375,-0.35014585540000004
Rho:rho_K130Q:1.0,-0.4028684051,0.33372187880000004
Rho:rho_K130Q:2.0,-0.2537102381,0.3538426327
Rho:rho_K130Q:3.0,0.1301984108,0.1717958286
flagella:WT:1.0,0.1685892974,0.0888915742
flagella:WT:2.0,-0.1685892974,-0.0888915742
flagella:del_rfaL:1.0,0.4763148427,0.1070504151
flagella:del_rfaL:2.0,0.8724926356,0.0032604036
flagella:del_rfaG:1.0,0.6836184939000001,0.5158982175
flagella:del_rfaG:2.0,0.803695785,0.424543838
flagella:del_rfaD:1.0,0.4246870835,0.0654377572
flagella:del_rfaD:2.0,0.5046975642,0.20930265
nusG:WT_OD08:1.0,-0.3079118208,-0.2281392439
nusG:WT_OD08:2.0,0.3079118208,0.2281392439
omv:spi2_ind_lowOD_intracellularRNAs:1.0,-4.5476245784,-0.2647790779
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-4.7073849509,-0.1147859787
omv:spi2_ind_highOD_intracellularRNAs:1.0,-4.9325753589,-0.5622787333
omv:spi1_ind_highOD_intracellularRNAs:1.0,2.4671611324000002,2.4070549508
omv:spi2_ind_highOD_intracellularRNAs:2.0,-4.5955508339,-0.3003551921
omv:spi2_ind_highOD_intracellularRNAs:3.0,-3.9162888386,-0.4082147868
omv:controlPCN_highOD_intracellularRNAs:1.0,7.7290072163,4.0452937775
omv:controlPCN_highOD_intracellularRNAs:2.0,8.589548844,4.6084982238
omv:controlPCN_highOD_intracellularRNAs:3.0,8.4340144735,3.9170115243
omv:spi1_ind_highOD_intracellularRNAs:2.0,2.657963486,2.3447112095
omv:spi1_ind_highOD_intracellularRNAs:3.0,2.8410774696,2.5455892124
omv:controlPCN_lowOD_intracellularRNAs:1.0,0.937131649,0.09393035500000001
omv:controlPCN_lowOD_intracellularRNAs:2.0,-1.4562929556,-0.1405837866
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-4.102611881,-0.35302944820000004
omv:controlPCN_lowOD_intracellularRNAs:3.0,0.5191613066,0.0466534316
sv5015:STM1625:1.0,0.40679156240000003,0.6470086180000001
sv5015:STM1625:2.0,0.6392355396,0.4983637971
sv5015:STM1625:3.0,0.47075275240000003,0.8875933146
sv5015:STM0581:1.0,0.9802310190000001,1.0216666845
sv5015:STM0581:2.0,1.0827553117,0.9535006235000001
sv5015:STM0581:3.0,0.9179148589,1.0540124104
sv5015:WT:1.0,0.0926073417,-0.0373632114
sv5015:WT:2.0,-0.2531491985,-0.14451607190000001
sv5015:WT:3.0,0.1605418568,0.18187928320000002
tomato:tomato_root:1.0,0.2099268738,0.9921997440000001
tomato:tomato_root:2.0,0.153616302,0.5049905499
tomato:tomato_root:3.0,0.11868010420000001,0.5301773845000001
tomato:LB:1.0,0.44053194500000004,0.1074755054
tomato:LB:2.0,-0.44053194500000004,-0.1074755054
AcrB_efflux_virulence:AcrB_D408A:1.0,-0.6181096963,-0.46183027050000003
AcrB_efflux_virulence:AcrB_D408A:2.0,-0.6983738533,-0.5168269933
AcrB_efflux_virulence:AcrB_D408A:3.0,-0.9104192436,-0.3230649751
AcrB_efflux_virulence:WT:1.0,-0.2109856551,0.0906659649
AcrB_efflux_virulence:WT:2.0,-0.2402512732,-0.0050813458
AcrB_efflux_virulence:WT:3.0,0.4512369283,-0.08558461910000001
