,BSU__misc_RNA_10
LBexp_1,-1.4626333333
LBexp_2,-0.2500333333
LBexp_3,-0.7811333333
LBtran_1,-3.1405333333
LBtran_2,-3.8612333333
LBtran_3,-3.9322333333
LBstat_1,-4.8324333333
LBstat_2,-5.2594333333
LBstat_3,-5.4682333333
LBGexp_1,-0.4443333333
LBGexp_2,-1.2874333333
LBGexp_3,-1.3650333333
LBGtran_2,-2.9007333333
LBGtran_3,-1.1905333332999999
LBGstat_1,-0.0862333333
LBGstat_2,1.2773666666999999
LBGstat_3,-4.6131333333
S0_1,-2.5364333332999998
S0_2,-2.0094333333
S0_3,-2.9477333333
S1_1,-2.9356333333
S1_2,-3.4021333333
S1_3,-3.2002333333
S2_1,-4.9484333333
S2_2,-5.2690333333
S2_3,-5.6399333333
S3_1,-2.8450333333
S3_2,-3.7585333333
S4_1,-0.8676333333
S4_2,-2.6865333333
S4_3,-2.1914333333
S5_1,-3.2473333333
S5_2,-3.6615333333
S5_3,-2.9243333333
S6_1,-4.7280333333
S6_2,-5.9282333333
S6_3,-4.3269333333
S6/t_1,-4.5267333333
S6/t_2,-6.2587333333
S6_4,-5.1361333333
S6_5,-4.5736333333
S6_6,-4.3131333333
S7_4,-4.3360333333
S7_5,-4.8101333333
S7_6,-4.7283333333
S8_4,-5.1147333333
S8_5,-5.0714333333
G135_1,-2.3029333333
G135_3,-4.1937333333
G150_1,-3.1326333333
G150_2,-1.6467333333
G150_3,-2.8167333333
G180_1,-2.0967333333
G180_2,-1.5347333333000002
G180_3,-2.7168333333
C30_1,-3.1416333333
C30_2,-2.7038333333
C90_1,-3.1053333333
C90_2,-2.6321333333
BI_1,-3.0884333333
BI_2,-2.3686333333
BC_2,-5.1673333333
BC/t_1,-5.4788333333
BC/t_2,-4.7366333333
BC_1,-5.7151333333
Sw_1,-4.7702333333
Sw_2,-4.2376333333
BT_1,-3.7503333333
BT_2,-4.2019333333
B36_1,-0.8280333333000001
B36_2,-1.0933333333
B60_1,-0.9154333333
B60_2,-0.012233333300000001
M9exp_1,0.2881666667
M9exp_2,-0.10813333330000001
M9exp_3,-0.18003333330000001
