,A,MexZ
R2,,0.10863335351912284
xmin,,-6.678396288
xmid,,
xmax,,3.077876753
ystart,,-4.081446241187133
yend,,1.3363973549050703
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.24410022320000002,-0.250029899
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.24410022320000002,0.250029899
AB569_EDTA_NaNO2:NaNO2:1,-0.7744837768,1.7284488150000001
AB569_EDTA_NaNO2:NaNO2:2,-0.9522988569,1.827378489
AB569_EDTA_NaNO2:EDTA:1,-0.016081725,-0.354058851
AB569_EDTA_NaNO2:EDTA:2,-1.1865604709,-0.749611537
AB569_EDTA_NaNO2:EDTA:3,-0.4242831039,-0.45776654800000005
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-0.4571578222,1.666497458
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-0.9219960974,1.5826421160000002
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.193365953,-0.019918751000000002
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.193365953,0.019918751000000002
Anthranilate_metabolism_GntR_AntP:antP:1,-0.45084940020000003,-0.29030225200000004
Anthranilate_metabolism_GntR_AntP:antP:2,-1.0668492625,-0.09913211300000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.20067519990000002,0.013981155
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.20067519990000002,-0.013981155
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.9629709436,-0.15159688600000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.5796548499,0.47538496500000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.9935413169,0.40812112300000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.14946915730000002,0.45946979200000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,0.6103261078000001,-1.5892156750000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,0.6872447884,-1.3518428820000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,0.7414854551000001,-1.301998618
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,0.9391561074,-1.479279299
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.016803285,0.6805584530000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.5231131721,0.402826638
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.5395660476,0.483889294
Catabolise_Nucleic_Acids:L_asp:1,0.6118788461,0.010880642000000001
Catabolise_Nucleic_Acids:L_asp:2,1.4871790101,-0.038769885000000004
Catabolise_Nucleic_Acids:DNA_1:1,-0.0481716857,0.033488580000000004
Catabolise_Nucleic_Acids:DNA_1:2,0.0381144361,0.19870917500000002
Catabolise_Nucleic_Acids:DNA_1:3,0.0100572496,-0.232197755
Catabolite_repression:del_hfq_crc_wt:1,-0.3427252531,-0.159795499
Catabolite_repression:del_hfq_crc_wt:2,0.3427252531,0.159795499
Catabolite_repression:delHfq:1,-0.017632909500000002,-0.657662846
Catabolite_repression:delHfq:2,-0.1505197198,-0.602960275
Catabolite_repression:deldcrc:1,-0.0696517058,-0.084076307
Catabolite_repression:deldcrc:2,-0.4929629283,-0.271105498
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.12450599920000001,-0.06059397800000001
