,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,2AA__WT,-2.499997431293366e-11,0.8020774498469916,4.0,0.0,-0.1206472272,1.0,0.7051205137000001,2.0,-1.0819927775,3.0,0.4975194909
1,2AA__del_ridA,0.674078038625,0.1848821623626827,4.0,4.0,0.7705686456,5.0,0.49146028350000004,6.0,0.5495474342000001,7.0,0.8847357912
2,GC_MS__WT,0.0,0.2076614534290314,3.0,8.0,-0.0998104066,9.0,-0.1389113513,10.0,0.2387217579,,
3,GC_MS__del_slyA,1.9517580117,1.208372745013431,2.0,11.0,1.0973094495,12.0,2.8062065739,,,,
4,Rho__WT,-3.33333360913457e-11,0.44178491132814846,3.0,13.0,-0.4839744668,14.0,0.3816312254,15.0,0.1023432413,,
5,Rho__rho_Y80C,2.9719693701333334,0.6326343165228777,3.0,16.0,3.6784286339000003,17.0,2.7797138353,18.0,2.4577656412,,
6,Rho__rho_K130Q,3.1712987927666667,0.2009536899868709,3.0,19.0,3.0688890715,20.0,3.0421801323,21.0,3.4028271745,,
7,flagella__WT,0.0,0.8060928176131088,2.0,22.0,-0.5699936976000001,23.0,0.5699936976000001,,,,
8,flagella__del_rfaL,0.65645798005,0.38057084433334754,2.0,24.0,0.9255622048000001,25.0,0.3873537553,,,,
9,flagella__del_rfaG,-0.0816957478,0.25209608653572235,2.0,26.0,-0.2599546001,27.0,0.09656310450000001,,,,
10,flagella__del_rfaD,0.34538861930000003,0.8795415184060069,2.0,28.0,0.9673183913000001,29.0,-0.2765411527,,,,
11,nusG__WT_OD08,0.0,0.03222852545942117,2.0,30.0,-0.0227890089,31.0,0.0227890089,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,1.6557161908333333,0.59480255347775,3.0,32.0,2.3187641492,33.0,1.1690611983,45.0,1.479323225,,
13,omv__spi2_ind_highOD_intracellularRNAs,3.0237007968333334,0.45075687078150944,3.0,34.0,3.5365709130000003,36.0,2.844109343,37.0,2.6904221345,,
