,A,QscR
R2,,0.32740248355098367
xmin,,-3.621061903
xmid,,-1.9032532937709112
xmax,,4.724823638
ystart,,-4.411740596156053
yend,,11.949349957198283
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-1.114483216,0.375077622
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,1.114483216,-0.375077622
AB569_EDTA_NaNO2:NaNO2:1,3.7638938250000002,2.030175415
AB569_EDTA_NaNO2:NaNO2:2,3.983754692,2.20123457
AB569_EDTA_NaNO2:EDTA:1,3.395119819,0.431663501
AB569_EDTA_NaNO2:EDTA:2,1.496216115,0.397127516
AB569_EDTA_NaNO2:EDTA:3,0.739435723,0.46840505800000004
AB569_EDTA_NaNO2:NaNO2_EDTA:1,4.421970194,2.107723639
AB569_EDTA_NaNO2:NaNO2_EDTA:2,5.692047534,2.259724898
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.369879709,0.133581648
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.369879709,-0.133581648
Anthranilate_metabolism_GntR_AntP:antP:1,-1.782846155,0.06880906
Anthranilate_metabolism_GntR_AntP:antP:2,-1.214093337,-0.003921188
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.282075302,-0.008755199
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.282075302,0.008755199
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-2.121963232,-0.399354272
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-1.300080181,-0.337558411
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,1.208077193,0.603284942
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.116631173,0.788672326
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-3.326617205,-3.621061903
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-2.58376786,-3.383921969
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-3.57889101,-3.352085676
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-3.659046288,-3.5214461200000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.048091673,0.8692683680000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.15578065500000002,0.408898831
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.9176106530000001,0.01699436
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.29177342700000003,-0.08313505800000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.29177342700000003,0.08313505800000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.941339679,0.582687992
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.910476692,0.419785458
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,1.302030782,0.022893286000000002
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,2.326232785,0.10511594
Catabolite_repression:del_hfq_crc_wt:1,0.013264907000000001,-0.07607973700000001
Catabolite_repression:del_hfq_crc_wt:2,-0.013264907000000001,0.07607973700000001
Catabolite_repression:delHfq:1,4.92069303,-0.38498463600000005
Catabolite_repression:delHfq:2,4.035895679,-0.473735424
Catabolite_repression:deldcrc:1,29.74953419,4.724823638
Catabolite_repression:deldcrc:2,28.51014079,4.231619822
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.434061285,-0.232707723
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.1752751,-0.023195565
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.258786185,0.25590328900000003
Diallyl_disulphide_treatment:PAO1_DDS:1,-3.089640222,-3.433686773
Diallyl_disulphide_treatment:PAO1_DDS:2,-1.9446222770000001,-3.375581526
Diallyl_disulphide_treatment:PAO1_DDS:3,-2.484887577,-3.009295299
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.045085602,0.214932538
