,A,rpoE
R2,,0.5207591801371098
xmin,,-4.2822819996
xmid,,1.1959020177570272
xmax,,5.0214715164
ystart,,-0.13560638478700238
yend,,24.646876251479625
2AA:WT:1.0,-0.1669533468,-0.07496892890000001
2AA:WT:2.0,-0.6656438718000001,-0.1748051085
2AA:WT:3.0,1.7335205766000001,0.0271885051
2AA:WT:4.0,-0.900923358,0.2225855323
2AA:del_ridA:1.0,0.2614683774,0.0818234624
2AA:del_ridA:2.0,0.7181824710000001,0.271285913
2AA:del_ridA:3.0,0.6044727085,0.0563287073
2AA:del_ridA:4.0,0.7041280091000001,0.2152756129
GC_MS:WT:1.0,-0.3560274848,-0.0120240855
GC_MS:WT:2.0,0.0918240953,-0.0610410518
GC_MS:WT:3.0,0.2642033895,0.0730651373
GC_MS:del_slyA:1.0,-4.7109374844000005,-0.8432504078
GC_MS:del_slyA:2.0,-4.4118930278,-0.5657182554
Rho:WT:1.0,0.41298270930000003,0.054920545
Rho:WT:2.0,-0.506373851,-0.1285436108
Rho:WT:3.0,0.0933911417,0.0736230659
Rho:rho_Y80C:1.0,-3.013855973,-0.6837473063
Rho:rho_Y80C:2.0,-2.5973603419,-0.6569265105000001
Rho:rho_Y80C:3.0,-2.2240304812,-0.6011324133
Rho:rho_K130Q:1.0,-1.3436962754000001,-0.5762063161000001
Rho:rho_K130Q:2.0,-1.3060635117000001,-0.4738720939
Rho:rho_K130Q:3.0,-0.9674081573000001,-0.6595977039
flagella:WT:1.0,-0.0546145078,-0.2255912233
flagella:WT:2.0,0.0546145078,0.2255912233
flagella:del_rfaL:1.0,1.0761238478,-0.0030868112
flagella:del_rfaL:2.0,0.4425242889,0.36689803590000003
flagella:del_rfaG:1.0,6.8710156158,2.4003143163000003
flagella:del_rfaG:2.0,6.5569428635,1.6372553061000001
flagella:del_rfaD:1.0,9.7236376454,2.4980623872
flagella:del_rfaD:2.0,10.1562326304,3.0104960269
nusG:WT_OD08:1.0,-1.8494731290000002,-0.5695391131
nusG:WT_OD08:2.0,1.8494731290000002,0.5695391131
omv:spi2_ind_lowOD_intracellularRNAs:1.0,0.8176525589,2.0829683997
omv:spi2_ind_lowOD_intracellularRNAs:2.0,-3.0299813516,0.5323516142
omv:spi2_ind_highOD_intracellularRNAs:1.0,-5.8180603496,1.748344055
omv:spi1_ind_highOD_intracellularRNAs:1.0,-0.1106804351,0.9520052573000001
omv:spi2_ind_highOD_intracellularRNAs:2.0,-3.0680112256,2.2980502752
omv:spi2_ind_highOD_intracellularRNAs:3.0,-0.0644801768,2.3728501336
omv:controlPCN_highOD_intracellularRNAs:1.0,-3.7248304795,1.7904096993
omv:controlPCN_highOD_intracellularRNAs:2.0,-4.7318162124,1.9564921866
omv:controlPCN_highOD_intracellularRNAs:3.0,-3.3519749577,1.9578115141999999
omv:spi1_ind_highOD_intracellularRNAs:2.0,-0.2796869084,1.0184019078
omv:spi1_ind_highOD_intracellularRNAs:3.0,-0.412939793,1.1123941533
omv:controlPCN_lowOD_intracellularRNAs:1.0,-2.6309565272,-0.4974307036
omv:controlPCN_lowOD_intracellularRNAs:2.0,4.7379657756,0.9307885560000001
omv:spi2_ind_lowOD_intracellularRNAs:3.0,-1.5633932502999999,1.0396346708
omv:controlPCN_lowOD_intracellularRNAs:3.0,-2.1070092484,-0.4333578524
sv5015:STM1625:1.0,-1.8585211368999999,-0.1042609105
sv5015:STM1625:2.0,-2.1061079291,-0.10894046830000001
sv5015:STM1625:3.0,-1.7874966045,0.1035934751
sv5015:STM0581:1.0,-0.21739143390000001,-0.06393419880000001
sv5015:STM0581:2.0,-0.2496612998,-0.2319879376
