,BSU__misc_RNA_14
LBexp_1,-3.8823333333
LBexp_2,-3.6136333333
LBexp_3,-4.0455333333
LBtran_1,-3.5445333333
LBtran_2,-3.6675333332999998
LBtran_3,-3.7395333333
LBstat_1,-4.1632333333
LBstat_2,-4.1152333333
LBstat_3,-4.1717333333
LBGexp_1,-3.5306333333
LBGexp_2,-2.6156333333
LBGexp_3,-3.5671333333
LBGtran_2,-3.5852333333
LBGtran_3,-3.5373333333
LBGstat_1,-2.9882333333
LBGstat_2,-3.5188333333
LBGstat_3,-3.3192333333
S0_1,-1.2334333333
S0_2,-0.3561333333
S0_3,-0.6726333333
S1_1,-1.2102333333
S1_2,-1.3661333333
S1_3,-0.7047333333
S2_1,-0.9432333333
S2_2,-0.9113333333
S2_3,-1.8409333333000002
S3_1,-1.3379333333
S3_2,-0.5019333333
S4_1,-0.3049333333
S4_2,-0.9164333333
S4_3,-1.0597333333
S5_1,-1.3425333333
S5_2,-1.4016333333
S5_3,-0.4368333333
S6_1,-1.8876333333000002
S6_2,-4.9890333333
S6_3,-1.3629333333
S6/t_1,-1.7444333333
S6/t_2,-5.2852333333
S6_4,-1.9542333333
S6_5,-1.2935333333
S6_6,-1.3433333333
S7_4,-1.3142333333
S7_5,-2.0462333333
S7_6,-1.6519333333000001
S8_4,-2.3965333333
S8_5,-3.8961333333
G135_1,-4.6340333333
G135_3,-5.9955333333
G150_1,-5.1614333333
G150_2,-4.3727333333
G150_3,-4.7829333333
G180_1,-4.7580333333
G180_2,-4.5566333333
G180_3,-4.8344333333
C30_1,-4.4072333333
C30_2,-3.6957333332999998
C90_1,-3.8823333333
C90_2,-4.0386333333
BI_1,-4.2561333333
BI_2,-3.8928333333
BC_2,-2.9122333333
BC/t_1,-2.4911333333
BC/t_2,-1.8688333333
BC_1,-3.2381333333
Sw_1,-2.8322333333
Sw_2,-3.3623333333
BT_1,-4.0184333333
BT_2,-4.6307333333
B36_1,-1.4419333333
B36_2,-2.3768333333
B60_1,-1.0099333333
B60_2,-0.7957333333000001
M9exp_1,0.2346666667
M9exp_2,-0.0107333333
M9exp_3,-0.2239333333
M9tran_1,-0.6450333333
M9tran_2,-1.2758333333
M9tran_3,-0.46493333330000003
M9stat_1,-2.3941333333
M9stat_2,-1.7471333332999999
M9stat_3,-1.9430333333
M+G_1,-0.36563333330000003
M+G_2,-0.5899333333
M+G_3,-0.1901333333
Glu_1,-0.0006333333
Glu_2,-0.2560333333
Glu_3,-0.2272333333
Fru_1,-0.26173333330000004
Fru_2,-0.3010333333
Fru_3,-0.5985333333
Mal_1,-1.1287333333
Mal_2,-1.3543333333
Mal_3,-0.35293333330000004
G+S_2,-0.9925333333
G+S_3,-0.8383333333
Pyr_1,-1.3879333333
Pyr_2,-0.8133333333
Pyr_3,-1.0206333333
Gly_1,-2.1124333333
Gly_2,-1.2619333333
Gly_3,-3.0586333333
Glucon_1,-1.1971333333
Glucon_2,-0.9952333333000001
Glucon_3,-2.3002333333
aero_1,-3.4224333333
aero_2,-4.5683333333
aero_3,-3.5653333333
nit_1,-4.1751333333
nit_2,-3.9999333333
nit_3,-4.3464333333
ferm_1,-4.0455333333
ferm_2,-4.9598333333
ferm_3,-3.6090333333
T-5.40H_1,0.8447666667
T-4.40H_1,0.0868666667
T-3.40H_1,-0.0997333333
T-2.40H_1,-0.1421333333
T-1.40H_1,-0.1743333333
T-1.10H_1,-0.40143333330000003
T-0.40H_1,-0.4973333333
T0.0H_1,-0.7150333333000001
T0.30H_1,-0.9798333333
T1.0H_1,-2.0622333333
T1.30H_1,-3.0172333333
T2.0H_1,-3.6997333333
T2.30H_1,-3.6454333333
T3.0H_1,-4.3193333333
T3.30H_1,-4.2798333333
T4.0H_1,-4.3545333333
T5.0H_1,-4.8400333333
HPh_1,0.3465666667
HPh_2,0.2172666667
HPh_3,0.6945666667
LPh_1,0.4475666667
LPh_2,0.5246666667000001
LPh_3,0.2882666667
LPhT_1,0.1015666667
LPhT_2,0.4484666667
LPhT_3,0.3967666667
SMMPr_1,-0.5244333333
SMMPr_2,-0.5027333333
SMMPr_3,-0.4450333333
HiTm_1,-1.2220333333
HiTm_2,-0.12413333330000001
HiTm_3,-0.1637333333
LoTm_1,0.2379666667
LoTm_2,0.0277666667
LoTm_3,0.0385666667
HiOs_1,0.33686666670000004
HiOs_2,-0.0014333333
HiOs_3,-0.1005333333
BMM_1,0.2853666667
BMM_2,0.1788666667
BMM_3,0.2144666667
Heat_1,-0.1982333333
Heat_2,-0.3831333333
Heat_3,-0.6400333333
Cold_1,-0.5816333333
Cold_2,-1.0349333333
Cold_3,-1.5731333333
Etha_1,-1.5472333333
Etha_2,-2.0134333333
Etha_3,-1.6874333333
SMM_1,0.18786666670000002
SMM_2,-0.07323333330000001
SMM_3,-0.0712333333
Salt_1,-0.5874333333
Salt_2,-0.8959333333
Salt_3,-0.5544333333
Mt0_1,-3.6352333333
Mt0_3,-4.2892333333
M0t45_1,-3.9024333333000003
M0t45_2,-4.0694333333
M0t45_3,-3.7794333333
M0t90_1,-4.7829333333
M0t90_2,-3.4765333333
M0t90_3,-4.0629333333
M40t45_1,-4.7501333333
M40t45_2,-3.4315333333
M40t45_3,-3.8277333333
M40t90_1,-5.1619333333
M40t90_2,-3.7124333333
M40t90_3,-3.8224333333000002
dia0_1,-3.7828333333
dia0_2,-3.4570333333
dia0_3,-3.8005333332999998
dia5_1,-4.0103333333
dia5_2,-3.1935333333
dia5_3,-3.2762333333
dia15_1,-1.6941333333
dia15_2,-1.4859333333
dia15_3,-3.1858333333
Diami_1,-2.1905333333
Diami_2,-2.4247333333
Diami_3,-2.3361333333
Paraq_1,-3.6268333333
Paraq_2,-2.7269333333
Paraq_3,-4.8573333333
H2O2_1,-2.5553333333
H2O2_2,-2.2698333333000003
H2O2_3,-2.2279333333
Oxctl_1,-4.2889333333
Oxctl_2,-3.8883333333000003
Oxctl_3,-3.1075333333
GM-0.1_1,-0.4565333333
GM-0.2_1,-0.9067333333
GM+5_1,-0.9556333333
GM+15_1,-0.2065333333
GM+25_1,0.2280666667
GM+45_1,0.0917666667
GM+60_1,-0.1483333333
GM+90_1,0.0210666667
GM+120_1,-1.7545333333
GM+150_1,-0.7508333333
GM-0.1_2,-0.23693333330000002
GM-0.2_2,0.1741666667
GM+5_2,-0.1801333333
GM+10_2,-0.46083333330000004
GM+15_2,-0.2347333333
GM+25_2,0.3622666667
GM+45_2,-0.8801333333
GM+60_2,-1.0820333333
GM+90_2,-0.2479333333
GM+150_2,-0.5512333333
GM-0.1_3,0.1910666667
GM-0.2_3,-0.1053333333
GM+5_3,-0.0608333333
GM+10_3,-1.0800333333
GM+15_3,-0.1799333333
GM+25_3,-0.5937333333
GM+45_3,-1.8660333332999999
GM+60_3,-1.0443333333
GM+90_3,-0.1862333333
GM+120_3,-1.1395333333
GM+150_3,-0.6610333333
MG-0.1_1,-0.2245333333
MG+5_1,-0.0991333333
MG+10_1,0.27136666670000004
MG+15_1,-0.2017333333
MG+25_1,-0.0353333333
MG+45_1,-0.43053333330000004
MG+120_1,-1.2994333333
MG+150_1,-0.40593333330000003
MG-0.1_2,-0.9136333333000001
MG-0.2_2,-0.2472333333
MG+5_2,-0.6104333333
MG+10_2,0.2071666667
MG+15_2,0.5757666667
MG+25_2,-0.44223333330000003
MG+45_2,-0.9233333333
MG+60_2,-0.6933333333
MG+90_2,-0.5063333333
MG+120_2,-0.2958333333
MG-0.1_3,0.2574666667
MG-0.2_3,-0.4189333333
MG+5_3,-0.3462333333
MG+10_3,-1.0592333333
MG+15_3,0.3231666667
MG+25_3,0.0133666667
MG+45_3,0.3257666667
MG+60_3,-0.2548333333
MG+90_3,0.5281666667
MG+120_3,-0.4516333333
MG+150_3,-0.0690333333
