,A,mprA
R2,,0.006144567705835269
xmin,,-2.0898784848
xmid,,-0.1483933256859264
xmax,,2.44175159
ystart,,-0.08664138293163193
yend,,-1.7547366244713407
AX:AX_10_MIC:1,-4.305610543,0.22536514230000002
AX:AX_10_MIC:2,-4.7493734399,0.1601433247
AX:AX_30_MIC:1,-3.2387995147,0.3470406613
AX:AX_30_MIC:2,-4.1802713401,0.2279566315
AX:QZ_10_MIC:1,-4.5080921079,0.039592475200000005
AX:QZ_10_MIC:2,-5.1706779972,0.2302291152
AX:QZ_30_MIC:1,-3.4630929206,0.5192889194
AX:QZ_30_MIC:2,-3.4626786079,0.4432783119
AX:wt:1,-0.1489579721,0.11839747040000001
AX:wt:2,0.1489579721,-0.11839747040000001
ITM_04:00h_clinic_ctrl:1,-0.68672948,0.616680336
ITM_04:00h_clinic_ctrl:2,-1.0147515118,0.5673626811
ITM_04:00h_h37rv_control:1,0.2192047212,0.0149110265
ITM_04:00h_h37rv_control:2,-0.3819194155,-0.0062085096
ITM_04:00h_h37rv_control:3,0.1627146944,-0.0087025169
ITM_04:06h_clinic_delam:1,-8.7393405519,0.45644581380000004
ITM_04:06h_clinic_delam:2,-9.1758629861,0.3824169853
ITM_04:06h_clinic_delam:3,-9.6648810047,0.4680324843
ITM_04:06h_clinic_DMSO:1,-1.1813089354,0.49557648460000003
ITM_04:06h_clinic_DMSO:2,-0.6580375475,0.42701911200000003
ITM_04:06h_clinic_DMSO:3,-0.8641336315,0.47662570730000003
ITM_04:06h_h37rv_delam:1,-9.200974487,0.892673747
ITM_04:06h_h37rv_delam:2,-11.0832099664,0.8399246931000001
ITM_04:06h_h37rv_delam:3,-10.6312066731,0.7894083358
ITM_04:06h_h37rv_DMSO:1,-0.9806723016000001,0.1964944267
ITM_04:06h_h37rv_DMSO:2,-0.4125134018,0.3886746779
ITM_04:06h_h37rv_DMSO:3,-1.6312301769,0.37969765910000003
ITM_04:24h_clinic_delam:1,-9.2854206283,1.2086753223
ITM_04:24h_clinic_delam:2,-8.7033968217,0.9811437468
ITM_04:24h_clinic_delam:3,-8.8542644418,1.0950342781
ITM_04:24h_clinic_DMSO:1,-0.3483858522,0.3961565602
ITM_04:24h_clinic_DMSO:2,-0.9772612356,0.5417465734
ITM_04:24h_clinic_DMSO:3,-0.8220891979,0.4806669139
ITM_04:24h_h37rv_delam:1,-12.0362845109,1.2979111175
ITM_04:24h_h37rv_delam:2,-12.3232764478,1.3902072383
ITM_04:24h_h37rv_delam:3,-12.1482023482,1.4276063604
ITM_04:24h_h37rv_DMSO:1,0.6480329749,0.4602401501
ITM_04:24h_h37rv_DMSO:2,-0.0805800145,0.3619685151
JSF:DMSO:1,0.9666246900000001,-0.081316043
JSF:DMSO:2,-0.1471800727,0.027091239000000003
JSF:DMSO:3,-0.028038354300000002,0.0515775364
JSF:DMSO:4,-0.7914062629,0.0026472676000000002
JSF:JSF_2019:1,-15.0050523698,1.3345783262
JSF:JSF_2019:2,-15.2010032243,1.3450146916
JSF:JSF_2019:3,-14.8309169684,1.3287771239000001
JSF:JSF_2019:4,-14.169645514900001,1.2398672005
JSF:JSF_2026:1,5.9844375276,2.0216421003
JSF:JSF_2026:2,4.7087481416,2.0813003435
JSF:JSF_2026:3,5.9320494879000005,1.9378495353
JSF:JSF_2026:4,5.8915911382,2.0819896523
MTS1338:over_expression:1,-0.10214513830000001,0.1777477396
MTS1338:over_expression:2,0.10214513830000001,-0.1777477396
PAS:control:1,-0.2685542171,0.133325631
PAS:control:2,-0.1455195943,-0.078594913
PAS:control:3,0.41407381130000004,-0.0547307179
PAS:treated:1,-6.1697418676,0.0188005273
PAS:treated:2,-5.2227745056,0.1680538755
PAS:treated:3,-7.285768914,0.0218411747
THP-1:24h_THP_B_enriched:1,0.9021787702,-0.21806799070000002
THP-1:24h_THP_B_enriched:2,-0.9021787702,0.21806799070000002
aminoimidazoles:02h_treated:1,-0.1593838022,0.5827335811000001
aminoimidazoles:02h_treated:2,-0.41994084270000004,0.6585195023
aminoimidazoles:24h_treated:1,-1.2402155917,1.1668086561
aminoimidazoles:24h_treated:2,-2.2004707224,1.2183617008
aminoimidazoles:untreated:1,0.1480086528,0.1148988707
aminoimidazoles:untreated:2,0.06659934470000001,0.0339809006
aminoimidazoles:untreated:3,-0.2146079975,-0.1488797714
antibiotic:ctrl_24h:1,-0.6715321189,-0.06452723440000001
antibiotic:ctrl_24h:2,-0.6709092225000001,-0.4041404355
antibiotic:ctrl_24h:3,-1.2100286535,0.0942992665
antibiotic:ctrl_4h:1,-0.5691304477,0.08300226990000001
antibiotic:ctrl_4h:2,0.7785673117,0.1918932786
antibiotic:ctrl_4h:3,-0.209436864,-0.27489554850000003
antibiotic:izd_4h:1,7.1477000463,0.9461302971000001
antibiotic:izd_4h:2,6.9781407424,1.1975854229
base:wt_glu_24:1,0.9293177437000001,0.320795647
base:wt_glu_24:2,0.30598109100000004,0.41411577190000004
base:wt_glu_24:3,1.7616887895,0.1849039886
base:wt_glu_6:1,-1.2324548033,0.0254313675
base:wt_glu_6:2,0.6072729392,0.0186221816
