,A,ErbR
R2,,0.5901828764116489
xmin,,-4.75568223
xmid,,-1.9168538087270601
xmax,,7.588695641
ystart,,-5.0851340956226965
yend,,21.504185584444933
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.691158884,0.8318645750000001
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.691158884,-0.8318645750000001
AB569_EDTA_NaNO2:NaNO2:1,1.887733987,1.419882818
AB569_EDTA_NaNO2:NaNO2:2,2.4977863227,0.909635203
AB569_EDTA_NaNO2:EDTA:1,1.4656123172,-0.42359427800000005
AB569_EDTA_NaNO2:EDTA:2,3.2444807467,0.08128715900000001
AB569_EDTA_NaNO2:EDTA:3,1.7378598631000002,-0.08525357800000001
AB569_EDTA_NaNO2:NaNO2_EDTA:1,2.1575089742999998,1.153709819
AB569_EDTA_NaNO2:NaNO2_EDTA:2,2.7105000125,1.5570778889999999
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.1078108079,-0.201677988
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.1078108079,0.201677988
Anthranilate_metabolism_GntR_AntP:antP:1,0.870637608,0.38915676
Anthranilate_metabolism_GntR_AntP:antP:2,0.06372722410000001,0.48427544
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.1604842301,-0.201610648
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.1604842301,0.201610648
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.9871650503,-0.5107897220000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,1.0511073394,-0.079311196
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.1379575575,0.10603771000000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.49059213970000004,-0.191290645
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-5.5199378455,-4.75568223
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-4.3298166487,-3.864166108
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-6.099229838,-4.227524593
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-5.5565672827,-4.013705937
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.5809242507,0.033899132000000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.6541314757999999,0.387806978
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,2.1815381762,0.288829312
Catabolise_Nucleic_Acids:L_asp:1,-2.9924385476,-0.015597744
Catabolise_Nucleic_Acids:L_asp:2,-3.9740544436,-0.8674033560000001
Catabolise_Nucleic_Acids:DNA_1:1,1.6150473611,0.21367924100000002
Catabolise_Nucleic_Acids:DNA_1:2,-0.4340057272,0.123700982
Catabolise_Nucleic_Acids:DNA_1:3,-1.1810416338,-0.33738022300000003
Catabolite_repression:del_hfq_crc_wt:1,-0.1465444697,-0.193563807
Catabolite_repression:del_hfq_crc_wt:2,0.1465444697,0.193563807
Catabolite_repression:delHfq:1,-0.9942112558,0.31301653500000004
Catabolite_repression:delHfq:2,-0.7318501155,-0.028470378
Catabolite_repression:deldcrc:1,21.9198476965,7.368846853
Catabolite_repression:deldcrc:2,23.7603205075,7.588695641
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.5626190348,-0.244747015
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.1477640194,0.47392898400000005
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.41485501550000004,-0.229181969
Diallyl_disulphide_treatment:PAO1_DDS:1,0.7558460608,0.25324498900000003
Diallyl_disulphide_treatment:PAO1_DDS:2,0.5990081394,-0.15636144300000002
Diallyl_disulphide_treatment:PAO1_DDS:3,0.4043158683,-0.011359748000000001
Dispersed_cells:PAO1_dispersed_wt:1,1.9784641171000001,0.669656342
Dispersed_cells:PAO1_dispersed_wt:2,-1.9784641171000001,-0.669656342
Dispersed_cells:PyhjH_dispersed:1,-7.9396329107,-0.168680837
Dispersed_cells:PyhjH_dispersed:2,-8.0646272958,-0.5408436050000001
Dispersed_cells:PA01_Planktonic:1,-3.5733360369,-0.23142046400000002
Dispersed_cells:PA01_Planktonic:2,-2.3229662430999998,0.029736557
Dispersed_cells:PAO1_Biofilm:1,-6.133471966,0.570260784
Dispersed_cells:PAO1_Biofilm:2,-7.9025916053,0.803379504
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,0.8684793804000001,-0.022530431
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,1.1014116827,0.22158560500000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,0.7827006253000001,0.27982836
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,0.0712428575,-0.121956031
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.004278985,-0.342034494
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,-0.0755218425,0.463990524
Farnesol_treatment:RNA of 0-1F_L:1,0.10719208870000001,0.153081462
Farnesol_treatment:RNA of 0-1F_L:2,0.4820901728,0.16720748100000002
Farnesol_treatment:RNA of 0-1F_L:3,-0.5892822614000001,-0.320288943
Farnesol_treatment:RNA of 6-F_L1:1,0.6796653644,0.500161807
