,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,8.638712691,0.01576303197276121,2.0,0.0,8.6275665442,5.0,8.6498588378,,
1,U01-Set001__USA300 LAC CA-MHB Control,4.4466418342,0.3440898384423933,2.0,1.0,4.2033335761,6.0,4.6899500923,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,4.204264544400001,0.05408973456006169,2.0,2.0,4.1660173263,7.0,4.2425117625,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,4.3413519737,0.18388133158872577,2.0,3.0,4.4713757102,8.0,4.2113282372,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,4.67087484865,0.2274082150367291,2.0,4.0,4.8316767396,9.0,4.5100729577,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,4.5221449759,0.21640065796460106,2.0,10.0,4.6751633486,29.0,4.3691266032,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,4.383561787850001,0.2352939219035805,2.0,11.0,4.5499397156,30.0,4.2171838601000005,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,4.3650092332,0.32812778985185337,2.0,12.0,4.1329878479,31.0,4.5970306185,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,5.8404114241,0.2290476721609485,2.0,13.0,6.0023725863,14.0,5.6784502619,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,6.0594595106,0.015528347333304477,2.0,15.0,6.0484793109,18.0,6.0704397103,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,6.283367859,0.07059933043808547,2.0,16.0,6.3332891243,19.0,6.2334465937,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,5.9196017609,0.11562369485809004,2.0,17.0,5.8378434622,20.0,6.0013600596,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,6.1245720417000005,0.15841301438523275,2.0,21.0,6.012557125,24.0,6.2365869584,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,5.76732502895,0.03116704002331687,2.0,22.0,5.7452866036,25.0,5.7893634543,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,5.7759629233,0.10090725021794952,2.0,23.0,5.8473151242,26.0,5.7046107224,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,6.87608320945,0.2543109065482982,2.0,27.0,6.6962582429,28.0,7.055908176,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,4.68773263235,0.32975294913553543,2.0,32.0,4.9209031788,33.0,4.4545620859,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,5.5084457194,0.12456267913624117,2.0,34.0,5.4203666043,38.0,5.5965248345,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,5.6171616504,0.19606707075748422,2.0,35.0,5.7558020057,39.0,5.4785212951,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,5.7445858473,0.14361575606670487,2.0,36.0,5.6430341723,40.0,5.8461375223,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,6.07401887955,0.02578946608233525,2.0,37.0,6.0922547859,41.0,6.0557829732,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,6.821270248099999,0.0786193033062339,2.0,42.0,6.7656780056,45.0,6.8768624906,,
