,A,CysB,YdfF
R2,,0.23652964753893713,0.018354292915807924
xmin,,-5.504120928,-3.945324929
xmid,,-1.2129122746830987,1.1179350885144141
xmax,,1.076691861,3.770577952
ystart,,-15.689002733167298,-4.305211202972348
yend,,7.210262850794665,-14.87722367852814
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,1.9876844226000001,0.11845641,-0.7485906370000001
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-1.9876844226000001,-0.11845641,0.7485906370000001
AB569_EDTA_NaNO2:NaNO2:1,-7.2971649831,0.6026027110000001,2.573798149
AB569_EDTA_NaNO2:NaNO2:2,-6.8833658114,0.6872279020000001,3.402220128
AB569_EDTA_NaNO2:EDTA:1,-0.7903398961,0.484357886,0.7657050510000001
AB569_EDTA_NaNO2:EDTA:2,2.0947045862,0.317237814,0.5534416320000001
AB569_EDTA_NaNO2:EDTA:3,1.1966116254,0.31128943600000003,0.49385754800000004
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-7.4119624643,0.7125099420000001,3.390838308
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-5.9879440355,0.777094818,3.770577952
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.1048042933,-0.0029674780000000004,-0.09301585400000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.1048042933,0.0029674780000000004,0.09301585400000001
Anthranilate_metabolism_GntR_AntP:antP:1,4.9271974538,0.18418409800000002,-0.7011405860000001
Anthranilate_metabolism_GntR_AntP:antP:2,4.0096750223,0.40430044400000004,-0.354089627
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.0157361391,-0.01230945,-0.126609588
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.0157361391,0.01230945,0.126609588
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.6407160726000001,-0.40711831200000004,0.074506897
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.873716903,-0.40197061300000003,0.231117706
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.046668854100000004,-0.703605922,-0.69574746
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.104915108,-0.778930169,-0.642189867
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-3.0904736364,0.217505991,-3.211147345
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-1.1714918852,0.37299068,-3.067883579
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-2.1648801131,0.324702942,-2.6580587170000003
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-0.6881031293000001,0.249140363,-3.150486167
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.009963055200000001,-0.7594659260000001,-0.5747929740000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.13621701790000001,-0.699781795,0.23301627200000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,0.42928894500000003,-0.725534608,0.61620662
Catabolise_Nucleic_Acids:L_asp:1,-17.1172082844,-0.10974972300000001,0.49567087400000004
Catabolise_Nucleic_Acids:L_asp:2,-21.7818186112,0.160922693,0.43516973000000003
Catabolise_Nucleic_Acids:DNA_1:1,-1.006219975,0.024246286000000002,0.13644688800000002
Catabolise_Nucleic_Acids:DNA_1:2,-2.5102464772,-0.106191112,-0.06463363200000001
Catabolise_Nucleic_Acids:DNA_1:3,3.5164664522,0.081944826,-0.071813256
Catabolite_repression:del_hfq_crc_wt:1,0.1987408721,-0.049737938,0.19761566400000002
Catabolite_repression:del_hfq_crc_wt:2,-0.1987408721,0.049737938,-0.19761566400000002
Catabolite_repression:delHfq:1,7.3039532407,-0.22022500900000003,-0.34768539200000004
Catabolite_repression:delHfq:2,6.6355698873,-0.14409929,-0.170607889
Catabolite_repression:deldcrc:1,-8.2440932995,-0.30044542500000004,0.129488064
Catabolite_repression:deldcrc:2,-7.5505338339,-0.3900681,0.18830928500000002
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.1609150218,-0.02004188,-0.047072383
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.5353142114,-0.104836917,0.14201439
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.6962292332000001,0.12487879700000001,-0.09494200700000001
Diallyl_disulphide_treatment:PAO1_DDS:1,1.0354101171,-0.08889377600000001,-1.35318078
Diallyl_disulphide_treatment:PAO1_DDS:2,1.2371149006,-0.36258109200000005,-1.222381219
Diallyl_disulphide_treatment:PAO1_DDS:3,1.6861158374,-0.262634639,-1.142508095
Dispersed_cells:PAO1_dispersed_wt:1,-1.3863501544,0.018775831,-0.9074486570000001
Dispersed_cells:PAO1_dispersed_wt:2,1.3863501544,-0.018775831,0.9074486570000001
Dispersed_cells:PyhjH_dispersed:1,-0.6142799008000001,-0.069857031,1.259100838
Dispersed_cells:PyhjH_dispersed:2,1.02699013,0.261720104,1.014420579
Dispersed_cells:PA01_Planktonic:1,17.754173647400002,0.196455971,2.197187408
Dispersed_cells:PA01_Planktonic:2,24.1321446623,0.334904205,1.4307328990000001
Dispersed_cells:PAO1_Biofilm:1,-0.10950191490000001,0.612038398,1.8525777429999999
Dispersed_cells:PAO1_Biofilm:2,-1.0275310893,0.41462445000000003,1.531859577
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:1,-7.5835955919,-0.117543089,-0.6077722790000001
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:2,-7.2889848281,0.072516155,-0.879295711
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_Doxorubicin:3,-7.0725305293,-0.201981078,-0.92859304
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:1,-0.8353991817,-0.204379062,-0.17579661600000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:2,0.1533272072,0.163736133,-0.018548995000000002
Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,0.6820719745,0.040642929,0.194345612
Farnesol_treatment:RNA of 0-1F_L:1,-0.0417911526,0.138082429,-0.010738267000000001
Farnesol_treatment:RNA of 0-1F_L:2,0.4072711317,-0.050643653000000004,0.052608502
Farnesol_treatment:RNA of 0-1F_L:3,-0.3654799792,-0.08743877600000001,-0.041870235000000006
Farnesol_treatment:RNA of 6-F_L1:1,-0.6997426622,-0.08345034900000001,-0.065061376
Farnesol_treatment:RNA of 6-F_L1:2,-0.4058787512,0.042457883,-0.08912304700000001
Farnesol_treatment:RNA of 6-F_L1:3,-0.8459644489,-0.074884587,0.33161218600000003
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,-0.1625130536,0.072093106,0.02705275
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,0.1625130536,-0.072093106,-0.02705275
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.3082224549,0.14026602700000002,-2.08016939
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-0.2018727811,0.158310071,-0.8606438470000001
Glucose_uptake_defective_mutants:PAO1_glu_wt:1,-3.7930990736,0.016331865,0.31755794200000004
Glucose_uptake_defective_mutants:PAO1_glu_wt:2,1.9851276811,0.307376706,-0.30106881500000005
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:1,-0.3915331852,0.56563417,0.58018782
Glucose_uptake_defective_mutants:PAO1_glu_wt:3,0.041302432,-0.07922126800000001,0.130722213
Glucose_uptake_defective_mutants:PAO1_glu_wt:4,1.7666689605,-0.24448730300000002,-0.14721134
Glucose_uptake_defective_mutants:PAO!_delglucose_60min:2,-1.3351223848,0.74950748,0.9274780720000001
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,-0.7021533225000001,0.172643672,-0.18678028
HapZ_SagS_mutant:delHapZp:1,-0.5288289101,0.276734315,0.350573892
HapZ_SagS_mutant:delHapZp:2,-1.7725608957,0.028185863000000002,0.428731544
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,1.1859501619,-0.17784647,0.220634834
HapZ_SagS_mutants:PA_HapZ_SagS_wt:3,-0.4837968394,0.005202798000000001,-0.033854554
HapZ_SagS_mutants:delHApZ:1,2.4680092426,-0.073713369,0.144630277
HapZ_SagS_mutants:delHApZ:2,1.6305444491,-0.16339293800000002,0.838747949
HapZ_SagS_mutants:delHApZ:3,2.815403041,-0.36943848500000004,0.397994573
HapZ_SagS_mutants:delSagS:1,-1.083211611,-0.056612355,0.731034218
HapZ_SagS_mutants:delSagS:2,-0.8033930611000001,-0.31526736,0.290246675
HapZ_SagS_mutants:delSagS:3,0.9621775139000001,-0.314159679,0.607539642
HapZ_SagS_mutants:delHapZp:3,-0.4981946209,0.18444654300000002,0.6713311820000001
Lung_infection_transcriptome:PA01_LS1:1,-7.0551860118,0.292527658,-1.017859823
Lung_infection_transcriptome:PA01_LS1:2,-6.9984385523,0.339973842,-1.354115791
Lung_infection_transcriptome:PA01_CS1:1,0.1724055945,-0.003727133,0.094663628
Lung_infection_transcriptome:PA01_CS1:2,-0.1724055945,0.003727133,-0.094663628
Metabolic_fitness_plasmid:PAO1_metabolites_wt:1,1.6086212399000002,-0.175402949,-0.011383121000000001
Metabolic_fitness_plasmid:PAO1_metabolites_wt:2,-1.6086212399000002,0.175402949,0.011383121000000001
Metabolic_fitness_plasmid:PAO1_pAKD1:1,5.317620493,-0.21724774500000002,-0.726803442
Metabolic_fitness_plasmid:PAO1_pAKD1:2,9.7466317999,0.12783175700000002,-0.6039561480000001
Metabolic_fitness_plasmid:PAO1_PAMBL1:1,4.400793236,0.328047187,-0.140071746
Metabolic_fitness_plasmid:PAO1_PAMBL1:2,7.2625197742,0.20381184100000002,0.38823515200000003
Metabolic_fitness_plasmid:PAO1_PAMBL2:1,-2.1920263731,-0.057642891,-0.330951371
Metabolic_fitness_plasmid:PAO1_PAMBL2:2,-1.8643588273,0.131725699,-0.19475961900000002
Metabolic_fitness_plasmid:PAO1_pBS228:1,0.3653364545,-0.18001329500000002,-0.313378996
Metabolic_fitness_plasmid:PAO1_pBS228:2,0.3379918957,0.090203026,-0.563293826
Metabolic_fitness_plasmid:PAO1_RmS149:1,-2.5073480873,-0.251916595,-0.019674422
Metabolic_fitness_plasmid:PAO1_RmS149:2,-3.2025782759,-0.12293506200000001,-0.291078535
Mucin_glycans:ABTGC:1,-5.0555499025,0.14169441400000002,-0.19243430900000003
Mucin_glycans:ABTGC:2,-7.6163296652,-0.087272428,0.20273147100000002
Mucin_glycans:ABTGC:3,7.3583107395,-0.056326939000000006,-0.053936483
Mucin_glycans:ABTGC:4,1.7733277633000002,-0.009349778000000001,0.12036909400000001
Mucin_glycans:ABTGC:5,3.5402410649,0.011254731,-0.076729774
Mucin_glycans:MUC5B:1,-9.0013198249,-0.24088484500000001,-0.07559976
Mucin_glycans:MUC5B:2,-11.0153594956,-0.057667232000000006,0.085481683
Mucin_glycans:Glycans:1,-2.0237571578,0.260090341,0.44414111
Mucin_glycans:Glycans:2,3.5900719074,0.01394226,0.05452833
Planktonic_biofilm_coumarin:E-MTAB-6629:BC_COU:1,-6.0928060119,0.9188433540000001,0.101795284
