,A,CpxR
R2,,0.06179310569000107
xmin,,-2.059275964
xmid,,-0.8483896975583446
xmax,,1.733182094
ystart,,-1.1472877510151336
yend,,3.8865804051766215
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.22131139460000002,-0.07968599
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.22131139460000002,0.07968599
AB569_EDTA_NaNO2:NaNO2:1,-2.0852140916,0.32119268900000003
AB569_EDTA_NaNO2:NaNO2:2,-3.0284471971,0.49897751100000004
AB569_EDTA_NaNO2:EDTA:1,-1.9076245397,-0.182134344
AB569_EDTA_NaNO2:EDTA:2,-2.1486674155,-0.235766572
AB569_EDTA_NaNO2:EDTA:3,-2.248989497,-0.341770515
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-2.8600344752,0.11349737500000001
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-1.6652844869,0.330800352
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.17016503800000002,-0.174955256
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.17016503800000002,0.174955256
Anthranilate_metabolism_GntR_AntP:antP:1,0.6110101279,-0.5413340750000001
Anthranilate_metabolism_GntR_AntP:antP:2,0.18418835800000002,-0.250025887
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.2056200723,0.01997616
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.2056200723,-0.01997616
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-1.7329430676,0.34119887
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-1.1982397905,0.565456931
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-1.4918563222,-0.518896119
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.8310429216,-0.21656572100000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,0.5264812117000001,-1.359329281
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,0.16333256240000002,-1.114917697
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,0.5280604627000001,-1.01736809
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,0.7375672785,-1.328677383
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.5668429608000001,-0.415785616
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.3824716935,0.45738353800000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-1.0516486461,0.59169385
Catabolise_Nucleic_Acids:L_asp:1,1.1726369973,0.324144194
Catabolise_Nucleic_Acids:L_asp:2,-0.5722280869,0.008706381000000001
Catabolise_Nucleic_Acids:DNA_1:1,0.0718682844,0.101170677
Catabolise_Nucleic_Acids:DNA_1:2,0.2546541697,0.09051930600000001
Catabolise_Nucleic_Acids:DNA_1:3,-0.326522454,-0.191689984
Catabolite_repression:del_hfq_crc_wt:1,0.35512503640000004,-0.06800908600000001
Catabolite_repression:del_hfq_crc_wt:2,-0.35512503640000004,0.06800908600000001
Catabolite_repression:delHfq:1,1.1850780902,0.707520867
Catabolite_repression:delHfq:2,1.4617971069,0.71850261
Catabolite_repression:deldcrc:1,-1.4177346932,0.949906707
Catabolite_repression:deldcrc:2,-0.4557269796,0.9078152660000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.23876965630000002,0.19510095300000002
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.1647036939,0.008695804
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.0740659624,-0.20379675700000002
Diallyl_disulphide_treatment:PAO1_DDS:1,2.4942867732,0.033364398
Diallyl_disulphide_treatment:PAO1_DDS:2,4.0428008379,-0.100988353
