,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,1.61481210675,0.16411555232898362,2.0,0.0,1.7308593267,5.0,1.4987648868
1,U01-Set001__USA300 LAC CA-MHB Control,1.36722155985,0.1244821789182901,2.0,1.0,1.279199367,6.0,1.4552437527
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,1.12243837025,0.38691191363051364,2.0,2.0,0.8488503324000001,7.0,1.3960264081
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,0.503341102,0.7118318129482195,2.0,3.0,0.0,8.0,1.006682204
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,1.9433309640499998,0.43120319768162435,2.0,4.0,2.2482376692,9.0,1.6384242589
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,0.9110941851000001,0.3308299322309632,2.0,13.0,1.1450262736,14.0,0.6771620966
9,U01-Set001__USA300 LAC RPMI+10%LB Control,2.0461652625999998,0.20699333819765164,2.0,15.0,2.1925316557,18.0,1.8997988695
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,1.9802062774,0.6189153125722082,2.0,16.0,1.5425670629,19.0,2.4178454919
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,2.1706588905000004,0.07842669251020756,2.0,17.0,2.2261149366,20.0,2.1152028444
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,0.9048688446,0.20531750233872884,2.0,34.0,1.0500502428,38.0,0.7596874464000001
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,0.97392306055,1.377335200937723,2.0,35.0,1.9478461211,39.0,0.0
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,0.33446978315000003,0.47301170353471816,2.0,36.0,0.6689395663000001,40.0,0.0
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,0.8362213359,0.15402248429472706,2.0,37.0,0.7273109928,41.0,0.9451316790000001
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,2.1457539819,0.01776006627871212,2.0,42.0,2.1331957186,45.0,2.1583122452
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,1.58549468375,0.0796047133864919,2.0,43.0,1.5292056511,46.0,1.6417837164
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,1.7191111719999999,0.21597035492113492,2.0,44.0,1.8718252745,47.0,1.5663970695
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,2.7733168044500003,0.14874496674110105,2.0,56.0,2.6681382298000003,57.0,2.8784953791000003
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,2.4238843353,0.15274826938974742,2.0,58.0,2.3158749982,59.0,2.5318936724
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,1.9398136516000002,0.28787360087033015,2.0,60.0,1.7362562763,61.0,2.1433710269
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,1.7411668228000001,0.5605519157020084,2.0,62.0,2.1375368836,63.0,1.344796762
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.0,0.0,2.0,64.0,0.0,65.0,0.0
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.0,0.0,2.0,66.0,0.0,67.0,0.0
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,0.0,0.0,2.0,68.0,0.0,69.0,0.0
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,0.0,0.0,2.0,70.0,0.0,71.0,0.0
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,1.0810261300500001,0.6694488172715118,2.0,72.0,0.6076543317,73.0,1.5543979284
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,0.49596136850000005,0.30390155520698925,2.0,74.0,0.7108522190000001,75.0,0.281070518
38,ICA-Set002__USA300 LAC CA-MHB Control,0.24844669100000003,0.3513566799389176,2.0,76.0,0.0,77.0,0.49689338200000005
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,1.5625531369,0.15154451894830553,2.0,78.0,1.4553949798999999,79.0,1.6697112939
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,1.12651048795,0.11231318686653667,2.0,80.0,1.0470930719,81.0,1.205927904
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.0,0.0,2.0,82.0,0.0,83.0,0.0
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,0.0,0.0,2.0,84.0,0.0,85.0,0.0
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,0.0,0.0,2.0,86.0,0.0,87.0,0.0
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,0.0,0.0,2.0,88.0,0.0,89.0,0.0
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,90.0,0.0,91.0,0.0
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,92.0,0.0,93.0,0.0
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,0.38200244429999997,0.129354658778006,2.0,94.0,0.4734700007,96.0,0.2905348879
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,0.57538476335,0.3565222855407629,2.0,95.0,0.3232854376,97.0,0.8274840891
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,0.0,0.0,2.0,98.0,0.0,99.0,0.0
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,0.0,0.0,2.0,100.0,0.0,101.0,0.0
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,0.0,0.0,2.0,102.0,0.0,103.0,0.0
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,104.0,0.0,105.0,0.0
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,0.0,0.0,2.0,106.0,0.0,107.0,0.0
