,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,3.69176106485,0.02962402285953137,2.0,0.0,3.7127084123,5.0,3.6708137174
1,U01-Set001__USA300 LAC CA-MHB Control,3.6095964002,0.38717328257070405,2.0,1.0,3.8833692538,6.0,3.3358235466
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,3.33524838475,0.016840298193744004,2.0,2.0,3.3233404957,7.0,3.3471562738
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,2.0303201150000003,0.5223800474380564,2.0,3.0,2.3996985889,8.0,1.6609416411
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,3.72525450925,0.2768818613526323,2.0,4.0,3.5294694675000002,9.0,3.921039551
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,1.53430088085,0.3468575882392714,2.0,13.0,1.7795662336,14.0,1.2890355280999999
9,U01-Set001__USA300 LAC RPMI+10%LB Control,1.91400194985,0.4321273173724349,2.0,15.0,1.6084417934,18.0,2.2195621063
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,1.6869864860500001,0.12019720445528795,2.0,16.0,1.7719787444000001,19.0,1.6019942277
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,1.80030125135,0.6032848832734624,2.0,17.0,1.3737144194,20.0,2.2268880833
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,1.5670310024499998,0.17440391342741962,2.0,34.0,1.4437088126,38.0,1.6903531923
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,1.9792794057,0.13585559275616202,2.0,35.0,2.0753438166000002,39.0,1.8832149947999999
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,1.6973063628,0.23110292256819462,2.0,36.0,1.5338919191,40.0,1.8607208065
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,2.10633326875,0.5864577602468187,2.0,37.0,2.5210215279,41.0,1.6916450096
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,1.96424341875,0.09698124381571761,2.0,42.0,1.8956673236000001,45.0,2.0328195139
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,1.7007060960000002,0.08265995399155975,2.0,43.0,1.6422566820000002,46.0,1.75915551
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,1.57421845335,0.2957423484174309,2.0,44.0,1.7833398734,47.0,1.3650970333
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,2.2436091081000002,0.19223934420753114,2.0,56.0,2.1076753642,57.0,2.379542852
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,2.08575668625,0.02334266081044052,2.0,58.0,2.0692509325,59.0,2.10226244
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,5.20304736945,0.048717025160181796,2.0,60.0,5.1685992306,61.0,5.2374955083
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,3.61024477305,0.11978409980437521,2.0,62.0,3.6949449223,63.0,3.5255446238
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.0,0.0,2.0,64.0,0.0,65.0,0.0
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.0,0.0,2.0,66.0,0.0,67.0,0.0
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,0.0,0.0,2.0,68.0,0.0,69.0,0.0
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,0.0,0.0,2.0,70.0,0.0,71.0,0.0
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,1.49857861525,0.2151035105260475,2.0,72.0,1.3464774643,73.0,1.6506797662000001
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,1.6394295792,0.2709195681570768,2.0,74.0,1.830998643,75.0,1.4478605154
38,ICA-Set002__USA300 LAC CA-MHB Control,1.6003180294000001,0.1803206741788573,2.0,76.0,1.4728120579000001,77.0,1.7278240009
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,1.5120532083,0.3523904372432576,2.0,78.0,1.2628755405,79.0,1.7612308761
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,1.52873069425,0.17370263886296444,2.0,80.0,1.6515570081000002,81.0,1.4059043804
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.0,0.0,2.0,82.0,0.0,83.0,0.0
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,0.0,0.0,2.0,84.0,0.0,85.0,0.0
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,0.0,0.0,2.0,86.0,0.0,87.0,0.0
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,0.0,0.0,2.0,88.0,0.0,89.0,0.0
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,90.0,0.0,91.0,0.0
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,92.0,0.0,93.0,0.0
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,1.3603678172,0.41764841514380663,2.0,94.0,1.0650457907,96.0,1.6556898437
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,7.1494295443,0.7465652976968551,2.0,95.0,6.6215281597,97.0,7.6773309289
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,0.0,0.0,2.0,98.0,0.0,99.0,0.0
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,0.0,0.0,2.0,100.0,0.0,101.0,0.0
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,0.0,0.0,2.0,102.0,0.0,103.0,0.0
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,104.0,0.0,105.0,0.0
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,0.0,0.0,2.0,106.0,0.0,107.0,0.0
