,A,blaI
R2,,0.11831758158671157
xmin,,-2.5931097849
xmid,,-1.1571927205829275
xmax,,1.6804566172
ystart,,-3.4045678898230864
yend,,2.947009788736459
AX:AX_10_MIC:1,3.8812256045,0.2904599413
AX:AX_10_MIC:2,4.4560187686,0.45340393760000003
AX:AX_30_MIC:1,5.1196307896,0.48686778690000004
AX:AX_30_MIC:2,5.4784467705,0.7907534738
AX:QZ_10_MIC:1,4.841315112,0.6078476620000001
AX:QZ_10_MIC:2,5.3464759875,0.7785458251
AX:QZ_30_MIC:1,5.1788629042,0.9683580669
AX:QZ_30_MIC:2,5.3321073586,0.6892227843000001
AX:wt:1,1.559726524,0.3131495452
AX:wt:2,-1.559726524,-0.3131495452
ITM_04:00h_clinic_ctrl:1,-4.9830641714,0.0939340342
ITM_04:00h_clinic_ctrl:2,-4.7499345483,0.0133192108
ITM_04:00h_h37rv_control:1,0.4072769425,0.014849865600000001
ITM_04:00h_h37rv_control:2,0.0402755192,0.0797752069
ITM_04:00h_h37rv_control:3,-0.4475524617,-0.0946250725
ITM_04:06h_clinic_delam:1,-7.4080742652,0.5589653960000001
ITM_04:06h_clinic_delam:2,-7.5006863492,0.6856477324
ITM_04:06h_clinic_delam:3,-7.0611067787,0.6863665812
ITM_04:06h_clinic_DMSO:1,-8.3587987987,-0.4112416827
ITM_04:06h_clinic_DMSO:2,-8.635717530400001,-0.4739419167
ITM_04:06h_clinic_DMSO:3,-8.3286895033,-0.3896753808
ITM_04:06h_h37rv_delam:1,-5.3080885152,0.8700677232
ITM_04:06h_h37rv_delam:2,-5.4346235447,0.8520500214000001
ITM_04:06h_h37rv_delam:3,-5.2623894138,0.9839158011
ITM_04:06h_h37rv_DMSO:1,-4.8433343975,-0.09447752100000001
ITM_04:06h_h37rv_DMSO:2,-4.7779638468000005,-0.13243530920000002
ITM_04:06h_h37rv_DMSO:3,-3.2197099368,0.0775329933
ITM_04:24h_clinic_delam:1,-11.6528626387,-0.34947353940000003
ITM_04:24h_clinic_delam:2,-11.5105363504,-0.1189540797
ITM_04:24h_clinic_delam:3,-12.099848916,-0.396255313
ITM_04:24h_clinic_DMSO:1,-10.6400247191,-1.0327947458
ITM_04:24h_clinic_DMSO:2,-10.6007838629,-1.0387020707
ITM_04:24h_clinic_DMSO:3,-9.586962765900001,-0.7915660214
ITM_04:24h_h37rv_delam:1,-9.7198419707,-0.28819407350000004
ITM_04:24h_h37rv_delam:2,-10.0603780164,-0.2506537434
ITM_04:24h_h37rv_delam:3,-10.3831938297,-0.11189104750000001
ITM_04:24h_h37rv_DMSO:1,-5.6919941569,-0.2865956819
ITM_04:24h_h37rv_DMSO:2,-6.2798484679,-0.5829943796
JSF:DMSO:1,0.056516145100000005,-0.1403982707
JSF:DMSO:2,0.0585942174,0.0158086872
JSF:DMSO:3,-0.1650326534,-3.51922e-05
JSF:DMSO:4,0.049922290800000005,0.1246247758
JSF:JSF_2019:1,1.8816417202,1.2941069465
JSF:JSF_2019:2,0.13109755110000001,1.2578161856
JSF:JSF_2019:3,1.7791632892,1.2791775437
JSF:JSF_2019:4,2.2193749564,1.1642507796000001
JSF:JSF_2026:1,-4.5643314566,0.7360383145
JSF:JSF_2026:2,-5.3888596582,0.6774146936000001
JSF:JSF_2026:3,-5.1267600735,0.6352982185
JSF:JSF_2026:4,-4.8035347777,0.6625833813
MTS1338:over_expression:1,4.8066658984,0.5155399515
MTS1338:over_expression:2,-4.8066658984,-0.5155399515
PAS:control:1,0.0566000253,0.1107553216
PAS:control:2,0.5574479605,-0.0794369431
PAS:control:3,-0.6140479858,-0.0313183785
PAS:treated:1,-0.5938871363,0.8378540413000001
PAS:treated:2,-0.8983554182,0.8728746350000001
PAS:treated:3,-0.3276169578,0.8700263862000001
THP-1:24h_THP_B_enriched:1,-0.3885991634,-0.2613546442
THP-1:24h_THP_B_enriched:2,0.3885991634,0.2613546442
aminoimidazoles:02h_treated:1,-3.6302130201000002,0.1086290126
aminoimidazoles:02h_treated:2,-3.7621000186,0.1421639975
aminoimidazoles:24h_treated:1,-2.0352928208,0.6658286578
aminoimidazoles:24h_treated:2,-2.1868613697,0.6230830622
aminoimidazoles:untreated:1,0.0169497765,-0.0620979757
aminoimidazoles:untreated:2,-0.2614792883,0.036299641
aminoimidazoles:untreated:3,0.24452951180000002,0.0257983347
antibiotic:ctrl_24h:1,0.8298095435,0.1958864975
antibiotic:ctrl_24h:2,0.3201404579,-0.0276841425
antibiotic:ctrl_24h:3,0.2974982981,-0.08672681730000001
antibiotic:ctrl_4h:1,-0.7101918017000001,0.0162434852
antibiotic:ctrl_4h:2,0.7677844353000001,-0.0732748621
antibiotic:ctrl_4h:3,-0.057592633600000005,0.0570313769
antibiotic:izd_4h:1,4.9894883709,0.7804382055
antibiotic:izd_4h:2,5.0558582098,0.8881350308
base:wt_glu_24:1,2.9471520460000002,0.7365166372
base:wt_glu_24:2,2.3551744874000002,0.12489464950000001
base:wt_glu_24:3,4.2834372687,0.31589620690000003
base:wt_glu_6:1,0.2612398886,0.0721953145
base:wt_glu_6:2,0.2159606289,0.025354272900000002
base:wt_glu_6:3,-0.47720051750000003,-0.0975495874
base:wt_llac_24:1,-4.2235229671,-0.4917292552
base:wt_llac_24:2,-4.2461031259,-0.0482571815
base:wt_llac_24:3,-4.5982784994,-0.8610771931000001
base:wt_llac_6:1,0.9728531354000001,-0.016959954000000003
base:wt_llac_6:2,-0.1066846937,-0.3531252069
base:wt_llac_6:3,1.0848384105,-0.1575016941
base:wt_pyr_24:1,0.9176416491,0.22009292460000002
base:wt_pyr_24:2,1.8505050175000002,-0.0838336485
base:wt_pyr_24:3,1.5937019717,0.3213180345
base:wt_pyr_6:1,-2.8752419834,-0.8403113554
base:wt_pyr_6:2,-2.242699794,-0.29625132390000003
base:wt_pyr_6:3,-2.4809350116,-0.4578465886
biofilm:biofilm:1,-3.2832253495,0.18802996330000002
biofilm:biofilm:2,-3.2109633366,0.17209883210000002
biofilm:planktonic:1,-0.0623274825,-0.0066847676000000005
biofilm:planktonic:2,0.0623274825,0.0066847676000000005
btz043:0_days_.006:1,-0.1144974346,-0.040176047900000005
btz043:0_days_.006:2,0.0803926353,-0.0364353901
btz043:0_days_.006:3,-0.1728872249,-0.094601873
btz043:0_days_control:1,0.0355588848,-0.0037120391000000003
btz043:0_days_control:2,-0.08704541910000001,0.0036189077
btz043:0_days_control:3,0.051486534300000004,9.313130000000001e-05
btz043:1_days_.006:1,-8.0620489419,-0.5483287201
btz043:1_days_.006:2,-7.8803041863,-0.6947317335000001
btz043:1_days_.006:3,-7.8515482952,-0.5774804039
btz043:1_days_.006:4,-8.1135566126,-0.6309172815
btz043:1_days_control:1,-6.7939710380000005,-1.1530380725
btz043:1_days_control:2,-6.7249056752000005,-1.1460401373
btz043:1_days_control:3,-7.0560440248,-1.1896478899
btz043:1_days_control:4,-6.8117304762,-1.1558676668
clarithromycin:1_days_control:1,-0.0061783977,0.003589839
clarithromycin:1_days_control:2,-0.0540080598,0.038333044000000004
clarithromycin:1_days_control:3,0.060186457500000005,-0.0419228831
cnpB:del:1,-0.3962440848,-0.0026310123
cnpB:del:2,-0.4772968515,-0.0530491778
cnpB:del:3,-2.9446577770999998,-0.3456178699
cnpB:wt:1,0.8644826886,0.218798244
cnpB:wt:2,0.0432822104,-0.18660167600000002
cnpB:wt:3,-0.9077648989,-0.0321965679
csoR:ko:1,-0.45236472590000004,-0.8044685159
csoR:ko:2,-0.6746770498,-1.0678360614
csoR:wt:1,-0.6984094255000001,-0.0646477273
csoR:wt:2,0.6984094255000001,0.0646477273
dap:0_days_25:1,-0.1893556699,-0.060221874800000005
dap:0_days_25:2,-0.2906485053,-0.0799280193
dap:0_days_25:3,-0.1201111339,-0.053701931300000005
dap:0_days_25:4,-0.221107624,-0.0803364354
dap:0_days_control:1,-0.0242125145,0.0458496289
dap:0_days_control:2,-0.10554505830000001,-0.0084681181
dap:0_days_control:3,0.2104665407,-0.0484704777
dap:0_days_control:4,-0.0807089679,0.0110889669
dap:1_days_25:1,-4.9658029659,-0.9642284749000001
dap:1_days_25:2,-5.004283269,-0.9728485093
dap:1_days_25:3,-4.7500920854,-1.0211593706
dap:1_days_25:4,-5.0649205827,-1.1261544488
dap:1_days_control:1,-4.4822743569,-0.9234744391
dap:1_days_control:2,-4.2521725141,-0.9197718216
dap:1_days_control:3,-4.2310741337,-1.0248848701
dap:1_days_control:4,-4.2114047178,-0.7787992979
degradosome:mutant_rnj:1,4.063706685,0.6300461872
degradosome:mutant_rnj:2,4.693104131,0.6021269838000001
degradosome:mutant_rnj:3,5.5763553474,0.5970005833
degradosome:PNPase_ko:1,0.1337467688,0.3458926321
degradosome:PNPase_ko:2,0.18824880730000002,0.4072335754
degradosome:PNPase_ko:3,0.1412699883,0.4000616497
degradosome:Rnase_E_ko:1,12.0780818022,0.7578716154
degradosome:Rnase_E_ko:2,12.1828597651,0.7923618145
degradosome:Rnase_E_ko:3,12.8022083191,0.5680089909
degradosome:wt_cas9_ctrl:1,6.2419072271000005,1.0458196062
degradosome:wt_cas9_ctrl:2,5.5532015524,1.0029562538
degradosome:wt_cas9_ctrl:3,2.5066795973,0.7152360454000001
