,BSU__misc_RNA_32
LBexp_1,0.3718333333
LBexp_2,0.6006333333
LBexp_3,0.5350333333
LBtran_1,0.9463333333
LBtran_2,0.7401333333
LBtran_3,0.7214333333
LBstat_1,1.0994333333
LBstat_2,1.3541333333
LBstat_3,1.4259333333
LBGexp_1,0.3123333333
LBGexp_2,0.6026333333
LBGexp_3,0.7971333333
LBGtran_2,0.2216333333
LBGtran_3,0.0978333333
LBGstat_1,1.1413333333
LBGstat_2,0.8510333333000001
LBGstat_3,-0.0637666667
S0_1,0.7556333333
S0_2,0.8203333333
S0_3,1.1323333333
S1_1,0.7039333333000001
S1_2,1.0482333333
S1_3,0.2410333333
S2_1,0.6317333333
S2_2,0.5324333333
S2_3,0.8548333333
S3_1,1.8468333333
S3_2,0.9914333333
S4_1,1.4699333333
S4_2,1.9717333333
S4_3,2.0804333333
S5_1,1.8304333333
S5_2,1.7147333332999999
S5_3,2.0310333333
S6_1,1.7431333332999999
S6_2,-0.1278666667
S6_3,1.8728333333
S6/t_1,1.7986333333000002
S6/t_2,-0.1069666667
S6_4,1.8685333333
S6_5,2.4719333333
S6_6,2.8500333333
S7_4,3.0531333333
S7_5,2.5747333333
S7_6,2.3604333333
S8_4,2.1722333333
S8_5,1.5873333333000001
G135_1,-1.4074666667
G135_3,-2.2147666667
G150_1,-1.9006666667
G150_2,-0.8160666667
G150_3,-2.0705666667
G180_1,-0.6591666667
G180_2,-0.14076666670000001
G180_3,-0.1408666667
C30_1,-0.1934666667
C30_2,0.4615333333
C90_1,1.0136333333
C90_2,0.9453333333
BI_1,0.7636333333
BI_2,0.9722333333000001
BC_2,2.0677333333
BC/t_1,2.3604333333
BC/t_2,2.8022333333000002
BC_1,1.7930333333
Sw_1,2.2099333333
Sw_2,1.6202333332999999
BT_1,2.0118333333
BT_2,1.7914333333
B36_1,2.5332333333
B36_2,1.8115333332999999
B60_1,2.1147333333
B60_2,1.9578333333
M9exp_1,0.2419333333
M9exp_2,-0.0014666667
M9exp_3,-0.2404666667
M9tran_1,-0.0941666667
M9tran_2,-0.6051666667
M9tran_3,0.1982333333
M9stat_1,0.3675333333
M9stat_2,0.1376333333
M9stat_3,-0.09696666670000001
M+G_1,-0.41906666670000003
M+G_2,-0.0157666667
M+G_3,0.2828333333
Glu_1,0.9206333333000001
Glu_2,0.23213333330000002
Glu_3,0.2482333333
Fru_1,0.8821333333
Fru_2,1.1437333333
Fru_3,0.07903333330000001
Mal_1,0.3900333333
Mal_2,0.5711333333
Mal_3,0.0559333333
G+S_2,1.6602333333
G+S_3,1.4455333333
Pyr_1,0.9634333333
Pyr_2,1.9861333333000002
Pyr_3,1.4107333333
Gly_1,0.7437333333
Gly_2,1.8426333333
Gly_3,0.5503333333
Glucon_1,0.5667333333
Glucon_2,0.7118333333
Glucon_3,-0.6613666667
aero_1,0.7857333333000001
aero_2,-0.0557666667
aero_3,0.6904333333
nit_1,1.4464333333
nit_2,1.2607333333000001
nit_3,0.9265333333
ferm_1,0.7837333333000001
ferm_2,0.8961333333
ferm_3,1.8096333332999999
T-5.40H_1,0.7827333333000001
T-4.40H_1,0.9981333333000001
T-3.40H_1,1.0230333333
T-2.40H_1,0.5388333333
T-1.40H_1,0.6976333333
T-1.10H_1,0.5189333333
T-0.40H_1,1.1109333333
T0.0H_1,0.9537333333
T0.30H_1,2.3374333333
T1.0H_1,1.4948333333
T1.30H_1,1.5799333333
T2.0H_1,0.5813333333
T2.30H_1,0.8999333333
T3.0H_1,0.8186333333
T3.30H_1,0.9910333333
T4.0H_1,0.7902333333
T5.0H_1,0.49513333330000003
HPh_1,2.0149333333
HPh_2,1.3591333333
HPh_3,2.3363333333
LPh_1,1.1629333333
LPh_2,0.9180333333
LPh_3,1.2835333333
LPhT_1,1.4428333333
LPhT_2,1.4981333333
LPhT_3,1.5504333333
SMMPr_1,0.3778333333
SMMPr_2,0.8013333333
SMMPr_3,0.8116333333
HiTm_1,1.1197333333
HiTm_2,0.44823333330000004
HiTm_3,0.8099333333000001
LoTm_1,2.1265333333
LoTm_2,1.9368333333
LoTm_3,1.8035333332999999
HiOs_1,1.8035333332999999
HiOs_2,2.4051333333000002
HiOs_3,2.0200333333
BMM_1,-0.0416666667
BMM_2,-0.2859666667
BMM_3,0.1014333333
Heat_1,-0.5456666667
Heat_2,-0.3949666667
Heat_3,-0.6562666667
Cold_1,0.31163333330000004
Cold_2,0.0576333333
Cold_3,-0.6248666667
Etha_1,0.6342333333
Etha_2,-0.1992666667
Etha_3,0.3436333333
SMM_1,0.7667333333
SMM_2,1.1395333333
SMM_3,0.7067333333
Salt_1,1.0121333333
Salt_2,0.5065333333
Salt_3,0.3204333333
Mt0_1,0.7408333333
Mt0_3,0.20523333330000001
M0t45_1,0.2459333333
M0t45_2,0.11593333330000001
M0t45_3,0.3496333333
M0t90_1,-0.22716666670000002
M0t90_2,1.3874333333
M0t90_3,0.7786333333000001
M40t45_1,-0.4211666667
M40t45_2,1.0533333333
M40t45_3,0.4025333333
M40t90_1,-0.1272666667
M40t90_2,0.9991333333
M40t90_3,1.0028333333
dia0_1,1.0467333333
dia0_2,0.7675333333000001
dia0_3,0.6085333333
dia5_1,0.7698333333
dia5_2,0.9585333333
dia5_3,0.7992333333
dia15_1,0.4343333333
dia15_2,1.1513333333
dia15_3,0.7968333333000001
Diami_1,0.2000333333
Diami_2,-0.4349666667
Diami_3,-0.5952666667000001
Paraq_1,-0.5207666667
Paraq_2,-0.0851666667
Paraq_3,-2.2883666667
H2O2_1,-1.3670666667
H2O2_2,-0.7106666667
H2O2_3,-1.1206666667
Oxctl_1,-0.8977666667
Oxctl_2,-1.2932666667000001
Oxctl_3,-0.038866666700000004
GM-0.1_1,0.7828333333
GM-0.2_1,0.8258333333000001
GM+5_1,0.4026333333
GM+15_1,0.8279333333000001
GM+25_1,1.0720333333
GM+45_1,1.2746333333
GM+60_1,0.9770333333000001
GM+90_1,0.8824333333000001
GM+120_1,0.43663333330000004
GM+150_1,0.7559333333
GM-0.1_2,0.3427333333
GM-0.2_2,0.7965333333
GM+5_2,0.8028333333000001
GM+10_2,1.0367333333
GM+15_2,1.4454333333
GM+25_2,1.1680333333
GM+45_2,0.27133333330000003
GM+60_2,0.3049333333
GM+90_2,0.8249333333000001
GM+150_2,0.8347333333
GM-0.1_3,1.4364333333000001
GM-0.2_3,0.7992333333
