,BSU30280
M9exp_1,7.9865
M9exp_2,7.7901
M9exp_3,7.6128
M9tran_1,8.5719
M9tran_2,8.282
M9tran_3,8.6057
M9stat_1,9.992
M9stat_2,10.2515
M9stat_3,10.1809
MG-0.1_1,7.7229
MG-0.1_2,7.1903
MG-0.1_3,8.0378
MG-0.2_2,7.5286
MG-0.2_3,7.8105
MG+5_1,7.364
MG+5_2,6.6714
MG+5_3,7.4837
MG+10_1,7.1739
MG+10_2,6.9571
MG+10_3,7.3105
MG+15_1,7.1637
MG+15_2,7.682
MG+15_3,7.3095
MG+25_1,7.3105
MG+25_2,7.0094
MG+25_3,7.3648
MG+45_1,7.4047
MG+45_2,7.2644
MG+45_3,7.6719
MG+60_2,7.4911
MG+60_3,7.7052
MG+90_2,7.1918
MG+90_3,7.8923
MG+120_1,8.5322
MG+120_2,8.5907
MG+120_3,8.5983
MG+150_1,7.8937
MG+150_3,7.8924
GM-0.1_1,8.0479
GM-0.1_2,8.2898
GM-0.1_3,8.3828
GM-0.2_1,8.3493
GM-0.2_2,8.4216
GM-0.2_3,8.1672
GM+5_1,7.8383
GM+5_2,8.0746
GM+5_3,8.2739
GM+10_2,7.3406
GM+10_3,7.3906
GM+15_1,7.4495
GM+15_2,7.4059
GM+15_3,7.443
GM+25_1,7.4332
GM+25_2,7.3689
GM+25_3,7.5465
GM+45_1,7.6047
GM+45_2,6.8801
GM+45_3,7.9615
GM+60_1,7.3662
GM+60_2,7.0781
GM+60_3,7.7582
GM+90_1,7.6985
GM+90_2,7.892
GM+90_3,7.8034
GM+120_1,8.0956
GM+120_3,8.2539
GM+150_1,7.897
GM+150_2,7.2767
GM+150_3,7.6431
BT_1,8.86
BT_2,8.5294
B36_1,8.466000000000001
B36_2,8.2576
B60_1,9.6023
B60_2,9.4008
S0_1,8.5182
S0_2,8.6389
S0_3,9.2436
S1_1,11.6414
S1_2,11.8473
S1_3,11.8452
S2_1,9.4475
S2_2,9.605
S2_3,9.2561
S3_1,9.7612
S3_2,10.0071
S4_1,11.4139
S4_2,11.0079
S4_3,10.6343
S5_1,11.1796
S5_2,11.6784
S5_3,11.2778
S6_1,11.9824
S6_2,11.0281
S6_3,11.5365
S6/t_1,11.7756
S6/t_2,10.3494
S6_4,10.0243
