,A,iniR
R2,,0.004069858992761466
xmin,,-1.8004081213
xmid,,0.3194433342429619
xmax,,2.0640555495
ystart,,0.35768936715201555
yend,,2.1258891544750464
AX:AX_10_MIC:1,-1.6335461809,0.094943867
AX:AX_10_MIC:2,-1.5257015060999999,0.5318907029000001
AX:AX_30_MIC:1,-0.9733620865,0.3401051254
AX:AX_30_MIC:2,-0.4121192279,0.882253009
AX:QZ_10_MIC:1,-1.5756154393,0.3620249661
AX:QZ_10_MIC:2,-0.6616021653,0.7919043145
AX:QZ_30_MIC:1,-0.4133914997,0.747356244
AX:QZ_30_MIC:2,-1.2865317083,0.4046772005
AX:wt:1,-0.2275729343,0.11894849410000001
AX:wt:2,0.2275729343,-0.11894849410000001
ITM_04:00h_clinic_ctrl:1,1.1621316431,-0.3236536678
ITM_04:00h_clinic_ctrl:2,0.9639384587000001,-0.1111217961
ITM_04:00h_h37rv_control:1,-0.0453974115,0.0308677044
ITM_04:00h_h37rv_control:2,0.1220660932,-0.009192515600000001
ITM_04:00h_h37rv_control:3,-0.0766686817,-0.0216751889
ITM_04:06h_clinic_delam:1,1.3634316723,-0.24290673780000002
ITM_04:06h_clinic_delam:2,1.4790816022,-0.0903619153
ITM_04:06h_clinic_delam:3,1.1959165693,-0.13117282400000002
ITM_04:06h_clinic_DMSO:1,1.7636802099,0.1329446659
ITM_04:06h_clinic_DMSO:2,1.5046507635,0.062005213100000005
ITM_04:06h_clinic_DMSO:3,1.4130833039000001,0.09916520520000001
ITM_04:06h_h37rv_delam:1,0.44028885300000004,0.10783104240000001
ITM_04:06h_h37rv_delam:2,0.29022455610000003,0.0023733725
ITM_04:06h_h37rv_delam:3,-0.0998870959,0.2030220626
ITM_04:06h_h37rv_DMSO:1,1.3408304407,0.2601318807
ITM_04:06h_h37rv_DMSO:2,0.756889554,0.07613941340000001
ITM_04:06h_h37rv_DMSO:3,0.6858320455,0.2381418348
ITM_04:24h_clinic_delam:1,2.2918818848,-0.33788838190000003
ITM_04:24h_clinic_delam:2,1.853953823,-0.42280090600000003
ITM_04:24h_clinic_delam:3,2.6314221436,-0.4302032095
ITM_04:24h_clinic_DMSO:1,1.6057602931,-0.07483169540000001
ITM_04:24h_clinic_DMSO:2,1.902831033,0.1523962023
ITM_04:24h_clinic_DMSO:3,1.2142370092,-0.0274800062
ITM_04:24h_h37rv_delam:1,1.3745524329,0.1336038789
ITM_04:24h_h37rv_delam:2,0.9971192657000001,-0.1358327947
ITM_04:24h_h37rv_delam:3,0.9541901570000001,-0.0067048817
ITM_04:24h_h37rv_DMSO:1,1.6405784302000002,0.27776764190000003
ITM_04:24h_h37rv_DMSO:2,1.4016958304,-0.0078913164
JSF:DMSO:1,0.3080019023,-0.08972378880000001
JSF:DMSO:2,-0.3204768194,-0.0454284219
JSF:DMSO:3,0.1342861854,0.0669835282
JSF:DMSO:4,-0.12181126830000001,0.06816868250000001
JSF:JSF_2019:1,7.2591422308,1.0626933725
JSF:JSF_2019:2,6.7991465932,0.9833944292000001
JSF:JSF_2019:3,7.0428278759,1.1239244323
JSF:JSF_2019:4,7.6961605134,0.8901534829000001
JSF:JSF_2026:1,-2.6851564567,-0.4597595411
JSF:JSF_2026:2,-2.8778979622,-0.2668773736
JSF:JSF_2026:3,-2.9964385476,-0.278310334
JSF:JSF_2026:4,-2.9051613962,-0.36981281520000003
MTS1338:over_expression:1,-3.4144493043,-0.0651590268
MTS1338:over_expression:2,3.4144493043,0.0651590268
PAS:control:1,0.2075149876,-0.08579837430000001
PAS:control:2,-0.2189840274,-0.0121612812
PAS:control:3,0.0114690398,0.0979596555
PAS:treated:1,-0.23574288870000001,0.9170656242
PAS:treated:2,-0.2096609981,0.8800252797
PAS:treated:3,-0.6785374877,0.9034450111000001
THP-1:24h_THP_B_enriched:1,0.4180220271,-0.054731043900000005
THP-1:24h_THP_B_enriched:2,-0.4180220271,0.054731043900000005
aminoimidazoles:02h_treated:1,-0.6956044469,-0.9960305795000001
aminoimidazoles:02h_treated:2,-0.4720950786,-0.8645098767
aminoimidazoles:24h_treated:1,-1.1524231393,-1.1038066573
aminoimidazoles:24h_treated:2,-0.5389685125,-0.8821468771000001
aminoimidazoles:untreated:1,0.30815418180000004,0.1169294372
aminoimidazoles:untreated:2,0.3698801948,0.0421538818
aminoimidazoles:untreated:3,-0.6780343766,-0.159083319
antibiotic:ctrl_24h:1,-0.1124785398,-0.1289219748
antibiotic:ctrl_24h:2,-0.4293954296,0.3067166447
antibiotic:ctrl_24h:3,-0.9133752702,0.0651839552
antibiotic:ctrl_4h:1,-0.1631791192,-0.0010911985
antibiotic:ctrl_4h:2,0.1401517383,0.2759026834
antibiotic:ctrl_4h:3,0.0230273809,-0.2748114849
antibiotic:izd_4h:1,-2.9133640578,1.7259554204
antibiotic:izd_4h:2,-2.2977653127,1.7710763186
base:wt_glu_24:1,1.1849432892,0.0838869904
base:wt_glu_24:2,1.5530854748,0.2636215543
base:wt_glu_24:3,0.5083270641000001,-0.2601893343
base:wt_glu_6:1,0.3124367538,0.057869612300000005
base:wt_glu_6:2,-0.5181021436000001,0.0179750474
base:wt_glu_6:3,0.2056653899,-0.0758446597
base:wt_llac_24:1,-1.9052474788,0.5046564619
base:wt_llac_24:2,-2.5015716886,0.5647060695
base:wt_llac_24:3,-1.3745934951,0.017529611900000002
base:wt_llac_6:1,-1.1443924085,0.1680288278
base:wt_llac_6:2,-1.1947490083,-0.4219185958
base:wt_llac_6:3,-1.459491992,0.081061986
base:wt_pyr_24:1,-2.084068552,0.7640656508
base:wt_pyr_24:2,-2.9630970228,0.3194423555
base:wt_pyr_24:3,-2.9591760381,0.7397371488000001
base:wt_pyr_6:1,-0.5442989758,-0.6803496059
base:wt_pyr_6:2,-0.2507026783,-0.18042221930000002
base:wt_pyr_6:3,-0.9474640037000001,-0.43284059350000004
biofilm:biofilm:1,0.38496636160000003,0.38830667750000003
biofilm:biofilm:2,0.36943342290000003,0.3708830866
biofilm:planktonic:1,-0.015680025400000002,0.052886928400000005
biofilm:planktonic:2,0.015680025400000002,-0.052886928400000005
btz043:0_days_.006:1,-0.2590374426,0.07089121200000001
btz043:0_days_.006:2,-0.6566706050000001,0.08774735360000001
btz043:0_days_.006:3,-0.2725641095,0.0197901867
btz043:0_days_control:1,-0.012551022200000001,0.002088112
btz043:0_days_control:2,-0.1200050529,-0.0484870387
