,BSU__misc_RNA_15
LBexp_1,9.2408
LBexp_2,10.3115
LBexp_3,9.7791
LBtran_1,12.6024
LBtran_2,11.8406
LBtran_3,11.4562
LBstat_1,12.7493
LBstat_2,12.717
LBstat_3,12.281
LBGexp_1,8.225
LBGexp_2,9.1028
LBGexp_3,8.4178
LBGtran_2,9.6066
LBGtran_3,10.7462
LBGstat_1,8.0567
LBGstat_2,8.3471
LBGstat_3,8.6272
S0_1,10.6442
S0_2,10.272
S0_3,10.9559
S1_1,13.7305
S1_2,13.9081
S1_3,13.7498
S2_1,13.6339
S2_2,13.1525
S2_3,14.137
S3_1,13.5386
S3_2,15.0085
S4_1,13.5266
S4_2,13.9352
S4_3,13.8413
S5_1,13.6538
S5_2,14.4451
S5_3,14.2399
S6_1,13.2607
S6_2,12.4248
S6_3,13.5394
S6/t_1,13.2606
S6/t_2,12.4549
S6_4,13.7416
S6_5,14.1122
S6_6,14.3491
S7_4,14.1809
S7_5,13.6544
S7_6,13.2249
S8_4,13.5211
S8_5,12.8197
G135_1,7.6981
G135_3,7.5256
G150_1,7.8149
G150_2,7.5735
G150_3,8.417300000000001
G180_1,7.4644
G180_2,7.3267
G180_3,8.278
C30_1,12.3826
C30_2,12.9827
C90_1,14.2769
C90_2,14.6231
BI_1,13.5053
BI_2,13.33
BC_2,14.6127
BC/t_1,15.4592
BC/t_2,15.4813
BC_1,14.7493
Sw_1,15.8054
Sw_2,15.0702
BT_1,13.2612
BT_2,13.5648
B36_1,13.616
B36_2,13.612400000000001
B60_1,13.5069
B60_2,13.8772
M9exp_1,14.3628
M9exp_2,13.8486
M9exp_3,13.9466
M9tran_1,12.8846
M9tran_2,12.5559
M9tran_3,13.5091
M9stat_1,12.2566
M9stat_2,11.606
M9stat_3,11.8063
M+G_1,12.9439
M+G_2,13.4596
M+G_3,13.3129
Glu_1,14.2219
Glu_2,13.939
Glu_3,14.1637
Fru_1,14.2011
Fru_2,13.7681
Fru_3,12.7462
Mal_1,12.3493
Mal_2,13.4614
Mal_3,12.915
G+S_2,13.8191
G+S_3,14.0039
Pyr_1,12.8306
Pyr_2,13.939
Pyr_3,13.5651
Gly_1,12.7723
Gly_2,13.6376
Gly_3,12.2976
Glucon_1,12.9213
Glucon_2,13.3451
Glucon_3,11.9518
aero_1,12.6464
aero_2,11.4637
aero_3,12.307
nit_1,12.0819
nit_2,12.6234
nit_3,11.5689
ferm_1,11.6075
ferm_2,11.5616
ferm_3,12.392900000000001
T-5.40H_1,13.8651
T-4.40H_1,13.8881
T-3.40H_1,13.9138
T-2.40H_1,13.4591
T-1.40H_1,13.5023
T-1.10H_1,13.3841
T-0.40H_1,13.1371
T0.0H_1,13.1704
T0.30H_1,12.5639
T1.0H_1,11.5945
T1.30H_1,11.8036
T2.0H_1,11.5189
T2.30H_1,12.2723
T3.0H_1,12.3584
T3.30H_1,12.5928
T4.0H_1,12.5498
T5.0H_1,12.3775
HPh_1,14.0816
HPh_2,13.9755
HPh_3,14.5588
LPh_1,13.7593
LPh_2,13.5297
LPh_3,13.2645
LPhT_1,13.8971
LPhT_2,13.8056
