,BSU__tRNA_84
LBexp_1,-0.0055000000000000005
LBexp_2,-0.5226000000000001
LBexp_3,-0.1033
LBtran_1,-0.41450000000000004
LBtran_2,-0.5129
LBtran_3,-0.7892
LBstat_1,0.4197
LBstat_2,0.1542
LBstat_3,2.7881
LBGexp_1,-0.1527
LBGexp_2,-0.65
LBGexp_3,-0.2682
LBGtran_2,-0.6755
LBGtran_3,0.2624
LBGstat_1,0.23
LBGstat_2,-0.0345
LBGstat_3,0.5823
S0_1,1.0765
S0_2,0.54
S0_3,0.6316
S1_1,1.8647
S1_2,3.1858
S1_3,0.9195000000000001
S2_1,0.6608
S2_2,0.2358
S2_3,0.23070000000000002
S3_1,2.7759
S3_2,0.9450000000000001
S4_1,1.0086
S4_2,1.8887
S4_3,1.193
S5_1,2.0491
S5_2,1.1952
S5_3,1.5523
S6_1,1.8162
S6_2,2.5545999999999998
S6_3,1.0995
S6/t_1,1.5327000000000002
S6/t_2,1.6378
S6_4,1.928
S6_5,2.9352
S6_6,2.6203000000000003
S7_4,3.7583
S7_5,2.7128
S7_6,2.7077999999999998
S8_4,2.6417
S8_5,4.0045
G135_1,-0.4456
G135_3,-0.49610000000000004
G150_1,-1.0716
G150_2,0.5423
G150_3,-1.1042
G180_1,-1.107
G180_2,-1.338
G180_3,-0.0796
C30_1,0.5092
C30_2,0.9245000000000001
C90_1,0.2959
C90_2,0.6714
BI_1,-0.2877
BI_2,0.3393
BC_2,1.4935
BC/t_1,2.2095000000000002
BC/t_2,2.5556
BC_1,1.2547000000000001
Sw_1,1.5590000000000002
Sw_2,0.7714000000000001
BT_1,1.518
BT_2,-0.6214000000000001
B36_1,1.3831
B36_2,0.3744
B60_1,0.47700000000000004
B60_2,0.8127000000000001
M9exp_1,0.6496000000000001
M9exp_2,-0.4063
M9exp_3,-0.24330000000000002
M9tran_1,0.5081
M9tran_2,0.34040000000000004
M9tran_3,0.323
M9stat_1,0.2896
M9stat_2,0.5698
M9stat_3,0.3195
M+G_1,0.47290000000000004
M+G_2,0.9309000000000001
M+G_3,0.8535
Glu_1,1.0531
Glu_2,1.0116
Glu_3,0.9698
Fru_1,1.6733
Fru_2,2.5016
Fru_3,0.0844
Mal_1,0.49260000000000004
Mal_2,1.295
Mal_3,-0.24070000000000003
G+S_2,2.1298
G+S_3,1.1591
Pyr_1,1.1173
Pyr_2,1.6402999999999999
Pyr_3,1.0402
Gly_1,0.907
Gly_2,2.3434
Gly_3,1.2056
Glucon_1,0.20170000000000002
Glucon_2,0.7254
Glucon_3,0.6838000000000001
aero_1,1.267
aero_2,0.4888
aero_3,1.5449000000000002
nit_1,1.7305000000000001
nit_2,1.7159
nit_3,1.3406
ferm_1,1.2309
ferm_2,0.8549
ferm_3,1.6537000000000002
T-5.40H_1,-0.020300000000000002
T-4.40H_1,0.17980000000000002
T-3.40H_1,0.9716
T-2.40H_1,0.32380000000000003
T-1.40H_1,0.5036
T-1.10H_1,0.5041
T-0.40H_1,0.8384
T0.0H_1,0.2622
T0.30H_1,1.5019
T1.0H_1,0.4741
T1.30H_1,0.362
T2.0H_1,-0.1562
T2.30H_1,0.34600000000000003
T3.0H_1,0.0981
T3.30H_1,-0.7048
T4.0H_1,-0.2792
T5.0H_1,-1.1945000000000001
HPh_1,2.4225
HPh_2,1.9819
HPh_3,3.0429
LPh_1,2.1895
LPh_2,1.8552
LPh_3,1.7530999999999999
LPhT_1,3.1542
LPhT_2,3.2047
LPhT_3,2.9806
SMMPr_1,0.14650000000000002
SMMPr_2,0.38720000000000004
SMMPr_3,0.7481
HiTm_1,2.1199
HiTm_2,1.7495
HiTm_3,2.0642
LoTm_1,-0.2541
