,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,0.41183563182824734,2.0,0.0,-0.29121176800000004,1.0,0.29121176800000004,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,-0.4538211205,0.17630168853820022,2.0,2.0,-0.57848524,3.0,-0.329157001,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,-0.2389574356666667,0.40470892698262245,3.0,4.0,0.22834062900000002,5.0,-0.46890448900000004,6.0,-0.476308447,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,-0.4464292765,0.0035248205310909504,2.0,7.0,-0.44393685200000005,8.0,-0.448921701,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.4971641148881237,2.0,9.0,-0.35154811700000005,10.0,0.35154811700000005,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,-0.513296029,0.30004257439588583,2.0,11.0,-0.30113389,12.0,-0.7254581680000001,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.005994811692919804,2.0,13.0,-0.004238972000000001,14.0,0.004238972000000001,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,0.12561910250000002,0.31489790966817666,4.0,15.0,0.26407015100000003,16.0,0.502265017,17.0,-0.08840466100000001,18.0,-0.175454097,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-1.9880606039999997,0.20989939206936875,4.0,19.0,-1.99033215,20.0,-2.241298412,21.0,-1.727271717,22.0,-1.9933401370000001,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.5847152436666666,0.18350833123553287,3.0,23.0,0.47162711,24.0,0.486070351,25.0,0.7964482700000001,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.06263479035751976,2.0,26.0,-0.044289485,27.0,0.044289485,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,-0.460438595,0.23250192527375485,2.0,28.0,-0.624842283,29.0,-0.296034907,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,0.4498795465,0.04394521637574584,2.0,30.0,0.480953507,31.0,0.418805586,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,4.999999997368221e-10,0.17745797924528126,2.0,32.0,0.125481741,33.0,-0.12548174,,,,,,,,,,,,
14,Catabolite_repression__delHfq,-0.925723697,0.024466509811954182,2.0,34.0,-0.943024132,35.0,-0.908423262,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,-0.5101569205,0.18273386133163308,2.0,36.0,-0.639369273,37.0,-0.38094456800000004,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,4.625929269271485e-18,0.14827796359971035,3.0,38.0,-0.103994295,39.0,0.16979037500000002,40.0,-0.06579608,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,-1.2897775320000002,0.39142177321135174,3.0,41.0,-1.594122456,42.0,-0.848223609,43.0,-1.426986531,,,,,,,,,,
18,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.721477305229534,2.0,44.0,-0.5101614950000001,45.0,0.5101614950000001,,,,,,,,,,,,
19,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,0.1826929575,0.5732495491272367,2.0,46.0,-0.22265568600000002,47.0,0.588041601,,,,,,,,,,,,
20,HapZ_SagS_mutant__PA_HapZ_SagS_wt,-0.047978659,,1.0,48.0,-0.047978659,,,,,,,,,,,,,,
21,HapZ_SagS_mutant__delHapZp,-0.3245275835,0.27927648094199464,2.0,49.0,-0.522005877,50.0,-0.12704929,,,,,,,,,,,,
22,HapZ_SagS_mutants__PA_HapZ_SagS_wt,0.023989329500000003,0.02485640071292585,2.0,51.0,0.041565459000000006,52.0,0.0064132,,,,,,,,,,,,
