,A,ErbR
R2,,0.525130371184718
xmin,,-4.75568223
xmid,,-1.9917437668702689
xmax,,7.588695642
ystart,,-5.05412729941191
yend,,17.390658660443226
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.520404225,0.8318645750000001
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.520404225,-0.8318645750000001
AB569_EDTA_NaNO2:NaNO2:1,1.500853496,1.419882818
AB569_EDTA_NaNO2:NaNO2:2,2.05395037,0.909635203
AB569_EDTA_NaNO2:EDTA:1,2.474939113,-0.42359427800000005
AB569_EDTA_NaNO2:EDTA:2,4.037589241,0.08128715900000001
AB569_EDTA_NaNO2:EDTA:3,3.088059742,-0.08525357700000001
AB569_EDTA_NaNO2:NaNO2_EDTA:1,1.653070573,1.15370982
AB569_EDTA_NaNO2:NaNO2_EDTA:2,2.206066599,1.5570778889999999
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.11387383300000001,-0.201677988
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.11387383300000001,0.201677988
Anthranilate_metabolism_GntR_AntP:antP:1,0.929471789,0.38915676
Anthranilate_metabolism_GntR_AntP:antP:2,0.205482412,0.48427544
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.33695647700000003,-0.201610648
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.33695647700000003,0.201610648
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,1.377939808,-0.5107897210000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,1.5603773410000001,-0.079311196
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.320047892,0.10603771000000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.204904615,-0.191290645
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-5.345229571,-4.75568223
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-4.312335254,-3.864166108
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-6.099198957,-4.227524593
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-5.471062704,-4.013705937
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.274961031,0.033899132000000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.81746031,0.387806978
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,2.315836823,0.288829312
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.14912171700000001,-0.206181318
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.14912171700000001,0.206181318
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-0.020528056000000003,0.324204716
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-1.117183391,0.48649934300000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,2.018223072,0.488068624
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,2.381573241,1.184648243
Catabolite_repression:del_hfq_crc_wt:1,-0.18684645400000002,-0.193563807
Catabolite_repression:del_hfq_crc_wt:2,0.18684645400000002,0.193563807
Catabolite_repression:delHfq:1,-0.5289742540000001,0.31301653500000004
Catabolite_repression:delHfq:2,-0.293172166,-0.028470378
Catabolite_repression:deldcrc:1,22.03252702,7.368846853
Catabolite_repression:deldcrc:2,24.12153835,7.588695642
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.464379121,-0.244747015
