,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,2AA__WT,-1.1275702593849246e-17,0.2114516544046899,4.0,0.0,0.0945458305,1.0,-0.3002559732,2.0,0.1861752716,3.0,0.0195348711
1,2AA__del_ridA,0.34743391627500003,0.16674023989630354,4.0,4.0,0.5172489509,5.0,0.2119264033,6.0,0.19682793980000002,7.0,0.46373237110000004
2,GC_MS__WT,1.1564823173178713e-18,0.11505434884386655,3.0,8.0,0.1273698403,9.0,-0.0963987708,10.0,-0.0309710695,,
3,GC_MS__del_slyA,-0.08969723635,0.017409903253002783,2.0,11.0,-0.102007897,12.0,-0.0773865757,,,,
4,Rho__WT,-9.25185853854297e-18,0.31766165268404895,3.0,13.0,0.3526680022,14.0,-0.2636717693,15.0,-0.0889962329,,
5,Rho__rho_Y80C,0.21624329536666667,0.2046853215796529,3.0,16.0,0.4516758114,17.0,0.080506808,18.0,0.1165472667,,
6,Rho__rho_K130Q,0.22630930056666668,0.07854974230134892,3.0,19.0,0.1789705487,20.0,0.3169812432,21.0,0.1829761098,,
7,flagella__WT,0.0,0.34802365604110513,2.0,22.0,0.2460898872,23.0,-0.2460898872,,,,
8,flagella__del_rfaL,0.4578904019,0.3277681583127905,2.0,24.0,0.6896574893,25.0,0.2261233145,,,,
9,flagella__del_rfaG,0.7793186661,0.1005037977160217,2.0,26.0,0.850385583,27.0,0.7082517492,,,,
10,flagella__del_rfaD,0.91116784195,0.15294399492043434,2.0,28.0,1.0193155779,29.0,0.8030201060000001,,,,
11,nusG__WT_OD08,0.0,0.14775963161416183,2.0,30.0,-0.10448183750000001,31.0,0.10448183750000001,,,,
12,omv__spi2_ind_lowOD_intracellularRNAs,-2.343990991533333,0.3877306937223139,3.0,32.0,-1.9036081304999999,33.0,-2.4943090177,45.0,-2.6340558264,,
13,omv__spi2_ind_highOD_intracellularRNAs,-2.4542385667,0.31628435609003147,3.0,34.0,-2.6987233407,36.0,-2.5669561558,37.0,-2.0970362036,,
14,omv__spi1_ind_highOD_intracellularRNAs,0.2489003547666667,0.11728099892359614,3.0,35.0,0.28753121940000004,41.0,0.1171768492,42.0,0.3419929957,,
15,omv__controlPCN_highOD_intracellularRNAs,-0.383175757,0.059538196234364446,3.0,38.0,-0.3703833633,39.0,-0.33107355380000003,40.0,-0.4480703539,,
16,omv__controlPCN_lowOD_intracellularRNAs,0.0,0.16220638404742344,3.0,43.0,0.12264427160000001,44.0,0.061273533000000005,46.0,-0.1839178046,,
17,sv5015__STM1625,0.04051628096666667,0.2900620856945864,3.0,47.0,0.2081762849,48.0,-0.2944184917,49.0,0.2077910497,,
18,sv5015__STM0581,-0.22420814693333335,0.246630882277358,3.0,50.0,-0.5077729505,51.0,-0.10523021240000001,52.0,-0.059621277900000005,,
19,sv5015__WT,-1.1564823173178714e-17,0.5935098025656825,3.0,53.0,0.5721054548,54.0,-0.6128177763,55.0,0.0407123215,,
20,tomato__tomato_root,0.8212357107,0.20308230650997747,3.0,56.0,1.0534441185,57.0,0.6768142907,58.0,0.7334487229000001,,
21,tomato__LB,0.0,0.3201280761586713,2.0,59.0,0.2263647335,60.0,-0.2263647335,,,,
22,AcrB_efflux_virulence__AcrB_D408A,0.23730281046666668,0.27158863232414215,3.0,61.0,0.1908063369,62.0,-0.0080358915,63.0,0.5291379860000001,,
23,AcrB_efflux_virulence__WT,-9.25185853854297e-18,0.4166762315031494,3.0,64.0,0.4800154748,65.0,-0.2684320204,66.0,-0.2115834544,,
24,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_0,0.18289334446666664,0.3612183203211854,3.0,67.0,0.2527575026,74.0,0.5040763093,75.0,-0.2081537785,,
25,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_16,0.33710924726666675,0.044902835902948385,3.0,68.0,0.3172362649,69.0,0.3885193819,71.0,0.30557209500000004,,
26,Chlortetracycline_florfenicol_MDR__1434_Chlortetracycline_0,-0.2463760035,0.09846817388909575,3.0,70.0,-0.1380487662,106.0,-0.2706249349,107.0,-0.33045430940000003,,
27,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_32,0.9381437609333334,0.3676929382830988,3.0,72.0,1.3499327176,79.0,0.8218064612,110.0,0.642692104,,
28,Chlortetracycline_florfenicol_MDR__530_Florfenicol_0,-0.5491227262000001,0.37536249086871276,3.0,73.0,-0.7568892266,76.0,-0.7746659633,109.0,-0.11581298870000001,,
29,Chlortetracycline_florfenicol_MDR__5317_Chlortetracycline_16,0.6016198206666666,0.3384783648459349,3.0,77.0,0.9897689315,78.0,0.4472038619,86.0,0.3678866686,,
