,BSU__misc_RNA_17
LBexp_1,12.8412
LBexp_2,12.8162
LBexp_3,12.0373
LBtran_1,12.895199999999999
LBtran_2,12.1655
LBtran_3,12.1736
LBstat_1,12.2049
LBstat_2,11.9398
LBstat_3,11.3783
LBGexp_1,12.9557
LBGexp_2,13.3723
LBGexp_3,12.5117
LBGtran_2,11.7131
LBGtran_3,13.328
LBGstat_1,10.1727
LBGstat_2,9.5567
LBGstat_3,10.566
S0_1,11.4191
S0_2,11.439
S0_3,11.9025
S1_1,12.9528
S1_2,13.0997
S1_3,13.212
S2_1,13.276
S2_2,12.6822
S2_3,12.8601
S3_1,13.1191
S3_2,12.6955
S4_1,12.6814
S4_2,12.7677
S4_3,12.559
S5_1,12.3026
S5_2,12.7121
S5_3,12.833
S6_1,11.7281
S6_2,11.1266
S6_3,12.0991
S6/t_1,12.1143
S6/t_2,10.9046
S6_4,12.1326
S6_5,12.6845
S6_6,12.9826
S7_4,12.8855
S7_5,12.3833
S7_6,12.4069
S8_4,12.3772
S8_5,11.694
G135_1,11.9543
G135_3,10.3504
G150_1,11.629
G150_2,12.9748
G150_3,12.6104
G180_1,12.192
G180_2,12.8252
G180_3,11.5619
C30_1,12.4501
C30_2,12.9758
C90_1,14.5205
C90_2,15.0513
BI_1,13.865
BI_2,14.0787
BC_2,13.7227
BC/t_1,14.3095
BC/t_2,14.3698
BC_1,13.7475
Sw_1,14.8065
Sw_2,14.5236
BT_1,11.4263
BT_2,10.6321
B36_1,11.6615
B36_2,11.5254
B60_1,12.0924
B60_2,12.1547
M9exp_1,13.8162
M9exp_2,13.3976
M9exp_3,13.3734
M9tran_1,12.9216
M9tran_2,12.7875
M9tran_3,13.3181
M9stat_1,11.6949
M9stat_2,11.1118
M9stat_3,11.141
M+G_1,12.1304
M+G_2,12.5063
M+G_3,12.3157
Glu_1,13.2858
Glu_2,12.9954
Glu_3,13.0935
Fru_1,13.1358
Fru_2,13.1273
Fru_3,12.4273
Mal_1,11.5943
Mal_2,12.4726
Mal_3,12.3663
G+S_2,12.5275
G+S_3,12.9087
Pyr_1,12.5443
Pyr_2,13.144
Pyr_3,12.6978
Gly_1,11.9879
Gly_2,12.6126
Gly_3,10.8341
Glucon_1,11.9776
Glucon_2,12.5374
Glucon_3,11.3435
aero_1,13.021
aero_2,11.8514
aero_3,12.4017
nit_1,12.2225
nit_2,12.4947
nit_3,11.8985
ferm_1,11.9707
ferm_2,12.1021
ferm_3,12.4585
T-5.40H_1,13.5774
T-4.40H_1,13.6589
T-3.40H_1,13.6837
T-2.40H_1,13.3914
T-1.40H_1,13.32
T-1.10H_1,13.1595
T-0.40H_1,13.3898
T0.0H_1,13.2252
T0.30H_1,11.883
T1.0H_1,11.0919
T1.30H_1,11.6696
T2.0H_1,11.9602
T2.30H_1,12.6865
T3.0H_1,12.4968
T3.30H_1,12.8769
T4.0H_1,12.4648
T5.0H_1,12.5258
HPh_1,13.0627
HPh_2,12.3829
HPh_3,13.0365
LPh_1,12.6496
LPh_2,12.7331
LPh_3,12.312
LPhT_1,12.8379
LPhT_2,12.615
LPhT_3,12.663499999999999
SMMPr_1,12.9865
SMMPr_2,12.6466
SMMPr_3,12.5405
HiTm_1,12.7746
HiTm_2,13.7476
HiTm_3,14.266
LoTm_1,11.7226
LoTm_2,11.5018
LoTm_3,11.4456
HiOs_1,13.7062
HiOs_2,13.4017
HiOs_3,13.5921
BMM_1,12.8273
BMM_2,12.4582
BMM_3,12.1861
Heat_1,13.1725
Heat_2,12.9196
Heat_3,12.1771
Cold_1,11.0499
Cold_2,10.3553
Cold_3,10.0852
Etha_1,12.3677
Etha_2,11.1232
Etha_3,11.6147
SMM_1,12.9091
SMM_2,13.135
SMM_3,12.646
Salt_1,12.9697
Salt_2,12.8521
Salt_3,12.6352
Mt0_1,12.2516
Mt0_3,12.4995
M0t45_1,12.8978
M0t45_2,11.8234
M0t45_3,13.0428
M0t90_1,11.548
M0t90_2,12.6897
M0t90_3,12.6748
M40t45_1,12.1271
