,A,FleN
R2,,0.2574021409329672
xmin,,-2.838555458
xmid,,
xmax,,1.472502212
ystart,,-12.112243970934992
yend,,7.35340610423075
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,1.3034729710000001,0.024751634
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-1.3034729710000001,-0.024751634
AB569_EDTA_NaNO2:NaNO2:1,-5.453926167,0.422955472
AB569_EDTA_NaNO2:NaNO2:2,-5.271016831,0.464245083
AB569_EDTA_NaNO2:EDTA:1,-1.5711906930000001,0.17472221000000002
AB569_EDTA_NaNO2:EDTA:2,-2.375556939,0.16959424
AB569_EDTA_NaNO2:EDTA:3,-0.560607363,0.27017022900000004
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-4.944810411,0.27680029
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-4.269756081,0.525782143
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.11109097300000001,-0.052751767000000005
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.11109097300000001,0.052751767000000005
Anthranilate_metabolism_GntR_AntP:antP:1,-3.01211836,0.37154213900000005
Anthranilate_metabolism_GntR_AntP:antP:2,-3.543294964,0.5431214910000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.221053933,-0.010296357
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.221053933,0.010296358
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,4.310467687,0.6165221280000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,2.175681666,0.32627009700000004
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.210978294,-0.205602359
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.724290682,-0.47297731
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,14.264669959999999,0.428947927
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,12.59936803,0.43379918
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,13.70576048,0.493728871
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,14.53597897,0.5823031790000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.551346019,-0.7733622440000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.8686079800000001,-0.544865342
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-1.3273979439999999,-0.6715406850000001
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.039330964,0.0062683520000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.039330964,-0.0062683520000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,2.957238734,-0.044879111000000006
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,3.244094477,-0.104247987
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,5.194081342,0.056658255000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,6.054377065,-0.00449722
Catabolite_repression:del_hfq_crc_wt:1,-0.054505725000000005,-0.064957151
Catabolite_repression:del_hfq_crc_wt:2,0.054505725000000005,0.064957151
Catabolite_repression:delHfq:1,8.229276785,0.24448649
Catabolite_repression:delHfq:2,8.936654045000001,0.389771768
Catabolite_repression:deldcrc:1,8.896118083,0.875134363
Catabolite_repression:deldcrc:2,9.921772656,0.921562278
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.080949085,-0.078877028
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.020468815,0.071035307
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.10141789999999999,0.007841722
Diallyl_disulphide_treatment:PAO1_DDS:1,6.086267291,-0.542619517
Diallyl_disulphide_treatment:PAO1_DDS:2,4.863328704,-0.898419559
Diallyl_disulphide_treatment:PAO1_DDS:3,4.932035065,-0.317518158
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.021821731,-0.01579826
