,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,-0.390019101,0.05294002687569216,2.0,0.0,-0.427453353,5.0,-0.352584849,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.06554919176736329,2.0,1.0,0.046350278,6.0,-0.046350278,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,-1.9533334679999999,0.3119149608916181,2.0,2.0,-1.732776284,7.0,-2.173890652,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,2.124002125,0.23061531488407444,2.0,3.0,1.960932472,8.0,2.287071778,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,7.180964877,0.40919684367114795,2.0,4.0,7.47031074,9.0,6.891619014,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,1.270002862217049,2.0,10.0,-0.8980276359999999,29.0,0.8980276359999999,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,-1.6827135174999999,0.6025163070633911,2.0,11.0,-2.108756884,30.0,-1.256670151,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.9978327039999999,0.016915091635706547,2.0,12.0,1.00979348,31.0,0.985871928,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,-0.141591229,0.23783306916926997,2.0,13.0,0.026582147,14.0,-0.309764605,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-1.6896674034999999,0.577850294144193,2.0,15.0,-1.281065542,18.0,-2.098269265,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-0.357546045,1.0243938302847386,2.0,16.0,0.366809779,19.0,-1.081901869,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,2.052127253,0.737415424195228,2.0,17.0,2.5735587000000004,20.0,1.530695806,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,-2.1931783635000004,0.767806860215597,2.0,21.0,-1.650256926,24.0,-2.7360998010000004,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,-0.4456325375,0.28788249231383944,2.0,22.0,-0.242068875,25.0,-0.6491962,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,1.1768344795,0.5826523538759666,2.0,23.0,1.58883191,26.0,0.764837049,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-2.1444106329999997,0.3633026338241646,2.0,27.0,-2.401304389,28.0,-1.887516877,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,3.9141815410000005,0.7032916219039949,2.0,32.0,3.416879266,33.0,4.4114838160000005,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-2.279831308,0.4227010233142512,2.0,34.0,-1.980936548,38.0,-2.578726068,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,3.1120609015,1.282794608443584,2.0,35.0,4.019133668,39.0,2.204988135,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,7.1958210385,0.7011138383768505,2.0,36.0,6.700058689,40.0,7.691583388,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,26.60077494,0.9231029278275263,2.0,37.0,27.25350728,41.0,25.9480426,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-1.5974629500000002,0.08382384185389802,2.0,42.0,-1.656735357,45.0,-1.538190543,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,3.3368799085000003,0.5989951330819705,2.0,43.0,2.913326388,46.0,3.760433429,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,5.1420197375,0.31555623342428946,2.0,44.0,5.36515169,47.0,4.918887785,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,-1.5019009520000002,0.2511764343455556,2.0,48.0,-1.324292392,52.0,-1.679509512,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,-1.838117276,0.35724935429993576,2.0,49.0,-2.090730717,53.0,-1.585503835,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,-0.426676594,0.055572127216855456,2.0,50.0,-0.465972022,54.0,-0.387381166,,
