,BSU_misc_RNA_42
M9exp_1,15.8443
M9exp_2,15.4913
M9exp_3,15.3963
M9tran_1,15.3164
M9tran_2,14.9495
M9tran_3,15.5312
M9stat_1,14.2885
M9stat_2,13.6581
M9stat_3,13.5824
MG-0.1_1,14.9742
MG-0.1_2,14.8418
MG-0.1_3,15.7728
MG-0.2_2,15.1745
MG-0.2_3,15.3423
MG+5_1,15.389
MG+5_2,15.0003
MG+5_3,14.6551
MG+10_1,15.3544
MG+10_2,15.242
MG+10_3,14.8674
MG+15_1,14.4704
MG+15_2,15.6127
MG+15_3,15.4396
MG+25_1,15.0056
MG+25_2,14.8248
MG+25_3,15.2817
MG+45_1,15.3629
MG+45_2,14.581
MG+45_3,15.5799
MG+60_2,15.0861
MG+60_3,15.1517
MG+90_2,14.7481
MG+90_3,15.4288
MG+120_1,14.1877
MG+120_2,15.095
MG+120_3,15.1543
MG+150_1,14.9867
MG+150_3,15.606
GM-0.1_1,15.0715
GM-0.1_2,15.213
GM-0.1_3,15.4081
GM-0.2_1,14.852
GM-0.2_2,15.6374
GM-0.2_3,15.4233
GM+5_1,14.8455
GM+5_2,15.3166
GM+5_3,15.5402
GM+10_2,15.2266
GM+10_3,14.5969
GM+15_1,15.2
GM+15_2,15.5284
GM+15_3,15.5503
GM+25_1,15.5751
GM+25_2,15.4458
GM+25_3,15.0154
GM+45_1,15.5622
GM+45_2,14.609000000000002
GM+45_3,14.7754
GM+60_1,15.2938
GM+60_2,14.7438
GM+60_3,14.1812
GM+90_1,15.3614
GM+90_2,15.0745
GM+90_3,14.9862
GM+120_1,14.3815
GM+120_3,13.9794
GM+150_1,15.0668
GM+150_2,14.7756
GM+150_3,14.9828
BT_1,13.2125
BT_2,12.5792
B36_1,13.0936
B36_2,12.8767
B60_1,13.783
B60_2,14.2446
S0_1,14.3788
S0_2,14.1766
S0_3,14.5706
S1_1,15.4245
S1_2,15.5695
S1_3,15.5772
S2_1,15.3607
S2_2,15.1787
S2_3,15.1972
S3_1,15.1365
S3_2,15.4528
S4_1,15.5026
S4_2,15.1182
S4_3,15.3459
S5_1,15.0246
S5_2,15.0095
S5_3,15.4025
S6_1,13.9296
S6_2,12.989
S6_3,14.2053
S6/t_1,14.0646
S6/t_2,12.1042
S6_4,13.9811
S6_5,14.1375
S6_6,14.2226
S7_4,14.4064
S7_5,13.9299
S7_6,14.0118
S8_4,13.575
S8_5,12.7327
G135_1,13.9984
G135_3,12.4102
G150_1,13.6227
G150_2,14.5602
G150_3,13.8977
G180_1,14.428
G180_2,14.9118
G180_3,13.4409
T-5.40H_1,15.7452
T-4.40H_1,15.666
T-3.40H_1,15.9226
T-2.40H_1,15.3447
T-1.40H_1,15.31
T-1.10H_1,14.8384
T-0.40H_1,15.1734
T0.0H_1,14.9015
T0.30H_1,13.5589
T1.0H_1,13.7591
T1.30H_1,14.2917
T2.0H_1,14.5786
T2.30H_1,15.3936
T3.0H_1,15.2087
T3.30H_1,15.3779
T4.0H_1,15.0634
T5.0H_1,15.0614
LBexp_1,14.8125
LBexp_2,14.6249
LBexp_3,13.9413
LBtran_1,14.6074
LBtran_2,14.1316
LBtran_3,13.8121
LBstat_1,13.159
LBstat_2,12.4092
LBstat_3,11.7584
LBGexp_1,14.9714
LBGexp_2,15.1631
LBGexp_3,14.4851
LBGtran_2,13.0342
LBGtran_3,14.2904
LBGstat_1,10.536
LBGstat_2,10.1066
LBGstat_3,12.1678
Mt0_1,14.2228
Mt0_3,14.3471
M0t45_1,14.4153
M0t45_2,13.4911
M0t45_3,14.7542
M0t90_1,12.9688
M0t90_2,14.0534
M0t90_3,13.8288
M40t45_1,13.9742
M40t45_2,14.1639
M40t45_3,14.8912
M40t90_1,12.6932
M40t90_2,13.5841
M40t90_3,13.4081
dia0_1,14.1672
dia0_2,14.1934
dia0_3,14.5761
dia5_1,14.5089
dia5_2,14.4408
dia5_3,14.7943
dia15_1,14.7594
dia15_2,15.1067
dia15_3,14.705
C30_1,13.3935
C30_2,13.6746
C90_1,15.1895
C90_2,15.6166
SMM_1,15.095999999999998
SMM_2,15.1303
SMM_3,15.0966
Salt_1,14.7322
Salt_2,14.4958
Salt_3,14.1942
M+G_1,14.2293
M+G_2,14.7007
M+G_3,14.8481
Glu_1,15.3073
Glu_2,15.1487
Glu_3,15.0481
Fru_1,15.3083
Fru_2,14.9609
Fru_3,14.8575
Mal_1,13.4784
Mal_2,14.299
Mal_3,14.503
G+S_2,14.4882
G+S_3,14.8581
Pyr_1,15.2239
Pyr_2,14.825
Pyr_3,14.8264
Gly_1,13.7636
Gly_2,14.1657
Gly_3,11.9708
Glucon_1,14.4408
Glucon_2,14.8201
Glucon_3,12.9564
BI_1,14.6723
BI_2,14.515999999999998
BC_2,14.2289
BC/t_1,13.5925
BC/t_2,14.4493
BC_1,13.2439
Sw_1,13.3213
Sw_2,13.4604
BMM_1,15.0656
BMM_2,14.9752
BMM_3,14.8714
Heat_1,14.7125
Heat_2,14.6473
Heat_3,13.5998
Cold_1,13.7338
Cold_2,12.8146
Cold_3,12.4395
Etha_1,14.3854
Etha_2,12.8611
Etha_3,14.1302
SMMPr_1,14.976
SMMPr_2,14.7959
SMMPr_3,14.6663
HiTm_1,12.977
HiTm_2,14.5931
HiTm_3,15.1239
LoTm_1,15.2588
LoTm_2,15.0917
LoTm_3,14.9949
HiOs_1,15.5426
HiOs_2,15.429
HiOs_3,15.2795
Oxctl_1,14.3164
Oxctl_2,14.7378
Oxctl_3,15.143
Diami_1,14.5711
Diami_2,14.709
Diami_3,15.1019
Paraq_1,15.186
Paraq_2,15.4146
Paraq_3,13.4841
H2O2_1,14.2432
H2O2_2,14.9216
H2O2_3,14.6008
HPh_1,15.5188
HPh_2,15.1785
HPh_3,15.3334
LPh_1,15.3461
LPh_2,15.3765
LPh_3,15.2055
LPhT_1,13.663
LPhT_2,13.5267
LPhT_3,13.2507
aero_1,15.6005
aero_2,14.4976
aero_3,15.4621
nit_1,15.2954
nit_2,15.6508
nit_3,15.2937
ferm_1,14.8143
ferm_2,15.095
ferm_3,15.1134
