,A,Anr
R2,,0.14371797621323368
xmin,,-2.303858279
xmid,,
xmax,,1.8268885940000001
ystart,,-3.884649119586949
yend,,3.4582765145220344
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.26591489700000004,0.09711222700000001
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.26591489700000004,-0.09711222700000001
AB569_EDTA_NaNO2:NaNO2:1,7.481999744,1.615533828
AB569_EDTA_NaNO2:NaNO2:2,8.198644122,1.8268885940000001
AB569_EDTA_NaNO2:EDTA:1,1.687933713,-0.767942444
AB569_EDTA_NaNO2:EDTA:2,2.229157852,-0.858831431
AB569_EDTA_NaNO2:EDTA:3,1.615494864,-1.019235175
AB569_EDTA_NaNO2:NaNO2_EDTA:1,8.612940852,1.564269817
AB569_EDTA_NaNO2:NaNO2_EDTA:2,9.355541238,1.7404994390000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.21634867600000002,-0.069761662
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.21634867600000002,0.069761661
Anthranilate_metabolism_GntR_AntP:antP:1,0.967108818,-0.536426135
Anthranilate_metabolism_GntR_AntP:antP:2,0.594258838,-0.294889131
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.064816075,0.03367226
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.064816075,-0.03367226
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,0.5144061710000001,-0.25177014000000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.48741824100000003,-0.261728882
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-3.14262346,-1.026299884
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-2.705863114,-1.4606031860000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-0.754531959,0.020743648
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-0.0796852,-0.14413474
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-1.685898793,0.035720781
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-0.619598996,-0.335253903
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-2.028756358,-1.355983053
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-2.136760727,-1.209369176
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-2.110789701,-0.934216212
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.36119500400000004,0.184624383
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.36119500400000004,-0.184624383
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,-2.830425203,-0.484815427
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,-2.044374076,-0.26992206700000004
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,-4.198314828,-0.19816983
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,-4.467047982,-0.301574412
Catabolite_repression:del_hfq_crc_wt:1,0.19680112700000002,-0.102337075
Catabolite_repression:del_hfq_crc_wt:2,-0.19680112700000002,0.102337075
Catabolite_repression:delHfq:1,1.823480466,-0.325130435
Catabolite_repression:delHfq:2,2.104075747,-0.203916705
Catabolite_repression:deldcrc:1,1.9371827160000001,-0.373611905
