,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,0.0,0.0,2.0,0.0,0.0,5.0,0.0
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.0,2.0,1.0,0.0,6.0,0.0
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,0.0,0.0,2.0,2.0,0.0,7.0,0.0
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,0.0,0.0,2.0,3.0,0.0,8.0,0.0
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,0.0,0.0,2.0,4.0,0.0,9.0,0.0
5,U01-Set000__USA300 TCH1516 CA-MHB Control,4.7955596559,0.4048857097927753,2.0,10.0,4.5092622249000005,29.0,5.0818570869
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,4.5675559174,0.18167117982440859,2.0,11.0,4.4390949942,30.0,4.6960168406000005
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,4.2392485287,0.15711858838854767,2.0,12.0,4.350348148,31.0,4.1281489094
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,0.0,0.0,2.0,13.0,0.0,14.0,0.0
9,U01-Set001__USA300 LAC RPMI+10%LB Control,0.0,0.0,2.0,15.0,0.0,18.0,0.0
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,0.0,0.0,2.0,16.0,0.0,19.0,0.0
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,0.0,0.0,2.0,17.0,0.0,20.0,0.0
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,5.774794672800001,0.5869192770342155,2.0,21.0,6.1898092736,24.0,5.359780072
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,5.926819579,0.15483073987253565,2.0,22.0,5.8173377129,25.0,6.0363014451
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,6.16076497245,0.2460388223940708,2.0,23.0,6.3347406922000005,26.0,5.9867892527
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,3.9138198896,0.8452397285698247,2.0,27.0,4.5114946334,28.0,3.3161451458
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,4.658901903349999,0.18229606019857045,2.0,32.0,4.7878046837,33.0,4.529999123
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,0.0,0.0,2.0,34.0,0.0,38.0,0.0
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,0.0,0.0,2.0,35.0,0.0,39.0,0.0
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,0.0,0.0,2.0,36.0,0.0,40.0,0.0
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,0.0,0.0,2.0,37.0,0.0,41.0,0.0
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,0.0,0.0,2.0,42.0,0.0,45.0,0.0
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,0.0,0.0,2.0,43.0,0.0,46.0,0.0
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,0.0,0.0,2.0,44.0,0.0,47.0,0.0
24,U01-Set003__USA300 TCH1516 CA-MHB Control,4.6355583626,0.12996229557549072,2.0,48.0,4.5436611421,52.0,4.7274555831
