,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,11.259184545,0.0378399814736615,2.0,0.0,11.2859414525,5.0,11.2324276375,,
1,U01-Set001__USA300 LAC CA-MHB Control,11.012003606699999,0.045673562408503274,2.0,1.0,11.0442996924,6.0,10.979707521,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,11.178799540149999,0.025120514924483143,2.0,2.0,11.1965624266,7.0,11.1610366537,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,11.1641909476,0.034211733847901556,2.0,3.0,11.1883822966,8.0,11.1399995986,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,11.15967774025,0.004545665287789176,2.0,4.0,11.162892011,9.0,11.1564634695,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,10.4289580296,0.0624247134583126,2.0,10.0,10.4730989678,29.0,10.3848170914,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,10.560823814599999,0.19193223033763435,2.0,11.0,10.6965403962,30.0,10.425107233,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,10.49808009925,0.01190005353347042,2.0,12.0,10.5064947078,31.0,10.4896654907,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,10.28790029555,0.13114386117806962,2.0,13.0,10.195167582,14.0,10.3806330091,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,9.37329635625,0.10364317907830396,2.0,15.0,9.3000095615,18.0,9.446583151,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,9.31357408355,0.15442820413454952,2.0,16.0,9.4227713139,19.0,9.2043768532,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,9.9225728355,0.18062672738858185,2.0,17.0,10.0502952193,20.0,9.7948504517,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,9.052676573949999,0.4313623727920808,2.0,21.0,8.747657315,24.0,9.3576958329,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,8.17485570405,0.21752089930731677,2.0,22.0,8.328666207,25.0,8.0210452011,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,8.856212240049999,0.6623499337173515,2.0,23.0,9.3245643697,26.0,8.3878601104,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,11.2367190303,0.02075670307583692,2.0,27.0,11.2220418248,28.0,11.2513962358,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,10.8020714923,0.1091535495819796,2.0,32.0,10.8792547074,33.0,10.7248882772,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,10.4458353896,0.0018459414260022123,2.0,34.0,10.4471406673,38.0,10.4445301119,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,10.592426539849999,0.04956548286976998,2.0,35.0,10.6274746289,39.0,10.5573784508,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,10.5471845121,0.029517207238454427,2.0,36.0,10.5680563295,40.0,10.5263126947,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,10.4143243127,0.08924851702610266,2.0,37.0,10.477432544300001,41.0,10.3512160811,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,9.57113871305,0.00984161110479393,2.0,42.0,9.578097783,45.0,9.5641796431,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,9.5922331736,0.026971905103210302,2.0,43.0,9.5731611566,46.0,9.6113051906,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,10.029790196,0.04511793769883772,2.0,44.0,9.9978869963,47.0,10.0616933957,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,10.578856258,0.45287465743524946,2.0,48.0,10.2586255167,52.0,10.8990869993,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,11.124289395449999,0.07854662326501884,2.0,49.0,11.0687485455,53.0,11.1798302454,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,10.5628599497,0.05256917100642681,2.0,50.0,10.600031967,54.0,10.5256879324,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,10.95412290485,0.03433667671699849,2.0,51.0,10.9298432079,55.0,10.9784026018,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,8.40726737345,0.12746393295614747,2.0,56.0,8.3171367621,57.0,8.4973979848,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,8.31215033875,0.037272488754491476,2.0,58.0,8.3385059683,59.0,8.2857947092,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,9.6420217135,0.0617111718639952,2.0,60.0,9.6856581016,61.0,9.5983853254,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,8.7272877636,0.041642023218317795,2.0,62.0,8.6978424066,63.0,8.7567331206,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,9.4516838211,0.9986538478885042,2.0,64.0,8.7455289132,65.0,10.157838729,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,10.943918558850001,0.06871865599770088,2.0,66.0,10.8953271312,67.0,10.9925099865,,
