,A,RoxR
R2,,0.1134753043471326
xmin,,-2.608101632
xmid,,-0.07112470755080554
xmax,,1.256295335
ystart,,1.1579909581869423
yend,,-6.915694314066433
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.016767607,0.028951599
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.016767607,-0.028951599
AB569_EDTA_NaNO2:NaNO2:1,10.45588585,-1.430793728
AB569_EDTA_NaNO2:NaNO2:2,11.29675713,-1.4012980879999999
AB569_EDTA_NaNO2:EDTA:1,0.774485999,-0.231019896
AB569_EDTA_NaNO2:EDTA:2,-0.033574086,-0.141135064
AB569_EDTA_NaNO2:EDTA:3,1.064369128,-0.34541184
AB569_EDTA_NaNO2:NaNO2_EDTA:1,12.37584335,-1.56689925
AB569_EDTA_NaNO2:NaNO2_EDTA:2,12.7713213,-1.566184792
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.040015426,-0.040078933000000004
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.040015426,0.040078933000000004
Anthranilate_metabolism_GntR_AntP:antP:1,1.096249176,-0.546781454
Anthranilate_metabolism_GntR_AntP:antP:2,1.165305417,-0.382992072
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.073237734,0.048852366
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.073237734,-0.048852365
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-2.0977542590000002,0.9798911330000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-2.918160535,0.250263188
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.44390299600000005,-0.265071594
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.010122077,0.053074723000000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-10.5162804,1.031726059
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-9.74969535,0.9941937030000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-9.867745758,1.256295335
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-10.00133018,0.907300773
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.21323949,-0.038289042
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.081102508,-0.339631685
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-1.876972101,0.303252644
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,-0.042464049000000004,0.10774755
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,0.042464049000000004,-0.10774755
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,1.021786479,-0.469270644
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,1.628115519,-0.776194202
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,2.962679967,-0.198958127
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,2.5427059400000003,-0.197646916
Catabolite_repression:del_hfq_crc_wt:1,-1.016373028,0.026379708
Catabolite_repression:del_hfq_crc_wt:2,1.016373028,-0.026379708
Catabolite_repression:delHfq:1,4.69041873,0.141400051
Catabolite_repression:delHfq:2,6.431260662,0.05362002900000001
Catabolite_repression:deldcrc:1,8.342545434,-0.320481677
Catabolite_repression:deldcrc:2,9.513665004,-0.174903266
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,-0.519378815,0.0068319750000000005
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.196706984,0.171801009
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.716085799,-0.17863298500000002
Diallyl_disulphide_treatment:PAO1_DDS:1,0.816596826,-0.574165182
Diallyl_disulphide_treatment:PAO1_DDS:2,-0.524713148,-0.26410134300000004
Diallyl_disulphide_treatment:PAO1_DDS:3,-1.38548892,-0.16341186100000002
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:1,0.281262558,0.000735293
G_Quadruplex_Gene_Regulation:rG4seq_P_K_rep:2,-0.281262558,-0.000735293
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:1,-0.007043162,-0.063730625
G_Quadruplex_Gene_Regulation:rG4seq_P_Li_rep:2,-1.2847825130000001,0.18123971300000002
HapZ_SagS_mutant:PA_HapZ_SagS_wt:1,0.11497650100000001,0.041995004
HapZ_SagS_mutant:delHapZp:1,-1.536702666,0.023584774000000003
HapZ_SagS_mutant:delHapZp:2,-1.323511553,0.253397755
HapZ_SagS_mutants:PA_HapZ_SagS_wt:1,-0.351820675,-0.12871781000000002
HapZ_SagS_mutants:PA_HapZ_SagS_wt:2,0.23684417400000002,0.086722805
HapZ_SagS_mutants:delHApZ:1,0.582296082,-0.6881687780000001
HapZ_SagS_mutants:delHApZ:2,0.357989834,-0.505727919
HapZ_SagS_mutants:delHApZ:3,0.967757614,-0.6162593710000001
HapZ_SagS_mutants:delSagS:1,-2.789454096,-0.094150154
HapZ_SagS_mutants:delSagS:2,-3.202202501,0.033063501
HapZ_SagS_mutants:delSagS:3,-3.029598479,-0.021920356000000002
HapZ_SagS_mutants:delHapZp:1,-0.607015893,0.09792529400000001
yhjH_knockout:PA_delyhjH_wt:1,-0.625745832,0.059152806
yhjH_knockout:PA_delyhjH_wt:2,0.625745832,-0.059152806
yhjH_knockout:PA_delyhjH:1,-2.263428967,-0.42315513200000004
