,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,AB569_EDTA_NaNO2__EDTA_NaNo2_wt,0.0,1.1990178280815076,2.0,0.0,0.847833637,1.0,-0.847833637,,,,,,,,,,,,
1,AB569_EDTA_NaNO2__NaNO2,4.642620569,0.6335768556033802,2.0,2.0,4.194614078,3.0,5.09062706,,,,,,,,,,,,
2,AB569_EDTA_NaNO2__EDTA,0.5155570546666667,0.3507020416838601,3.0,4.0,0.692497554,5.0,0.11163321600000001,6.0,0.742540394,,,,,,,,,,
3,AB569_EDTA_NaNO2__NaNO2_EDTA,4.278918512000001,0.9547249509715826,2.0,7.0,4.954010999,8.0,3.603826025,,,,,,,,,,,,
4,Anthranilate_metabolism_GntR_AntP__GntR_AntP_wt,0.0,0.20070996032854913,2.0,9.0,-0.14192337400000002,10.0,0.14192337400000002,,,,,,,,,,,,
5,Anthranilate_metabolism_GntR_AntP__antP,0.3961996805,0.17301437739673522,2.0,11.0,0.273860041,12.0,0.51853932,,,,,,,,,,,,
6,Antibiotics_impregnated_catheters__PA01_Planktonic_Ctrl,0.0,0.1996843556825534,2.0,13.0,-0.14119816200000002,14.0,0.14119816200000002,,,,,,,,,,,,
7,Antibiotics_impregnated_catheters__PA01_Biofilm_Ctrl,1.1328836755,0.5160451032852306,4.0,15.0,0.806644652,16.0,1.8303902440000002,17.0,0.685486138,18.0,1.209013668,,,,,,,,
8,Antibiotics_impregnated_catheters__PA01_Planktonic_Clin-Rif,-2.1335497497500002,0.12022333620191993,4.0,19.0,-2.059710187,20.0,-2.01738941,21.0,-2.284965411,22.0,-2.172133991,,,,,,,,
9,Antibiotics_impregnated_catheters__PA01_Biofilm_Clin-Rif,0.8593260756666666,0.34397962186530295,3.0,23.0,0.718817224,24.0,1.251317859,25.0,0.6078431440000001,,,,,,,,,,
10,Pseudomonas_culture_Cisplatin_Bile__PAO1_untreated,0.0,0.044679534747192794,2.0,26.0,-0.031593202,27.0,0.031593202,,,,,,,,,,,,
11,Pseudomonas_culture_Cisplatin_Bile__PAO1_cisplatin,2.9730370745,0.24637786418574706,2.0,28.0,2.798821616,29.0,3.147252533,,,,,,,,,,,,
12,Pseudomonas_culture_Cisplatin_Bile__PAO1_bile,-1.5954196985000002,0.2083249664963085,2.0,30.0,-1.7427276950000001,31.0,-1.448111702,,,,,,,,,,,,
13,Catabolite_repression__del_hfq_crc_wt,0.0,0.07699624080628997,2.0,32.0,-0.054444564,33.0,0.054444564,,,,,,,,,,,,
14,Catabolite_repression__delHfq,-0.432572104,0.10789345262957216,2.0,34.0,-0.508864296,35.0,-0.35627991200000003,,,,,,,,,,,,
15,Catabolite_repression__deldcrc,-1.64331138,0.2318545548734429,2.0,36.0,-1.807257308,37.0,-1.4793654520000001,,,,,,,,,,,,
16,Diallyl_disulphide_treatment__PAO1_ctrl_wt,-1.850371707708594e-17,0.4313790539558827,3.0,38.0,0.465407834,39.0,-0.078968595,40.0,-0.38643923900000005,,,,,,,,,,
17,Diallyl_disulphide_treatment__PAO1_DDS,2.437057527,0.6714584017742731,3.0,41.0,1.756442239,42.0,3.098968199,43.0,2.455762143,,,,,,,,,,
18,G_Quadruplex_Gene_Regulation__rG4seq_P_K_rep,0.0,0.8336742620553093,2.0,44.0,-0.5894967240000001,45.0,0.5894967240000001,,,,,,,,,,,,
19,G_Quadruplex_Gene_Regulation__rG4seq_P_Li_rep,-0.623077598,0.5653146577511635,2.0,46.0,-0.22333977,47.0,-1.022815426,,,,,,,,,,,,
20,HapZ_SagS_mutant__PA_HapZ_SagS_wt,-0.346835857,,1.0,48.0,-0.346835857,,,,,,,,,,,,,,
21,HapZ_SagS_mutant__delHapZp,0.2968283935,0.17085308289262158,2.0,49.0,0.17601702,50.0,0.41763976700000005,,,,,,,,,,,,
22,HapZ_SagS_mutants__PA_HapZ_SagS_wt,0.1734179285,0.27493911198782695,2.0,51.0,0.36782923900000003,52.0,-0.020993382,,,,,,,,,,,,
23,HapZ_SagS_mutants__delHApZ,-0.4601940023333333,0.10688503435967743,3.0,53.0,-0.572398203,54.0,-0.448612387,55.0,-0.359571417,,,,,,,,,,
24,HapZ_SagS_mutants__delSagS,-0.8073419860000001,0.5231852256946643,3.0,56.0,-0.8976242240000001,57.0,-1.27951085,58.0,-0.244890884,,,,,,,,,,
25,HapZ_SagS_mutants__delHapZp,0.24059991200000003,,1.0,59.0,0.24059991200000003,,,,,,,,,,,,,,
26,yhjH_knockout__PA_delyhjH_wt,0.0,0.10876046736668334,2.0,60.0,-0.076905264,61.0,0.076905264,,,,,,,,,,,,
27,yhjH_knockout__PA_delyhjH,0.4663726945000001,0.024620101183002487,2.0,62.0,0.48378173500000005,63.0,0.44896365400000005,,,,,,,,,,,,
28,yhjH_knockout__PA_delwspF,-0.09398103199999999,0.6109844007930995,2.0,64.0,-0.526012245,65.0,0.338050181,,,,,,,,,,,,
29,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Acetate,2.23363580875,0.381311864207099,4.0,66.0,2.471955081,67.0,1.872967384,68.0,1.947079334,69.0,2.642541436,,,,,,,,
30,Pseudomonas_culture_MOPS_Glycerol_Acetate__PAO1_Glycerol,-2.4999999292951713e-10,0.33496043854041035,4.0,70.0,-0.123912111,71.0,-0.35676164400000004,72.0,0.042298023000000004,73.0,0.43837573100000005,,,,,,,,
31,Pseudomonas_culture_MOPS_Glycerol_Acetate__Gly_Hypoxia,6.354575271,0.12876207303120157,2.0,74.0,6.445623806,75.0,6.263526736,,,,,,,,,,,,
