,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,2.7387528028,0.44889058519191394,2.0,0.0,2.421339226,5.0,3.0561663796
1,U01-Set001__USA300 LAC CA-MHB Control,2.04528856755,1.3876829854515724,2.0,1.0,3.0265286167,6.0,1.0640485184
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,3.26194931075,0.12436228670079813,2.0,2.0,3.1740118945,7.0,3.349886727
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,2.61166313515,0.8839306193629968,2.0,3.0,1.9866298001,8.0,3.2366964702
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,3.60917563685,0.6349714235473408,2.0,4.0,4.0581682363,9.0,3.1601830374
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,3.5768022055,0.07497025684161049,2.0,13.0,3.6298141825,14.0,3.5237902285000002
9,U01-Set001__USA300 LAC RPMI+10%LB Control,4.54252802025,0.16974073809417367,2.0,15.0,4.4225031933,18.0,4.6625528472
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,4.3020749590000005,0.8846895130184917,2.0,16.0,4.9276449129,19.0,3.6765050051
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,4.2875178399,0.20134215310606635,2.0,17.0,4.4298882417,20.0,4.1451474381
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,2.96771807945,0.03135041275208998,2.0,34.0,2.94554999,38.0,2.9898861689
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,2.91890935905,1.0175700547555278,2.0,35.0,3.6384400451000003,39.0,2.199378673
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,3.37072923645,0.09674755209560353,2.0,36.0,3.3023183863,40.0,3.4391400866
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,2.29671375995,0.27974389825263807,2.0,37.0,2.0989049525,41.0,2.4945225674
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,4.0198971214500006,0.6835782801275105,2.0,42.0,4.5032599588,45.0,3.5365342841
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,4.61485284955,0.23960189840875384,2.0,43.0,4.4454287224,46.0,4.7842769767
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,3.9459377511500002,0.7204744618558502,2.0,44.0,4.4553901288,47.0,3.4364853735
24,U01-Set003__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,48.0,0.0,52.0,0.0
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,0.0,0.0,2.0,49.0,0.0,53.0,0.0
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.0,0.0,2.0,50.0,0.0,54.0,0.0
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.0,0.0,2.0,51.0,0.0,55.0,0.0
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,4.2056099603499995,0.23059906564095362,2.0,56.0,4.0425517973,57.0,4.3686681234
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,4.2951130825,0.8128087700355013,2.0,58.0,3.7203704894,59.0,4.8698556756
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,3.75601698865,0.29341009896957154,2.0,60.0,3.9634892593,61.0,3.548544718
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,4.00694857905,0.3511419787734938,2.0,62.0,4.2552434534,63.0,3.7586537047
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,0.0,0.0,2.0,64.0,0.0,65.0,0.0
