,A,SoxR
R2,,0.1369204651902194
xmin,,-1.926646628
xmid,,-1.311542720083526
xmax,,3.376829576
ystart,,-1.870259416579224
yend,,5.718184796417347
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-1.3762770020000001,0.36515534600000005
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,1.3762770020000001,-0.36515534600000005
AB569_EDTA_NaNO2:NaNO2:1,-0.8983976870000001,2.39051271
AB569_EDTA_NaNO2:NaNO2:2,-0.913988691,2.225328677
AB569_EDTA_NaNO2:EDTA:1,-0.11577433200000001,1.254380383
AB569_EDTA_NaNO2:EDTA:2,0.089091768,1.8412544460000002
AB569_EDTA_NaNO2:EDTA:3,-0.310244673,1.760503049
AB569_EDTA_NaNO2:NaNO2_EDTA:1,-0.014044265,2.360311306
AB569_EDTA_NaNO2:NaNO2_EDTA:2,-0.21292159300000002,2.354059726
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.003464707,0.012816161000000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.003464707,-0.012816161000000001
Anthranilate_metabolism_GntR_AntP:antP:1,0.25837789,-0.45294272500000005
Anthranilate_metabolism_GntR_AntP:antP:2,0.355750956,-0.438348141
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.031445526,-0.052391044000000005
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.031445526,0.052391044000000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.7136410510000001,0.595419503
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,-0.23267369100000002,0.6723993530000001
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,-0.306856471,-0.459294132
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.27590654600000003,0.031914809
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-2.133235119,-1.74556109
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-2.287504892,-1.293791646
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-1.831183619,-0.976140627
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-2.283265193,-1.477627084
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,0.41075262,0.190491867
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,0.16011847,0.607402338
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.210166399,1.140648559
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:1,0.089154574,0.055138201000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_untreated:2,-0.089154574,-0.055138201000000005
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:1,0.110219939,-0.327167494
Pseudomonas_culture_Cisplatin_Bile:PAO1_cisplatin:2,0.74372972,-0.41089491100000003
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:1,1.226733459,0.607605185
Pseudomonas_culture_Cisplatin_Bile:PAO1_bile:2,0.309404084,0.43901886100000004
Catabolite_repression:del_hfq_crc_wt:1,-0.394489405,0.138263982
Catabolite_repression:del_hfq_crc_wt:2,0.394489405,-0.138263982
Catabolite_repression:delHfq:1,-2.863323337,-1.567309547
Catabolite_repression:delHfq:2,-2.487354782,-1.570071273
Catabolite_repression:deldcrc:1,-6.558626415,-1.276869784
Catabolite_repression:deldcrc:2,-4.427298724,-1.234942025
