,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,6.675580426150001,0.1922550700502129,2.0,0.0,6.8115252899000005,5.0,6.5396355624
1,U01-Set001__USA300 LAC CA-MHB Control,7.9046354578499995,0.14969665426256784,2.0,1.0,8.0104869772,6.0,7.7987839385
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,7.93655912515,0.0554280965658847,2.0,2.0,7.9757527081,7.0,7.8973655422
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,8.1161369991,0.16146212798075155,2.0,3.0,8.2303079647,8.0,8.0019660335
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,8.00492460905,0.001435956883762116,2.0,4.0,8.0039092342,9.0,8.0059399839
5,U01-Set000__USA300 TCH1516 CA-MHB Control,6.80335670955,0.14957017195129707,2.0,10.0,6.9091187924,29.0,6.6975946267
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,6.82429062945,0.16113423245468939,2.0,11.0,6.9382297379,30.0,6.710351521
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,6.82960312305,0.5011944195405809,2.0,12.0,7.1840010958,31.0,6.4752051503
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,7.9324957815,0.1922687776687189,2.0,13.0,8.068450338,14.0,7.796541225
9,U01-Set001__USA300 LAC RPMI+10%LB Control,8.666422091600001,0.08779786229149725,2.0,15.0,8.7285045554,18.0,8.6043396278
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,8.639530977,0.029794731235142466,2.0,16.0,8.6605990335,19.0,8.6184629205
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,8.3799188962,0.022085169900074916,2.0,17.0,8.3643023228,20.0,8.3955354696
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,8.29158171345,0.2687714483957993,2.0,21.0,8.4816318272,24.0,8.1015315997
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,8.58416453475,0.009129723998923122,2.0,22.0,8.5906202245,25.0,8.577708845
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,8.5500377696,0.016674282037311302,2.0,23.0,8.5382472717,26.0,8.5618282675
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,7.20222832705,0.07174201096597416,2.0,27.0,7.2529575895,28.0,7.1514990646
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,6.97953990225,0.042864630147004236,2.0,32.0,6.9492300316,33.0,7.0098497729
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,8.1152035086,0.05235217506736577,2.0,34.0,8.0781849306,38.0,8.1522220866
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,8.151695731650001,0.011416930886242823,2.0,35.0,8.1436227424,39.0,8.1597687209
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,8.18960428675,0.056010229011721445,2.0,36.0,8.2292094995,40.0,8.149999074
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,8.207994047100001,0.09986543783600152,2.0,37.0,8.1373785188,41.0,8.2786095754
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,8.3693537479,0.020559478690906494,2.0,42.0,8.3838914947,45.0,8.3548160011
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,8.758317557649999,0.05403733320996122,2.0,43.0,8.7965277224,46.0,8.7201073929
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,8.54754910255,0.07517438053811591,2.0,44.0,8.6007054168,47.0,8.4943927883
24,U01-Set003__USA300 TCH1516 CA-MHB Control,5.72226549455,0.28450412158743865,2.0,48.0,5.5210907009,52.0,5.9234402882
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,5.56242752605,0.3724750912557229,2.0,49.0,5.8258071889,53.0,5.2990478632
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,5.4513628593500005,0.2870908188850247,2.0,50.0,5.6543667242,54.0,5.2483589945
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,5.62113972995,0.13682487712485328,2.0,51.0,5.7178895284,55.0,5.5243899315
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,8.239504841550001,0.002417807883459229,2.0,56.0,8.2412144899,57.0,8.2377951932
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,8.4194806617,0.07557261635976534,2.0,58.0,8.3660427522,59.0,8.4729185712
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,8.4107441609,0.009686760588699926,2.0,60.0,8.4038945868,61.0,8.417593735
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,8.3565838647,0.10551561233057409,2.0,62.0,8.2819730597,63.0,8.4311946697
