,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,3.96150441865,0.9090527939378064,2.0,0.0,4.6043018137,5.0,3.3187070236,,
1,U01-Set001__USA300 LAC CA-MHB Control,4.273320790850001,0.4709864043322455,2.0,1.0,3.9402831105000002,6.0,4.6063584712,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,4.94474854985,0.07792220498513906,2.0,2.0,4.8896492303,7.0,4.9998478694,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,3.83260563405,0.6711203445873958,2.0,3.0,3.3580518874,8.0,4.3071593807,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,4.972738418,0.7026663198820594,2.0,4.0,5.4695985377,9.0,4.4758782983,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,4.3457614343,0.44918457629132186,2.0,10.0,4.6633828942,29.0,4.0281399744,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,4.02438025775,0.29778447181154805,2.0,11.0,3.8138148384,30.0,4.2349456771,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,4.170645095199999,0.12793176929827066,2.0,12.0,4.2611065168,31.0,4.0801836736,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,5.0283398876500005,0.011096793806492705,2.0,13.0,5.0361865058,14.0,5.0204932695,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,4.81285445665,0.7654981842228976,2.0,15.0,5.3541434137,18.0,4.2715654996,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,4.8599438913,0.12875319205287256,2.0,16.0,4.7689016361,19.0,4.9509861465,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,4.9271028041000005,0.20159749403165866,2.0,17.0,4.784551849,20.0,5.0696537592,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,5.1752786339500005,0.6843746367952473,2.0,21.0,4.6913526874,24.0,5.6592045805,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,5.4739929504,0.28025312226176935,2.0,22.0,5.2758240672,25.0,5.6721618336,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,5.815930191650001,0.17395400570702355,2.0,23.0,5.6929261346,26.0,5.9389342487,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,3.5672429267999997,0.09976169989718967,2.0,27.0,3.4967007522999998,28.0,3.6377851013,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,4.2889112155,0.1419260651575111,2.0,32.0,4.1885543324,33.0,4.3892680986,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,6.0136277154,0.20913992615350852,2.0,34.0,6.1615119754,38.0,5.8657434554000005,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,6.10288586365,0.2487949041512412,2.0,35.0,6.2788104275,39.0,5.9269612998,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,6.4693983618,0.13347650144384662,2.0,36.0,6.5637805011,40.0,6.3750162225,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,7.9749092593499995,0.011311241191293142,2.0,37.0,7.9829075147,41.0,7.966911004,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,6.1270495083,0.022616961434260542,2.0,42.0,6.1110569015,45.0,6.1430421151,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,6.20578150975,0.27508492030524506,2.0,43.0,6.4002959223,46.0,6.0112670972,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,6.41402331745,0.04597017524772472,2.0,44.0,6.3815174948,47.0,6.4465291401,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,3.8540424498,0.2206207020645782,2.0,48.0,3.6980400553,52.0,4.0100448443,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,3.7158730433000002,0.2555774156157084,2.0,49.0,3.896593567,53.0,3.5351525196,,
