k,name,in_iM,gene_weight,regulator,function,category
34,arcA-1,False,0.0353600754,arcA,,
101,fnr-2,False,-0.024277731,fnr,,
13,ppGpp,False,-0.0239820221,,,
64,unchar-6,False,0.0207345868,,,
54,kdpE,False,0.019408926,kdpE,,
80,cydABTE,False,-0.0191810314,,,
50,yciGFEkatN,False,-0.016744457100000002,mcbR,,
112,psp,False,0.016153445000000002,pspF,,
90,hfq-related,False,0.0156777042,,,
113,nsrR,False,-0.015153996500000001,nsrR,,
85,argR-2,False,-0.0148732976,argR,,
16,cra,False,-0.014417253100000001,cra,,
63,prpR,False,-0.013476523700000001,prpR,,
65,rcsA;rcsB,False,-0.013444357,rcsA;rcsB,,
91,lldR,False,0.0130385894,lldR,,
107,SPI1 T3SS,False,-0.0121910986,,,
92,hyd5,False,-0.012084541300000001,,,
89,fur-3,False,-0.0114058705,fur,,
67,hilD-related,False,-0.0111109489,,,
96,marR,False,0.0109714293,marR,,
37,torR,False,0.010097967900000001,torR,,
24,flhD;flhC,False,-0.0098208546,flhD;flhC,,
74,PTS,False,-0.0098057123,,,
110,unchar-12,False,-0.0094365779,,,
19,csp-1,False,0.0092563928,,,
18,unchar-3,False,-0.0091440523,,,
25,phoB,False,0.0088595753,phoB,,
9,SPI1-2,False,-0.0088152959,,,
53,csrA,False,-0.0086964941,,,
104,SG5_sprB,False,-0.0083895856,,,
31,ppdABC,False,0.0082671071,,,
86,ADI,False,0.0080959182,,,
88,cadC,False,0.0080402128,cadC,,
51,fra,False,-0.007976468300000001,,,
79,lsrR,False,-0.0079183544,lsrR,,
42,SPI16,False,-0.007594388400000001,,,
94,TPP,False,0.0075382833,TPP,,
27,ribosome,False,-0.0074189699,,,
87,rpoE,False,-0.0071384981000000005,rpoE,,
45,purR-2,False,-0.007125844,purR,,
71,birA,False,-0.007041441000000001,birA,,
38,cysB,False,0.0069447753,cysB,,
43,rtcR,False,-0.0069106204,rtcR,,
5,narP,False,0.006529895000000001,narP,,
0,argR-1,False,-0.0064367629,argR,,
23,ygbLM,False,-0.0064037550000000006,,,
109,yji-operon,False,-0.0063601267000000005,,,
21,tartrate utilization,False,0.0063399724,,,
4,unchar-1,False,-0.0057856558,,,
10,purR-1,False,-0.0057731146,purR,,
72,his-tRNA,False,-0.0055500892,his-tRNA,,
58,NikR,False,-0.0055426688,,,
52,unchar-5,False,0.0055367896000000005,,,
30,SPI9,False,-0.0054838451,,,
111,O-antigen,False,0.0053993984,,,
20,pmrAB,False,0.0053597398,,,
15,fim cluster,False,-0.0053563255,,,
59,rpoS,False,-0.005330828,rpoS,,
106,unchar-11,False,-0.0051106405,,,
60,SG4_hilC,False,0.0050944218,,,
36,nanR,False,-0.0049410087,nanR,,
22,cytR,False,-0.0048445134,cytR,,
97,lexA,False,-0.0046711567,lexA,,
3,fur-2,False,-0.0044425947,fur,,
44,molybdate,False,0.0043560624,,,
73,crp-2,False,-0.0042719105,,,
55,lrp,False,0.00427127,lrp,,
29,SG2_STM2329,False,-0.0042066993,,,
41,leu-tRNA,False,-0.0041554361,leu-tRNA,,
95,rpoN,False,0.0040890218,rpoN,,
6,rpoH,False,0.0040339074,rpoH,,
82,cob,False,0.0040029981,,,
56,rcsc related,False,0.0038652883000000002,,,
77,arcA-3,False,0.0038361595,arcA,,
1,fur-1,False,0.0037941179,fur,,
78,SPI1-1,False,0.0036558963,,,
99,unchar-10,False,0.0036522953,,,
66,rbsR,False,0.0036315576000000003,rbsR,,
26,fhlA,False,0.0036263329,fhlA,,
2,rstA,False,-0.0035468035,rstA,,
69,proU,False,-0.0035343439,,,
100,tdcA,False,-0.0033276849000000003,tdcA,,
75,unchar-7,False,0.0031100106,,,
68,malT,False,-0.0028112647,malT,,
102,CAMP resistance,False,0.0027629343,,,
70,arcA-2,False,-0.0025586075000000002,arcA,,
84,fnr-1,False,0.0024325173,fnr,,
83,yjiAXY,False,-0.0024317263,,,
108,narL,False,-0.0024275996,narL,,
12,unchar-2,False,-0.0023578077,,,
14,SG1_STM4302,False,-0.0023187802,,,
17,ula-Ascorbate,False,-0.002303798,,,
11,fliA,False,-0.0022438447000000003,fliA,,
114,Macrophage,False,0.0022431391,,,
35,glycosyltransferase,False,0.0022214378,,,
57,metJ,False,-0.0020820849,metJ,,
33,pdu,False,-0.0020408983,,,
98,unchar-9,False,0.0019043836000000001,,,
28,appY,False,-0.0018865819000000001,appY,,
8,glpR,False,-0.0018211553,glpR,,
81,unchar-8,False,-0.0017870905,,,
40,unchar-4,False,0.0017744264,,,
32,dpiA,False,0.0016214993,dpiA,,
93,mraZ,False,0.0014240154,mraZ,,
49,tricarboxylic transport,False,-0.0014131441000000001,,,
39,zur,False,0.0010598492000000001,zur,,
103,rpoN-associated,False,-0.0008134275,,,
47,SG3_cpxR,False,-0.0008113194,cpxR,,
48,crp-1,False,0.0007984359,crp,,
46,dsdC,False,-0.0006135808,dsdC,,
105,csp-2,False,-0.0005985348,,,
61,csgD,False,0.0004814461,csgD,,
62,SPI2,False,-0.0004613372,,,
76,cdaR,False,0.0003481255,cdaR,,
7,gutM,False,4.9608600000000005e-05,gutM,,
