,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,5.96121191645,0.3182481109463886,2.0,0.0,6.1862473138,5.0,5.7361765191,,
1,U01-Set001__USA300 LAC CA-MHB Control,5.3726913808,0.23610983042737102,2.0,1.0,5.2057365186,6.0,5.539646243,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,5.5278201093,0.1889363955410212,2.0,2.0,5.6614183158,7.0,5.3942219028,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,5.8031031409,0.3135599534598523,2.0,3.0,6.0248235103,8.0,5.5813827715,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,5.89418235085,0.29594775855330363,2.0,4.0,6.1034490178,9.0,5.6849156839,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,5.52670823825,0.26849752937090304,2.0,13.0,5.716564662,14.0,5.3368518145,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,5.5124581623,0.8814988200990799,2.0,15.0,4.889144369,18.0,6.1357719556,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,5.48628272995,0.33565061072068186,2.0,16.0,5.248941907,19.0,5.7236235529,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,5.84479810555,0.4583069026805218,2.0,17.0,5.5207261868,20.0,6.1688700243,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.0,0.0,2.0,32.0,0.0,33.0,0.0,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,4.4717037019,0.8799638264759405,2.0,34.0,5.0939320908,38.0,3.849475313,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,4.10373082315,0.17148995593921337,2.0,35.0,4.2249925339,39.0,3.9824691124,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,4.49351156755,0.11517697116882035,2.0,36.0,4.5749539849000005,40.0,4.4120691502,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,4.64225771365,0.5833210320198906,2.0,37.0,4.2297874563,41.0,5.054727971,,
