,A,LaoR,AtuR
R2,,0.33109097318895353,0.24421436899669247
xmin,,-3.246021795,-6.279087285
xmid,,0.4312840674636024,
xmax,,3.2756091830000003,2.41179226
ystart,,-0.3292400271477449,-13.333453041657393
yend,,16.209065832472216,5.15817967033457
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,-0.5941293139,-0.008795961,-0.198644607
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,0.5941293139,0.008795961,0.198644607
AB569_EDTA_NaNO2:NaNO2:1,2.8464343881,0.6356598920000001,1.1448093560000001
AB569_EDTA_NaNO2:NaNO2:2,4.3451507592,0.152196826,1.392369785
AB569_EDTA_NaNO2:EDTA:1,1.6991962609,0.176829226,0.6016520710000001
AB569_EDTA_NaNO2:EDTA:2,1.4783568616,0.46281551200000004,0.6538451160000001
AB569_EDTA_NaNO2:EDTA:3,1.0665869435,0.179998751,0.6143846510000001
AB569_EDTA_NaNO2:NaNO2_EDTA:1,5.1832824059,0.6836964170000001,1.367510185
AB569_EDTA_NaNO2:NaNO2_EDTA:2,5.8880430073,1.06086962,1.6961376320000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,0.08410908610000001,-0.08224911400000001,-0.004329567
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,-0.08410908610000001,0.08224911400000001,0.004329567
Anthranilate_metabolism_GntR_AntP:antP:1,-0.96503642,-0.485135305,-0.37943341
Anthranilate_metabolism_GntR_AntP:antP:2,-1.9218737265999999,-0.041571634,-0.33051716000000003
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,-0.062229757600000005,-0.017811164,-0.032438426
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,0.062229757600000005,0.017811164,0.032438426
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,-0.630130501,-0.13522603800000002,0.074601845
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.4184011355,-0.196441679,0.252160435
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.2543572127,0.286031119,-0.092585345
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,0.736487165,-0.216619356,-0.06759846500000001
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,-7.8005220461,-1.5139866400000002,-2.153468987
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,-6.4082538366,-1.520033803,-1.7826220460000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,-7.6818863118,-1.424522071,-1.48570142
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,-7.7626754892,-1.415388061,-1.930809253
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,1.0983637223,-0.025465526000000002,0.018911518000000002
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,1.0186557883,0.112867329,0.42680796
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,1.2938829817,0.066471549,0.589236247
Catabolise_Nucleic_Acids:L_asp:1,0.7225606811,0.208587981,0.7331251950000001
Catabolise_Nucleic_Acids:L_asp:2,1.3960055393,-0.24367707500000002,0.69678901
Catabolise_Nucleic_Acids:DNA_1:1,0.2536947396,-0.034722259000000005,0.046188944
Catabolise_Nucleic_Acids:DNA_1:2,0.5988422616,0.10369302600000001,0.08563242500000001
Catabolise_Nucleic_Acids:DNA_1:3,-0.8525370012,-0.068970767,-0.13182136900000002
Catabolite_repression:del_hfq_crc_wt:1,-0.30526791210000004,-0.040035968000000005,-0.065726147
Catabolite_repression:del_hfq_crc_wt:2,0.30526791210000004,0.040035968000000005,0.065726147
Catabolite_repression:delHfq:1,2.7190655051,-0.093108881,0.33088222700000003
Catabolite_repression:delHfq:2,2.3420270606,0.030170633000000002,0.437407258
Catabolite_repression:deldcrc:1,1.4057986493,0.452580236,0.89226724
Catabolite_repression:deldcrc:2,2.0381380474,0.225507528,0.7950220950000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.2957102538,0.09428995700000001,0.027645837000000003
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,-0.3865964166,-0.15070551100000001,-0.094409006
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,0.09088616270000001,0.05641555400000001,0.06676316900000001
Diallyl_disulphide_treatment:PAO1_DDS:1,2.0224312805,-0.479221288,-0.33807868900000004
Diallyl_disulphide_treatment:PAO1_DDS:2,-0.5636244198,-0.41702558900000003,-0.9139129970000001
Diallyl_disulphide_treatment:PAO1_DDS:3,0.45493591240000003,-0.44311926,-0.511178546
Dispersed_cells:PAO1_dispersed_wt:1,0.3133808455,-0.08654403000000001,0.14551569
Dispersed_cells:PAO1_dispersed_wt:2,-0.3133808455,0.08654403000000001,-0.14551569
Dispersed_cells:PyhjH_dispersed:1,-0.4285109783,1.088781967,0.054105445
Dispersed_cells:PyhjH_dispersed:2,-1.8468909641,0.915917665,0.160122213
Dispersed_cells:PA01_Planktonic:1,2.5295842321,0.478143819,0.540853007
Dispersed_cells:PA01_Planktonic:2,2.0827173028,0.872373124,0.26421947100000004
Dispersed_cells:PAO1_Biofilm:1,8.3621080929,1.763352298,-0.6589809320000001
