,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,1.40773836025,1.990842681338412,2.0,0.0,2.8154767205,5.0,0.0
1,U01-Set001__USA300 LAC CA-MHB Control,1.5634628955,0.33170962228139106,2.0,1.0,1.7980170188,6.0,1.3289087722000001
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,2.3278270519,0.5782917291697153,2.0,2.0,1.9189130487,7.0,2.7367410551
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,0.8053083053500001,1.138877927317664,2.0,3.0,1.6106166107000002,8.0,0.0
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,0.0,0.0,2.0,4.0,0.0,9.0,0.0
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.0,2.0,10.0,0.0,29.0,0.0
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.0,0.0,2.0,11.0,0.0,30.0,0.0
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.0,0.0,2.0,12.0,0.0,31.0,0.0
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,0.0,0.0,2.0,13.0,0.0,14.0,0.0
9,U01-Set001__USA300 LAC RPMI+10%LB Control,0.0,0.0,2.0,15.0,0.0,18.0,0.0
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,1.35464386915,0.25505568104913984,2.0,16.0,1.5349954708,19.0,1.1742922675
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,0.7840312678,1.1087876522473321,2.0,17.0,1.5680625356,20.0,0.0
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,0.0,0.0,2.0,21.0,0.0,24.0,0.0
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,0.0,0.0,2.0,22.0,0.0,25.0,0.0
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,0.0,0.0,2.0,23.0,0.0,26.0,0.0
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,0.0,0.0,2.0,27.0,0.0,28.0,0.0
