k,Name,in_iM,gene_weight,Regulator,Function,Category
198,pts KO,False,-0.0432604924,,,Carbon Metabolism
14,Fnr-1,False,0.0429366063,Fnr,,Anaerobiosis
71,Molybdopterin,False,0.0379401191,Molybdopterin,,Cofactor Metabolism
196,pts ALE,False,0.0342750849,,,Unknown
103,Cytochrome c,False,0.030723117600000002,,,Energy Metabolism
8,SG_icdC,False,-0.0271313691,,,Unknown
89,RbsR+dsrA,False,0.0204642833,dsrA and Crp and RbsR,,Carbon Metabolism
121,Cytochrome bd-I,False,-0.0201383696,,,Energy Metabolism
73,Fnr-2,False,0.0197822889,Fnr,,Anaerobiosis
114,LsrR,False,-0.019452708200000002,RpoS and Crp and LsrR,,Quorum Sensing
217,SG_sgrT,False,-0.0193092906,,,Unknown
160,YgeV,False,0.0189989546,,,Unknown
208,SG_cspH,False,-0.0187729209,,,Unknown
137,LexA,False,0.0174890826,LexA,,DNA Damage
39,DksA-related,False,-0.0168457217,,,Stringent Response
76,ROS Del,False,-0.0165228101,,,Redox Stress
98,oxyR ALE,False,0.0164087658,,,Redox Stress
205,SSW_cspC,False,-0.0160898084,,,Unknown
213,SG_ybfQ,False,-0.0156598669,,,Unknown
51,CueR,False,0.0151337208,CueR,,Metal Homeostasis
207,SG_alaE,False,-0.0149712131,,,Unknown
215,GlpR-2,False,-0.0148239476,GlpR,,Carbon Metabolism
211,NarL,False,0.0140585647,NarL,,Nitrogen Metabolism
61,SG_ydaG,False,0.0135382907,,,Unknown
36,ECA,False,0.0131982626,,,Extracellular Structures
133,CecR,False,0.0130108214,CecR,,Membrane Homeostasis
127,FucR/ExuR,False,-0.012879939,FucR or ExuR,,Carbon Metabolism
203,ROS_yedX,False,0.012857354500000001,,,Unknown
158,CpxR,False,-0.0128056053,CpxR,,Membrane Homeostasis
23,GalRS,False,0.012667510600000001,GalR and GalS and Crp,,Carbon Metabolism
165,YheO,False,0.0123640283,,,Unknown
100,NtrC-1,False,0.0121404528,RpoN and NtrC,,Nitrogen Metabolism
134,Fnr+IHF+gcvB,False,-0.0120103047,Fnr and IHF and gcvB,,Carbon Metabolism
212,NtrC+RpoS,False,-0.0119183862,NtrC and RpoN and RpoS,,Nitrogen Metabolism
62,NsrR,False,-0.011908350600000001,NsrR,,Redox Stress
55,PuuR,False,-0.0114776374,RpoS and ArcA and PuuR,,Nitrogen Metabolism
149,NDH-1,False,-0.0114421629,,,Energy Metabolism
147,ubiC,False,0.011257575300000001,,,Energy Metabolism
180,NagC,False,-0.0110890636,NagC,,Carbon Metabolism
59,Anaero-related,False,-0.010881041400000001,,,Anaerobiosis
45,Isoleucine,False,-0.0107870811,Ile-tRNA and ppGpp,,Amino Acid Metabolism
125,FDH-O,False,-0.0107295992,,,Energy Metabolism
132,ydcI KO,False,0.0106901504,,,Redox Stress
209,SG_ymcE,False,0.010602422,,,Unknown
3,Membrane-1,False,0.0105567075,,,Membrane Homeostasis
155,PrpR+Cra,False,0.0104584164,RpoN and PrpR and Cra,,Carbon Metabolism
171,ComR/MarR,False,0.0104463859,ComR or MarR,,Metal Homeostasis
184,Molybdenum,False,0.0102731407,,,Metal Homeostasis
182,Fe-related-3,False,-0.0101705499,,,Metal Homeostasis
204,SG_ydfA,False,0.0100550052,,,Unknown
37,NrdR,False,-0.0099710376,NrdR,,Nucleotide Metabolism
130,Fur-2,False,0.0097352859,Fur,,Metal Homeostasis
12,Curli,False,-0.0096799222,BasR and Cra and Crp and CsgD and IHF and MlrA and OmpR and ppGpp and RcdA and CpxR and FliZ and H-NS and MqsA and BtsR and RcsAB and RstA,,Extracellular Structures
15,TdcAR/CadC,False,-0.0095836883,TdcA or TdcR or CadC,,Amino Acid Metabolism
24,BtsR,False,0.0094819925,BtsR,,Carbon Metabolism
116,Hot TALE Mut-1,False,-0.009438950100000001,,,Unknown
64,GntR,False,-0.0093371164,GntR,,Carbon Metabolism
43,BaeR+CpxR,False,0.0091596956,BaeR and CpxR,,Membrane Homeostasis
105,PAL Del-1,False,0.0090398695,,,Unknown
150,SG_ldrA,False,0.008755679300000001,,,Unknown
92,SG_ghoT,False,-0.0086344999,,,Toxin/Antitoxin
110,menF KO,False,0.008613775800000001,,,Metal Homeostasis
117,UC-1,False,-0.008493626,,,Unknown
192,ZraR,False,0.0084294964,ZraR,,Metal Homeostasis
81,Membrane Stress,False,0.0084191983,,,Membrane Homeostasis
135,YgbI,False,-0.008030751000000001,YgbI,,Carbon Metabolism
167,SG_intG,False,0.0079846376,,,Unknown
41,GlcC,False,0.007984608800000001,IHF and ArcA and PdhR and GlcC,,Carbon Metabolism
85,pgi KO,False,-0.0079662004,,,Carbon Metabolism
