,A,HmgR,PhhR
R2,,0.2622950206619782,0.026812675148917386
xmin,,-5.962907749,-2.484778937
xmid,,-3.287006989289465,
xmax,,2.172623851,2.608666361
ystart,,-8.86185254356797,-3.7667477413810886
yend,,4.748871348906711,1.4556896698146953
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:1,0.2794726922,0.023883516,-0.020784971000000003
AB569_EDTA_NaNO2:EDTA_NaNo2_wt:2,-0.2794726922,-0.023883516,0.020784971000000003
AB569_EDTA_NaNO2:NaNO2:1,3.9161945620000003,0.377490769,0.733532559
AB569_EDTA_NaNO2:NaNO2:2,3.5890354471,0.6206811830000001,0.66645924
AB569_EDTA_NaNO2:EDTA:1,1.8244436836,-0.722427938,0.3581513
AB569_EDTA_NaNO2:EDTA:2,2.2964454815,-0.42472058700000004,0.030852665
AB569_EDTA_NaNO2:EDTA:3,2.1196528526,-0.5080779590000001,0.362304846
AB569_EDTA_NaNO2:NaNO2_EDTA:1,4.1461101802,0.14856211900000002,0.6291153190000001
AB569_EDTA_NaNO2:NaNO2_EDTA:2,4.1713881822,0.348001392,0.8881199120000001
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:1,-0.057567423000000006,-0.035639093000000004,0.080322271
Anthranilate_metabolism_GntR_AntP:GntR_AntP_wt:2,0.057567423000000006,0.035639093000000004,-0.080322271
Anthranilate_metabolism_GntR_AntP:antP:1,-0.8396521049000001,-0.43810131900000004,0.37116659100000005
Anthranilate_metabolism_GntR_AntP:antP:2,-0.5318435340000001,-0.454265059,0.567011343
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:1,0.0477059702,-0.046915915,-0.039184016
Antibiotics_impregnated_catheters:PA01_Planktonic_Ctrl:2,-0.0477059702,0.046915915,0.039184016
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:1,2.2197660014,-0.042819517,-0.291217135
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:2,0.26202393700000004,0.22090124700000002,0.081764073
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:3,0.0469267022,-0.604321695,-0.020861906000000003
Antibiotics_impregnated_catheters:PA01_Biofilm_Ctrl:4,-0.2396947334,0.047494366,0.037398192000000004
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:1,1.2495612562,-2.179957606,-1.8012743320000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:2,1.7572829887,-2.030677967,-1.6564926830000002
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:3,2.0531758149,-1.64409912,-1.560379163
Antibiotics_impregnated_catheters:PA01_Planktonic_Clin-Rif:4,2.2654888976,-2.045152801,-1.735502539
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:1,-0.12114501030000001,0.21106227900000002,-0.001036659
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:2,-0.35911150470000003,0.483664784,0.40086015300000005
Antibiotics_impregnated_catheters:PA01_Biofilm_Clin-Rif:3,-0.24628609780000002,0.221397523,0.345593711
Catabolise_Nucleic_Acids:L_asp:1,-0.46289214700000003,-0.025106237,0.449826588
Catabolise_Nucleic_Acids:L_asp:2,-2.6753675078,-1.335460425,-0.127650237
Catabolise_Nucleic_Acids:DNA_1:1,-0.1242835156,0.22404416,-0.057130265000000006
Catabolise_Nucleic_Acids:DNA_1:2,0.6862207825000001,0.13429786800000001,-0.02480189
Catabolise_Nucleic_Acids:DNA_1:3,-0.5619372669,-0.35834202800000003,0.081932155
Catabolite_repression:del_hfq_crc_wt:1,-0.4869865399,-0.295563014,-0.085016671
Catabolite_repression:del_hfq_crc_wt:2,0.4869865399,0.295563014,0.085016671
Catabolite_repression:delHfq:1,-1.5240456391000001,-0.29147837200000004,0.300915058
Catabolite_repression:delHfq:2,-2.1211655426,-0.22906182300000003,0.27266518500000003
Catabolite_repression:deldcrc:1,2.5126368184,-0.14594004900000002,0.747201167
Catabolite_repression:deldcrc:2,3.6542419866999998,0.130896687,0.39300965600000004
Diallyl_disulphide_treatment:PAO1_ctrl_wt:1,0.110644776,-0.046334466000000005,0.078325316
Diallyl_disulphide_treatment:PAO1_ctrl_wt:2,0.1596553706,0.210776449,0.23979604300000001
Diallyl_disulphide_treatment:PAO1_ctrl_wt:3,-0.2703001467,-0.164441983,-0.318121359
Diallyl_disulphide_treatment:PAO1_DDS:1,-12.7644899584,-2.919950933,-0.111253319
Diallyl_disulphide_treatment:PAO1_DDS:2,-13.2492291123,-3.286980088,-0.34206746400000004
Diallyl_disulphide_treatment:PAO1_DDS:3,-13.1623616338,-2.898878109,-0.168066614
Dispersed_cells:PAO1_dispersed_wt:1,-0.1928597219,0.24860178700000002,0.033354257000000005
Dispersed_cells:PAO1_dispersed_wt:2,0.1928597219,-0.24860178700000002,-0.033354257000000005
Dispersed_cells:PyhjH_dispersed:1,3.6439342361,0.607772666,1.355707955
